X,Y,FID,Call_Taken,Customer,Location,Latitude,Longitude,Snow_Emerg,Day,Ward,Neighborho,Community,Tow_Dist
-93.294545,44.940707,153,02/26/2018 02:36pm,Snow Emergency,"3416 Emerson Avenue South,Minneapolis,MN",44.940707,-93.294545,Yardville,2,10,CARAG,Calhoun Isle,5
-93.266612,44.939005,154,02/26/2018 02:42pm,Snow Emergency,"3518 Oakland Ave South,Minneapolis,MN",44.939005,-93.266612,Yardville,2,9,Central,Powderhorn,5
-93.278188,44.920306,155,02/26/2018 02:44am,Snow Emergency,"4534 Nicollet ave ,Minneapolis,MN",44.920306,-93.278188,Yardville,1,8,King Field,Southwest,5
-93.266612,44.939005,156,02/26/2018 02:46pm,Snow Emergency,"3518 Oakland Ave South,Minneapolis,MN",44.939005,-93.266612,Yardville,2,9,Central,Powderhorn,5
-93.294545,44.940886,157,02/26/2018 03:02pm,Snow Emergency,"3406 emerson ave s,Minneapolis,MN",44.940886,-93.294545,Yardville,2,10,CARAG,Calhoun Isle,5
-93.294856,44.942678,158,02/26/2018 03:08pm,Snow Emergency,"3304 Emerson ave s ,Minneapolis,MN",44.942678,-93.294856,Yardville,2,10,CARAG,Calhoun Isle,5
-93.278207,44.921636,159,02/26/2018 03:22am,Snow Emergency,"4450 NICOLLET AVE,Minneapolis,MN",44.921636,-93.278207,Yardville,1,8,King Field,Southwest,5
-93.2793,44.89232,160,02/26/2018 03:25am,Snow Emergency,"28 61st st w ,Minneapolis,MN",44.89232,-93.2793,Yardville,1,11,Windom,Southwest,5
-93.277677,44.921705,161,02/26/2018 03:44am,Snow Emergency,"4453 Nicollet ave S,Minneapolis,MN",44.921705,-93.277677,Yardville,1,8,King Field,Southwest,5
-93.278266,44.922673,162,02/26/2018 03:54am,Snow Emergency,"4414 Nicollet Ave,Minneapolis,MN",44.922673,-93.278266,Yardville,1,8,King Field,Southwest,5
-93.277519,44.924225,163,02/26/2018 04:25am,Snow Emergency,"4325 NICOLLET AVE,Minneapolis,MN",44.924225,-93.277519,Yardville,1,8,King Field,Southwest,5
-93.277598,44.938801,164,02/26/2018 04:43am,Snow Emergency,"3521 Nicollet AVE S,Minneapolis,MN",44.938801,-93.277598,Yardville,1,8,Lyndale,Powderhorn,5
-93.277519,44.924116,165,02/26/2018 04:53am,Snow Emergency,"4329 NICOLLET AVE S,Minneapolis,MN",44.924116,-93.277519,Yardville,1,8,King Field,Southwest,5
-93.277923,44.942203,166,02/26/2018 05:05am,Snow Emergency,"3327 Nicollet ave,Minneapolis,MN",44.942203,-93.277923,Yardville,1,8,Lyndale,Powderhorn,5
-93.277579,44.9425,167,02/26/2018 05:20am,Snow Emergency,"3317 NICOLLET Ave,Minneapolis,MN",44.9425,-93.277579,Yardville,1,8,Lyndale,Powderhorn,5
-93.277559,44.942336,168,02/26/2018 05:27am,Snow Emergency,"3325 Nicollet ave ,Minneapolis,MN",44.942336,-93.277559,Yardville,1,8,Lyndale,Powderhorn,5
-93.303395,44.948004,169,02/26/2018 09:08am,Snow Emergency,"3006 James ave s,Minneapolis,MN",44.948004,-93.303395,Yardville,2,10,ECCO,Calhoun Isle,5
-93.324372,44.922783,170,02/26/2018 09:12am,Snow Emergency,"4410 Beard Avenue South,Minneapolis,MN",44.922783,-93.324372,Yardville,2,13,Linden Hills,Southwest,5
-93.303586,44.948172,171,02/26/2018 09:12am,Snow Emergency,"3000 James ave s,Minneapolis,MN",44.948172,-93.303586,Yardville,2,10,ECCO,Calhoun Isle,5
-93.324167,44.92303,172,02/26/2018 09:14am,Snow Emergency,"4402 BEARD AVE S,Minneapolis,MN",44.92303,-93.324167,Yardville,2,13,Linden Hills,Southwest,5
-93.303664,44.947816,173,02/26/2018 09:15am,Snow Emergency,"3012 James Ave South,Minneapolis,MN",44.947816,-93.303664,Yardville,2,10,ECCO,Calhoun Isle,5
-93.303664,44.946832,174,02/26/2018 10:03am,Snow Emergency,"3044 James ave s.,Minneapolis,MN",44.946832,-93.303664,Yardville,2,10,ECCO,Calhoun Isle,5
-93.303406,44.945117,175,02/26/2018 10:08am,Snow Emergency,"3148 James Ave South,Minneapolis,MN",44.945117,-93.303406,Yardville,2,10,ECCO,Calhoun Isle,5
-93.303664,44.945557,176,02/26/2018 10:08am,Snow Emergency,"3128 james ave s,Minneapolis,MN",44.945557,-93.303664,Yardville,2,10,ECCO,Calhoun Isle,5
-93.321396,44.946152,177,02/26/2018 10:08am,Snow Emergency,"3100 CALHOUN BLVD W,Minneapolis,MN",44.946152,-93.321396,Yardville,2,13,West Calhoun,Calhoun Isle,5
-93.303399,44.945983,178,02/26/2018 10:11am,Snow Emergency,"3114 James Ave South,Minneapolis,MN",44.945983,-93.303399,Yardville,2,10,ECCO,Calhoun Isle,5
-93.301258,44.938551,179,02/26/2018 10:51am,Snow Emergency,"3532 HUMBOLD AVE S,Minneapolis,MN",44.938551,-93.301258,Yardville,2,10,ECCO,Calhoun Isle,5
-93.299658,44.938859,180,02/26/2018 11:13am,Snow Emergency,"3518 holmes ave s,Minneapolis,MN",44.938859,-93.299658,Yardville,2,10,ECCO,Calhoun Isle,5
-93.301147,44.94195,181,02/26/2018 11:17am,Snow Emergency,"3338 humboldt ave s.,Minneapolis,MN",44.94195,-93.301147,Yardville,2,10,ECCO,Calhoun Isle,5
-93.301133,44.944514,182,02/26/2018 11:33am,Snow Emergency,"3202 Humboldt Ave South,Minneapolis,MN",44.944514,-93.301133,Yardville,2,10,ECCO,Calhoun Isle,5
-93.299849,44.945303,183,02/26/2018 11:40am,Snow Emergency,"3136 HOLMES AVE,Minneapolis,MN",44.945303,-93.299849,Yardville,2,10,ECCO,Calhoun Isle,5
-93.262494,44.932491,184,02/26/2018 12:10am,Snow Emergency,"3858 Chicago AVE S,Minneapolis,MN",44.932491,-93.262494,Yardville,1,8,Bryant,Powderhorn,5
-93.269856,44.93618,185,02/26/2018 12:27am,Snow Emergency,"3653 4 ave s,Minneapolis,MN",44.93618,-93.269856,Yardville,1,8,Central,Powderhorn,5
-93.29747,44.945426,186,02/26/2018 12:30pm,Snow Emergency,"3132GIRARD AVE S,Minneapolis,MN",44.945426,-93.29747,Yardville,2,10,CARAG,Calhoun Isle,5
-93.285977,44.89258,187,02/26/2018 12:38am,Snow Emergency,"500 BLOCK 61st W,Minneapolis,MN",44.89258,-93.285977,Yardville,1,11,Windom,Southwest,5
-93.297068,44.942693,188,02/26/2018 12:39pm,Snow Emergency,"3304 girard ave s. ,Minneapolis,MN",44.942693,-93.297068,Yardville,2,10,CARAG,Calhoun Isle,5
-93.296108,44.944294,189,02/26/2018 12:39pm,Snow Emergency,"3212 Fremont Avenue South,Minneapolis,MN",44.944294,-93.296108,Yardville,2,10,CARAG,Calhoun Isle,5
-93.296262,44.942493,190,02/26/2018 12:41pm,Snow Emergency,"3310 Fremont Avenue South,Minneapolis,MN",44.942493,-93.296262,Yardville,2,10,CARAG,Calhoun Isle,5
-93.297411,44.94173,191,02/26/2018 12:42pm,Snow Emergency,"3340 girard ave s,Minneapolis,MN",44.94173,-93.297411,Yardville,2,10,CARAG,Calhoun Isle,5
-93.304293,44.947579,192,02/27/2018 08:45am,Snow Emergency,"3021 Knox Ave South,Minneapolis,MN",44.947579,-93.304293,Yardville,3,10,ECCO,Calhoun Isle,5
-93.282669,44.938109,193,02/27/2018 09:45am,Snow Emergency,"3549 Pleasant Avenue South,Minneapolis,MN",44.938109,-93.282669,Yardville,3,8,Lyndale,Powderhorn,5
-93.279229,44.941141,194,02/27/2018 11:57am,Snow Emergency,"27 34th st w,Minneapolis,MN",44.941141,-93.279229,Yardville,3,8,Lyndale,Powderhorn,5
-93.278734,44.942927,195,02/27/2018 12:02pm,Snow Emergency,"15 33rd st w,Minneapolis,MN",44.942927,-93.278734,Yardville,3,8,Lyndale,Powderhorn,5
-93.279013,44.941165,196,02/27/2018 12:12pm,Snow Emergency,"21 34th Street West,Minneapolis,MN",44.941165,-93.279013,Yardville,3,8,Lyndale,Powderhorn,5
-93.220587,44.965225,197,02/25/2018 09:13pm,Snow Emergency,"20 27TH AVE SE,Minneapolis,MN",44.965225,-93.220587,Yardville,2,2,Prospect Park - East River Road,University,4
-93.220587,44.965225,198,02/25/2018 09:13pm,Snow Emergency,"20 27TH AVE SE,Minneapolis,MN",44.965225,-93.220587,Yardville,2,2,Prospect Park - East River Road,University,4
-93.220007,44.965476,199,02/25/2018 09:14pm,Snow Emergency,"24 27TH AVE SE,Minneapolis,MN",44.965476,-93.220007,Yardville,2,2,Prospect Park - East River Road,University,4
-93.253406,44.986213,200,02/25/2018 09:42pm,Snow Emergency,"203 university ave se,Minneapolis,MN",44.986213,-93.253406,Yardville,1,3,Marcy Holmes,University,4
-93.251351,44.9857,201,02/25/2018 09:48pm,Snow Emergency,"307 university ave se,Minneapolis,MN",44.9857,-93.251351,Yardville,1,3,Marcy Holmes,University,4
-93.246658,44.984166,202,02/25/2018 09:56pm,Snow Emergency,"613 university Ave se,Minneapolis,MN",44.984166,-93.246658,Yardville,1,3,Marcy Holmes,University,4
-93.24616,44.983916,203,02/25/2018 10:33pm,Snow Emergency,"311 university ave se,Minneapolis,MN",44.983916,-93.24616,Yardville,1,3,Marcy Holmes,University,4
-93.226943,44.990781,204,02/25/2018 10:33pm,Snow Emergency,"1098 18TH AVE SE,Minneapolis,MN",44.990781,-93.226943,Yardville,1,1,Como,University,4
-93.226942,44.988662,205,02/25/2018 10:36pm,Snow Emergency,"1028 18TH AVE SE,Minneapolis,MN",44.988662,-93.226942,Yardville,1,1,Como,University,4
-93.226942,44.988362,206,02/25/2018 10:41pm,Snow Emergency,"1016 18th ave se,Minneapolis,MN",44.988362,-93.226942,Yardville,1,1,Como,University,4
-93.250663,44.985462,207,02/25/2018 10:43pm,Snow Emergency,"327 university ave SE ,Minneapolis,MN",44.985462,-93.250663,Yardville,1,3,Marcy Holmes,University,4
-93.227115,44.969981,208,02/25/2018 10:46pm,Snow Emergency,"607 oak st se,Minneapolis,MN",44.969981,-93.227115,Yardville,2,2,University of Minnesota,University,4
-93.226942,44.98847,209,02/25/2018 10:46pm,Snow Emergency,"1020 18th ave se,Minneapolis,MN",44.98847,-93.226942,Yardville,1,1,Como,University,4
-93.244549,44.963551,210,02/25/2018 11:00pm,Snow Emergency,"900 20th Ave s ,Minneapolis,MN",44.963551,-93.244549,Yardville,1,6,Seward,Longfellow,4
-93.244086,44.963975,211,02/25/2018 11:03pm,Snow Emergency,"900 BLOCK 20TH AVE S,Minneapolis,MN",44.963975,-93.244086,Yardville,1,6,Seward,Longfellow,4
-93.22872,44.972551,212,02/25/2018 11:13pm,Snow Emergency,"606 DELAWARE ST SE,Minneapolis,MN",44.972551,-93.22872,Yardville,2,2,University of Minnesota,University,4
-93.240929,44.963997,213,02/25/2018 11:20pm,Snow Emergency,"2199 9TH S,Minneapolis,MN",44.963997,-93.240929,Yardville,1,6,Seward,Longfellow,4
-93.23544,44.964651,214,02/25/2018 11:43pm,Snow Emergency,"2604 BUTLER PL,Minneapolis,MN",44.964651,-93.23544,Yardville,2,2,Cedar Riverside,University,4
-93.256715,44.987009,215,02/26/2018 01:00am,Snow Emergency,"205 BANK ST ,Minneapolis,MN",44.987009,-93.256715,Yardville,1,3,Nicollet Island - East Bank,University,4
-93.221306,44.985837,216,02/26/2018 01:00pm,Snow Emergency,"874 22nd ave se,Minneapolis,MN",44.985837,-93.221306,Yardville,2,2,Como,University,4
-93.24622,44.968116,217,02/26/2018 01:01pm,Snow Emergency,"1822 6th st s,Minneapolis,MN",44.968116,-93.24622,Yardville,2,6,Cedar Riverside,University,4
-93.247755,44.987517,218,02/26/2018 01:03pm,Snow Emergency,"414 6th st se,Minneapolis,MN",44.987517,-93.247755,Yardville,2,3,Marcy Holmes,University,4
-93.238615,44.983813,219,02/26/2018 01:05pm,Snow Emergency,"520 11TH AVE SE,Minneapolis,MN",44.983813,-93.238615,Yardville,2,3,Marcy Holmes,University,4
-93.233836,44.978762,220,02/26/2018 01:06am,Snow Emergency,"325 16th Ave se,Minneapolis,MN",44.978762,-93.233836,Yardville,2,2,University of Minnesota,University,4
-93.224201,44.989262,221,02/26/2018 01:07pm,Snow Emergency,"1046 20th Ave SE ,Minneapolis,MN",44.989262,-93.224201,Yardville,2,1,Como,University,4
-93.235592,44.985008,222,02/26/2018 01:08pm,Snow Emergency,"710 12th ave se,Minneapolis,MN",44.985008,-93.235592,Yardville,2,3,Marcy Holmes,University,4
-93.238494,44.983337,223,02/26/2018 01:09pm,Snow Emergency,"508 11TH AVE SE,Minneapolis,MN",44.983337,-93.238494,Yardville,2,3,Marcy Holmes,University,4
-93.22141,44.988029,224,02/26/2018 01:10pm,Snow Emergency,"1002 22nd Ave SE ,Minneapolis,MN",44.988029,-93.22141,Yardville,2,1,Como,University,4
-93.230776,44.989888,225,02/26/2018 01:16pm,Snow Emergency,"1062 15TH AVE SE,Minneapolis,MN",44.989888,-93.230776,Yardville,2,1,Como,University,4
-93.24271,44.986834,226,02/26/2018 01:17pm,Snow Emergency,"712 7th st se,Minneapolis,MN",44.986834,-93.24271,Yardville,2,3,Marcy Holmes,University,4
-93.238815,44.982718,227,02/26/2018 01:20pm,Snow Emergency,"1110 5th st se,Minneapolis,MN",44.982718,-93.238815,Yardville,2,3,Marcy Holmes,University,4
-93.237251,44.980098,228,02/26/2018 01:21am,Snow Emergency,"1305 UNIVERSITY AVE SE,Minneapolis,MN",44.980098,-93.237251,Yardville,1,3,Marcy Holmes,University,4
-93.238663,44.982595,229,02/26/2018 01:28pm,Snow Emergency,"1116 5th st se,Minneapolis,MN",44.982595,-93.238663,Yardville,2,3,Marcy Holmes,University,4
-93.237813,44.983621,230,02/26/2018 01:39pm,Snow Emergency,"1112 6th St se,Minneapolis,MN",44.983621,-93.237813,Yardville,2,3,Marcy Holmes,University,4
-93.238564,44.983251,231,02/26/2018 01:40pm,Snow Emergency,"506 11TH AVE SE,Minneapolis,MN",44.983251,-93.238564,Yardville,2,3,Marcy Holmes,University,4
-93.237258,44.98513,232,02/26/2018 01:43pm,Snow Emergency,"704 11TH AVE SE,Minneapolis,MN",44.98513,-93.237258,Yardville,2,3,Marcy Holmes,University,4
-93.227955,44.988857,233,02/26/2018 01:47pm,Snow Emergency,"1034 17TH AVE SE,Minneapolis,MN",44.988857,-93.227955,Yardville,2,1,Como,University,4
-93.207733,44.965811,234,02/26/2018 01:49pm,Snow Emergency,"98 emerald st se ,Minneapolis,MN",44.965811,-93.207733,Yardville,2,2,Prospect Park - East River Road,University,4
-93.237591,44.983573,235,02/26/2018 01:59pm,Snow Emergency,"1120 6th st se,Minneapolis,MN",44.983573,-93.237591,Yardville,2,3,Marcy Holmes,University,4
-93.239058,44.9841,236,02/26/2018 02:03pm,Snow Emergency,"1028 6th st SE ,Minneapolis,MN",44.9841,-93.239058,Yardville,2,3,Marcy Holmes,University,4
-93.239133,44.984129,237,02/26/2018 02:03pm,Snow Emergency,"1026 6th st se,Minneapolis,MN",44.984129,-93.239133,Yardville,2,3,Marcy Holmes,University,4
-93.226649,44.987071,238,02/26/2018 02:05pm,Snow Emergency,"916 18th ave se,Minneapolis,MN",44.987071,-93.226649,Yardville,2,2,Como,University,4
-93.236029,44.984756,239,02/26/2018 02:06pm,Snow Emergency,"704 12th Ave SE ,Minneapolis,MN",44.984756,-93.236029,Yardville,2,3,Marcy Holmes,University,4
-93.226673,44.985137,240,02/26/2018 02:14pm,Snow Emergency,"858 18th ave se,Minneapolis,MN",44.985137,-93.226673,Yardville,2,2,Como,University,4
-93.239487,44.982213,241,02/26/2018 02:15pm,Snow Emergency,"404 11TH AVE SE,Minneapolis,MN",44.982213,-93.239487,Yardville,2,3,Marcy Holmes,University,4
-93.237255,44.982872,242,02/26/2018 02:16pm,Snow Emergency,"508 12TH AVE SE,Minneapolis,MN",44.982872,-93.237255,Yardville,2,3,Marcy Holmes,University,4
-93.238049,44.983988,243,02/26/2018 02:18pm,Snow Emergency,"1106 6TH ST SE,Minneapolis,MN",44.983988,-93.238049,Yardville,2,3,Marcy Holmes,University,4
-93.25277,44.986642,244,02/26/2018 02:24am,Snow Emergency,"320 2nd ave se,Minneapolis,MN",44.986642,-93.25277,Yardville,1,3,Marcy Holmes,University,4
-93.208075,44.96416,245,02/26/2018 02:25pm,Snow Emergency,"142 emerald st se,Minneapolis,MN",44.96416,-93.208075,Yardville,2,2,Prospect Park - East River Road,University,4
-93.234784,44.985962,246,02/26/2018 02:31pm,Snow Emergency,"818 12TH AVE SE,Minneapolis,MN",44.985962,-93.234784,Yardville,2,3,Marcy Holmes,University,4
-93.25277,44.986642,247,02/26/2018 02:32am,Snow Emergency,"320 2ND AVE SE,Minneapolis,MN",44.986642,-93.25277,Yardville,1,3,Marcy Holmes,University,4
-93.236744,44.983468,248,02/26/2018 02:33pm,Snow Emergency,"1216 6TH ST SE,Minneapolis,MN",44.983468,-93.236744,Yardville,2,3,Marcy Holmes,University,4
-93.25277,44.986642,249,02/26/2018 02:34am,Snow Emergency,"320 2ND AVE SE,Minneapolis,MN",44.986642,-93.25277,Yardville,1,3,Marcy Holmes,University,4
-93.236166,44.984015,250,02/26/2018 02:44pm,Snow Emergency,"616 12th ave se,Minneapolis,MN",44.984015,-93.236166,Yardville,2,3,Marcy Holmes,University,4
-93.229185,44.989539,251,02/26/2018 02:45pm,Snow Emergency,"1056 Talmage ave se,Minneapolis,MN",44.989539,-93.229185,Yardville,2,1,Como,University,4
-93.218769,44.985097,252,02/26/2018 02:46pm,Snow Emergency,"846 24TH AVE SE,Minneapolis,MN",44.985097,-93.218769,Yardville,2,2,Como,University,4
-93.251059,44.986401,253,02/26/2018 02:50am,Snow Emergency,"330 3rd ave se,Minneapolis,MN",44.986401,-93.251059,Yardville,1,3,Marcy Holmes,University,4
-93.236625,44.984002,254,02/26/2018 02:50pm,Snow Emergency,"606 12th Ave se ,Minneapolis,MN",44.984002,-93.236625,Yardville,2,3,Marcy Holmes,University,4
-93.242496,44.974071,255,02/26/2018 02:59am,Snow Emergency,"262 21st Ave s,Minneapolis,MN",44.974071,-93.242496,Yardville,2,2,University of Minnesota,University,4
-93.253258,44.985938,256,02/26/2018 03:06am,Snow Emergency,"200 UNIVERSITY AVE,Minneapolis,MN",44.985938,-93.253258,Yardville,1,3,Marcy Holmes,University,4
-93.236584,44.984053,257,02/26/2018 03:14pm,Snow Emergency,"608 12TH AVE SE,Minneapolis,MN",44.984053,-93.236584,Yardville,2,3,Marcy Holmes,University,4
-93.253712,44.985909,258,02/26/2018 03:15am,Snow Emergency,"222 2nd ave se,Minneapolis,MN",44.985909,-93.253712,Yardville,1,3,Marcy Holmes,University,4
-93.235817,44.984378,259,02/26/2018 03:24pm,Snow Emergency,"1210 7TH ST SE,Minneapolis,MN",44.984378,-93.235817,Yardville,2,3,Marcy Holmes,University,4
-93.253712,44.985909,260,02/26/2018 03:45am,Snow Emergency,"222 2nd ave se,Minneapolis,MN",44.985909,-93.253712,Yardville,1,3,Marcy Holmes,University,4
-93.252478,44.987485,261,02/26/2018 08:15am,Snow Emergency,"428 2nd Ave SE,Minneapolis,MN",44.987485,-93.252478,Yardville,2,3,Marcy Holmes,University,4
-93.249678,44.988265,262,02/26/2018 08:20am,Snow Emergency,"528 3rd ave se,Minneapolis,MN",44.988265,-93.249678,Yardville,2,3,Marcy Holmes,University,4
-93.251312,44.988939,263,02/26/2018 08:56am,Snow Emergency,"526 2nd Ave SE,Minneapolis,MN",44.988939,-93.251312,Yardville,2,3,Marcy Holmes,University,4
-93.235882,44.991532,264,02/26/2018 09:04am,Snow Emergency,"348 ulysses st ne,Minneapolis,MN",44.991532,-93.235882,Yardville,2,1,Como,University,4
-93.249708,44.988659,265,02/26/2018 09:09am,Snow Emergency,"600 3rd ave se,Minneapolis,MN",44.988659,-93.249708,Yardville,2,3,Marcy Holmes,University,4
-93.249038,44.984495,266,02/26/2018 09:31am,Snow Emergency,"300 5TH AVE SE,Minneapolis,MN",44.984495,-93.249038,Yardville,2,3,Marcy Holmes,University,4
-93.243733,44.988357,267,02/26/2018 09:31am,Snow Emergency,"720 6th ave se,Minneapolis,MN",44.988357,-93.243733,Yardville,2,3,Marcy Holmes,University,4
-93.2484,44.987586,268,02/26/2018 09:44am,Snow Emergency,"516 4th ave se,Minneapolis,MN",44.987586,-93.2484,Yardville,2,3,Marcy Holmes,University,4
-93.247747,44.988443,269,02/26/2018 09:46am,Snow Emergency,"614 4th ave se,Minneapolis,MN",44.988443,-93.247747,Yardville,2,3,Marcy Holmes,University,4
-93.243568,44.984494,270,02/26/2018 09:59am,Snow Emergency,"428 8th ave se,Minneapolis,MN",44.984494,-93.243568,Yardville,2,3,Marcy Holmes,University,4
-93.24676,44.984607,271,02/26/2018 10:19am,Snow Emergency,"326 6th ave se,Minneapolis,MN",44.984607,-93.24676,Yardville,2,3,Marcy Holmes,University,4
-93.250078,44.985486,272,02/26/2018 10:26am,Snow Emergency,"308 4TH AVE SE,Minneapolis,MN",44.985486,-93.250078,Yardville,2,3,Marcy Holmes,University,4
-93.245045,44.984435,273,02/26/2018 10:27am,Snow Emergency,"406 7th ave se,Minneapolis,MN",44.984435,-93.245045,Yardville,2,3,Marcy Holmes,University,4
-93.24403,44.985672,274,02/26/2018 10:27am,Snow Emergency,"528 7TH AVE SE,Minneapolis,MN",44.985672,-93.24403,Yardville,2,3,Marcy Holmes,University,4
-93.244776,44.984772,275,02/26/2018 10:29am,Snow Emergency,"428 7th ave se,Minneapolis,MN",44.984772,-93.244776,Yardville,2,3,Marcy Holmes,University,4
-93.244328,44.985293,276,02/26/2018 10:30am,Snow Emergency,"502 7TH AVE SE,Minneapolis,MN",44.985293,-93.244328,Yardville,2,3,Marcy Holmes,University,4
-93.242474,44.987765,277,02/26/2018 10:30am,Snow Emergency,"724 7th ave se,Minneapolis,MN",44.987765,-93.242474,Yardville,2,3,Marcy Holmes,University,4
-93.245774,44.983493,278,02/26/2018 10:36am,Snow Emergency,"324 7th ave se,Minneapolis,MN",44.983493,-93.245774,Yardville,2,3,Marcy Holmes,University,4
-93.242993,44.985216,279,02/26/2018 10:43am,Snow Emergency,"506 8TH AVE SE,Minneapolis,MN",44.985216,-93.242993,Yardville,2,3,Marcy Holmes,University,4
-93.244097,44.983825,280,02/26/2018 10:44am,Snow Emergency,"400 8TH AVE SE ,Minneapolis,MN",44.983825,-93.244097,Yardville,2,3,Marcy Holmes,University,4
-93.244897,44.984621,281,02/26/2018 10:50am,Snow Emergency,"412 7TH AVE SE,Minneapolis,MN",44.984621,-93.244897,Yardville,2,3,Marcy Holmes,University,4
-93.245318,44.989203,282,02/26/2018 10:54am,Snow Emergency,"726 5th Ave se,Minneapolis,MN",44.989203,-93.245318,Yardville,2,3,Marcy Holmes,University,4
-93.244076,44.985613,283,02/26/2018 10:55am,Snow Emergency,"520 7TH AVE SE,Minneapolis,MN",44.985613,-93.244076,Yardville,2,3,Marcy Holmes,University,4
-93.242509,44.987722,284,02/26/2018 10:57am,Snow Emergency,"716 7th ave se,Minneapolis,MN",44.987722,-93.242509,Yardville,2,3,Marcy Holmes,University,4
-93.242815,44.98544,285,02/26/2018 11:05am,Snow Emergency,"520 8TH AVE SE,Minneapolis,MN",44.98544,-93.242815,Yardville,2,3,Marcy Holmes,University,4
-93.24407,44.983273,286,02/26/2018 11:06am,Snow Emergency,"324 8TH AVE SE,Minneapolis,MN",44.983273,-93.24407,Yardville,2,3,Marcy Holmes,University,4
-93.242396,44.988273,287,02/26/2018 11:08am,Snow Emergency,"818 7TH AVE SE,Minneapolis,MN",44.988273,-93.242396,Yardville,2,3,Marcy Holmes,University,4
-93.243403,44.984229,288,02/26/2018 11:09am,Snow Emergency,"416 8th ave se,Minneapolis,MN",44.984229,-93.243403,Yardville,2,3,Marcy Holmes,University,4
-93.244991,44.985461,289,02/26/2018 11:09am,Snow Emergency,"624 5th st se,Minneapolis,MN",44.985461,-93.244991,Yardville,2,3,Marcy Holmes,University,4
-93.242238,44.986945,290,02/26/2018 11:13am,Snow Emergency,"724 7th st se,Minneapolis,MN",44.986945,-93.242238,Yardville,2,3,Marcy Holmes,University,4
-93.244054,44.988951,291,02/26/2018 11:24am,Snow Emergency,"526 8th st se,Minneapolis,MN",44.988951,-93.244054,Yardville,2,3,Marcy Holmes,University,4
-93.244709,44.984962,292,02/26/2018 11:27am,Snow Emergency,"704 5th st se,Minneapolis,MN",44.984962,-93.244709,Yardville,2,3,Marcy Holmes,University,4
-93.246574,44.985791,293,02/26/2018 11:30am,Snow Emergency,"528 5TH ST SE,Minneapolis,MN",44.985791,-93.246574,Yardville,2,3,Marcy Holmes,University,4
-93.245632,44.9853,294,02/26/2018 11:31am,Snow Emergency,"620 5TH ST SE,Minneapolis,MN",44.9853,-93.245632,Yardville,2,3,Marcy Holmes,University,4
-93.245442,44.982098,295,02/26/2018 11:38am,Snow Emergency,"224 8th ave se,Minneapolis,MN",44.982098,-93.245442,Yardville,2,3,Marcy Holmes,University,4
-93.229241,44.988548,296,02/26/2018 11:41am,Snow Emergency,"1022 16TH AVE SE,Minneapolis,MN",44.988548,-93.229241,Yardville,2,1,Como,University,4
-93.248447,44.986826,297,02/26/2018 11:43am,Snow Emergency,"412 5th st se,Minneapolis,MN",44.986826,-93.248447,Yardville,2,3,Marcy Holmes,University,4
-93.240215,44.983171,298,02/26/2018 11:44am,Snow Emergency,"1008 5TH ST SE,Minneapolis,MN",44.983171,-93.240215,Yardville,2,3,Marcy Holmes,University,4
-93.246707,44.985885,299,02/26/2018 11:46am,Snow Emergency,"520 5th st se,Minneapolis,MN",44.985885,-93.246707,Yardville,2,3,Marcy Holmes,University,4
-93.240178,44.983156,300,02/26/2018 11:47am,Snow Emergency,"1010 5TH ST SE,Minneapolis,MN",44.983156,-93.240178,Yardville,2,3,Marcy Holmes,University,4
-93.247884,44.987569,301,02/26/2018 11:50am,Snow Emergency,"412 6th st se,Minneapolis,MN",44.987569,-93.247884,Yardville,2,3,Marcy Holmes,University,4
-93.247653,44.987433,302,02/26/2018 11:57am,Snow Emergency,"416 6th st se,Minneapolis,MN",44.987433,-93.247653,Yardville,2,3,Marcy Holmes,University,4
-93.217575,44.971454,303,02/26/2018 12:00am,Snow Emergency,"2760 UNIVERSITY AVE SE,Minneapolis,MN",44.971454,-93.217575,Yardville,2,2,Prospect Park - East River Road,University,4
-93.228717,44.972551,304,02/26/2018 12:00am,Snow Emergency,"612 Delaware st se,Minneapolis,MN",44.972551,-93.228717,Yardville,2,2,University of Minnesota,University,4
-93.246653,44.985823,305,02/26/2018 12:06pm,Snow Emergency,"524 5th st se,Minneapolis,MN",44.985823,-93.246653,Yardville,2,3,Marcy Holmes,University,4
-93.235391,44.964186,306,02/26/2018 12:07am,Snow Emergency,"2500 BLOCK 9th st s,Minneapolis,MN",44.964186,-93.235391,Yardville,1,6,Seward,Longfellow,4
-93.239471,44.982736,307,02/26/2018 12:14pm,Snow Emergency,"418 11THE AVE SE,Minneapolis,MN",44.982736,-93.239471,Yardville,2,3,Marcy Holmes,University,4
-93.248189,44.986426,308,02/26/2018 12:14pm,Snow Emergency,"420 5TH ST SE,Minneapolis,MN",44.986426,-93.248189,Yardville,2,3,Marcy Holmes,University,4
-93.242865,44.985738,309,02/26/2018 12:15pm,Snow Emergency,"728 6TH ST SE,Minneapolis,MN",44.985738,-93.242865,Yardville,2,3,Marcy Holmes,University,4
-93.250844,44.989095,310,02/26/2018 12:16pm,Snow Emergency,"218 6th st se ,Minneapolis,MN",44.989095,-93.250844,Yardville,2,3,Marcy Holmes,University,4
-93.228031,44.972552,311,02/26/2018 12:18am,Snow Emergency,"716 Deleware st se,Minneapolis,MN",44.972552,-93.228031,Yardville,2,2,University of Minnesota,University,4
