X,Y,FID,Service_Da,Address,Tow_Reason,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.238833000042845,44.984613000089944,151,04/17/2018 10:45am,"1015 6th st se ,Minneapolis,MN",Snow Emergency,44.984613,-93.238833,3,University,Marcy Holmes,4,3,Howe
-93.303055000188067,45.003523999832787,152,04/17/2018 10:46am,"2349 james ave n,Minneapolis,MN",Snow Emergency,45.003524,-93.303055,5,Near North,Jordan,1,3,Howe
-93.248244999706912,44.989690000393239,153,04/17/2018 10:46am,"325 7th st se,Minneapolis,MN",Snow Emergency,44.98969,-93.248245,3,University,Marcy Holmes,4,3,Howe
-93.248236000191241,44.989686000208792,154,04/17/2018 10:49am,"327 7th st se,Minneapolis,MN",Snow Emergency,44.989686,-93.248236,3,University,Marcy Holmes,4,3,Howe
-93.284437999613942,44.96597799958505,155,04/17/2018 10:52am,"327 Clifton av s,Minneapolis,MN",Snow Emergency,44.965978,-93.284438,7,Central,Loring Park,3,3,Howe
-93.299415999648602,45.005533999894219,156,04/17/2018 10:53am,"2529 Irving ave n ,Minneapolis,MN",Snow Emergency,45.005534,-93.299416,5,Near North,Jordan,1,3,Howe
-93.23763899983993,44.985762000016337,157,04/17/2018 10:54am,"715 11th ave se,Minneapolis,MN",Snow Emergency,44.985762,-93.237639,3,University,Marcy Holmes,4,3,Howe
-93.281407000132901,44.963578000424434,158,04/17/2018 10:55am,"211 Ridgewood ave s,Minneapolis,MN",Snow Emergency,44.963578,-93.281407,7,Central,Steven's Square - Loring Heights,3,3,Howe
-93.304672000112689,44.992374000060124,159,04/17/2018 10:56am,"1325 Morgan Ave N,Minneapolis,MN",Snow Emergency,44.992374,-93.304672,5,Near North,Willard - Hay,1,3,Howe
-93.298990999834771,45.001355999679674,160,04/17/2018 10:56am,"2133 irving ave n ,Minneapolis,MN",Snow Emergency,45.001356,-93.298991,5,Near North,Jordan,1,3,Howe
-93.239886000038837,44.985038999949943,161,04/17/2018 10:57am,"925 6th st se,Minneapolis,MN",Snow Emergency,44.985039,-93.239886,3,University,Marcy Holmes,4,3,Howe
-93.248364999844867,44.935589000232262,162,04/17/2018 10:57am,"3709 18th av s,Minneapolis,MN",Snow Emergency,44.935589,-93.248365,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.282548999736491,44.962231000360411,163,04/17/2018 10:57am,"2011 pleasant ave,Minneapolis,MN",Snow Emergency,44.962231,-93.282549,10,Powderhorn,Whittier,3,3,Howe
-93.292837000227337,45.001123999772794,164,04/17/2018 10:59am,"2123 dupont Ave n ,Minneapolis,MN",Snow Emergency,45.001124,-93.292837,5,Near North,Hawthorne,1,3,Howe
-93.295498999779014,44.945277000033578,165,04/17/2018 11:00am,"3137 FREMONT AV S,Minneapolis,MN",Snow Emergency,44.945277,-93.295499,10,Calhoun Isle,CARAG,5,3,Howe
-93.284436999567845,44.965977000438265,166,04/17/2018 11:00am,"325 clifton ave,Minneapolis,MN",Snow Emergency,44.965977,-93.284437,7,Central,Loring Park,3,3,Howe
-93.248328999983286,44.935516999609888,167,04/17/2018 11:01am,"3713 18th av s,Minneapolis,MN",Snow Emergency,44.935517,-93.248329,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.289582000309053,45.010166000360684,168,04/17/2018 11:04am,"2921 aldrich ave n ,Minneapolis,MN",Snow Emergency,45.010166,-93.289582,5,Near North,Hawthorne,1,3,Howe
-93.295925999685096,44.94275099955906,169,04/17/2018 11:04am,"1309 33RD ST W,Minneapolis,MN",Snow Emergency,44.942751,-93.295926,10,Calhoun Isle,CARAG,5,3,Howe
-93.248244999706912,44.989690000393239,170,04/17/2018 11:04am,"325 7th st se,Minneapolis,MN",Snow Emergency,44.98969,-93.248245,3,University,Marcy Holmes,4,3,Howe
-93.284435000374913,44.965977000438265,171,04/17/2018 11:05am,"323 clifton ave,Minneapolis,MN",Snow Emergency,44.965977,-93.284435,7,Central,Loring Park,3,3,Howe
-93.235515999963411,44.993298000402426,172,04/17/2018 11:06am,"1113 winter st ne,Minneapolis,MN",Snow Emergency,44.993298,-93.235516,1,University,Mid - City Industrial,2,3,Howe
-93.230817000004492,44.932312000198678,173,04/17/2018 11:10am,"2905 39th st e,Minneapolis,MN",Snow Emergency,44.932312,-93.230817,12,Powderhorn,Standish,6,3,Howe
-93.303471999633004,44.990877000273372,174,04/17/2018 11:10am,"1239 LOGAN AVE N,Minneapolis,MN",Snow Emergency,44.990877,-93.303472,5,Near North,Near - North,1,3,Howe
-93.24917100014153,45.005972000307629,175,04/17/2018 11:11am,"1729 jackson st ne,Minneapolis,MN",Snow Emergency,45.005972,-93.249171,1,Northeast,Logan Park,2,3,Howe
-93.280871999742942,44.958837000327378,176,04/17/2018 11:12am,"2405 Pillsbury Ave S,Minneapolis,MN",Snow Emergency,44.958837,-93.280872,10,Powderhorn,Whittier,3,3,Howe
-93.257115999603684,44.987245000056753,177,04/17/2018 11:12am,"609 9 1/2 ave se,Minneapolis,MN",Snow Emergency,44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe
-93.304817999650936,44.984913999581465,178,04/17/2018 11:13am,"617 Morgan Ave N,Minneapolis,MN",Snow Emergency,44.984914,-93.304818,5,Near North,Near - North,1,3,Howe
-93.250578000274444,45.011110999872805,179,04/17/2018 11:14am,"2303 quincy st ne,Minneapolis,MN",Snow Emergency,45.011111,-93.250578,1,Northeast,Holland,2,3,Howe
-93.27501799958101,44.963262000241173,180,04/17/2018 11:16am,"1919 Stevens av s,Minneapolis,MN",Snow Emergency,44.963262,-93.275018,6,Central,Steven's Square - Loring Heights,3,3,Howe
-93.237875999977405,44.985459999579341,181,04/17/2018 11:18am,"705 11th ave se,Minneapolis,MN",Snow Emergency,44.98546,-93.237876,3,University,Marcy Holmes,4,3,Howe
-93.294214999922247,44.944495999990451,182,04/17/2018 11:18am,"3203 Emerson ave s ,Minneapolis,MN",Snow Emergency,44.944496,-93.294215,10,Calhoun Isle,CARAG,5,3,Howe
-93.257115999603684,44.987245000056753,183,04/17/2018 11:22am,"545 9 1/2 ave se ,Minneapolis,MN",Snow Emergency,44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe
-93.206101999707471,44.944835000335047,184,04/17/2018 11:24am,"3205 32nd st,Minneapolis,MN",Snow Emergency,44.944835,-93.206102,2,Longfellow,Cooper,6,3,Howe
-93.237956000069303,44.944556000059436,185,04/17/2018 11:25am,"2317 32nd st,Minneapolis,MN",Snow Emergency,44.944556,-93.237956,9,Powderhorn,Corcoran,6,3,Howe
-93.29854499995173,44.978443999790784,186,04/17/2018 11:26am,"217 Humboldt ave n,Minneapolis,MN",Snow Emergency,44.978444,-93.298545,5,Near North,Harrison,3,3,Howe
-93.297603999724743,44.9784370003673,187,04/17/2018 11:27am,"211 girard ave,Minneapolis,MN",Snow Emergency,44.978437,-93.297604,5,Near North,Harrison,3,3,Howe
-93.304719999628233,44.987140999757401,188,04/17/2018 11:29am,"907 Morgan ave n ,Minneapolis,MN",Snow Emergency,44.987141,-93.30472,5,Near North,Near - North,1,3,Howe
-93.234917000219355,44.98838799970644,189,04/17/2018 08:57am,"1013 12TH AVE SE,Minneapolis,MN",Snow Emergency,44.988388,-93.234917,2,University,Como,4,3,Howe
-93.303576999978532,44.986218000360495,190,04/17/2018 11:30am,"803 Logan Ave N,Minneapolis,MN",Snow Emergency,44.986218,-93.303577,5,Near North,Near - North,1,3,Howe
-93.29546299991749,44.945586999940133,191,04/17/2018 11:31am,"3127 Fremont ave s,Minneapolis,MN",Snow Emergency,44.945587,-93.295463,10,Calhoun Isle,CARAG,5,3,Howe
-93.280933999904164,44.959672000162755,192,04/17/2018 11:32am,"2311 pillsbury ave s,Minneapolis,MN",Snow Emergency,44.959672,-93.280934,10,Powderhorn,Whittier,3,3,Howe
-93.304755000342936,44.987449999617866,193,04/17/2018 11:33am,"917 Morgan ave n ,Minneapolis,MN",Snow Emergency,44.98745,-93.304755,5,Near North,Near - North,1,3,Howe
-93.242979999727183,44.989808999585698,194,04/17/2018 11:34am,"1227 6th ave se ,Minneapolis,MN",Snow Emergency,44.989809,-93.24298,3,University,Marcy Holmes,4,3,Howe
-93.292022000414931,45.006540000420721,195,04/17/2018 11:35am,"2619 Colfax Ave n ,Minneapolis,MN",Snow Emergency,45.00654,-93.292022,5,Near North,Hawthorne,1,3,Howe
-93.28045800043634,44.96824799994527,196,04/17/2018 11:34am,"1421 SPRUCE PLACE,Minneapolis,MN",Snow Emergency,44.968248,-93.280458,7,Central,Loring Park,3,3,Howe
-93.293341000087025,45.007012999750202,197,04/17/2018 11:37am,"2635 dupont Ave n ,Minneapolis,MN",Snow Emergency,45.007013,-93.293341,5,Near North,Hawthorne,1,3,Howe
-93.280847000388746,44.960616999674869,198,04/17/2018 11:38am,"2205 Pillsbury ave ,Minneapolis,MN",Snow Emergency,44.960617,-93.280847,10,Powderhorn,Whittier,3,3,Howe
-93.235925999984886,44.991789000062333,199,04/17/2018 11:38am,"335 ulysses st ne,Minneapolis,MN",Snow Emergency,44.991789,-93.235926,1,University,Como,2,3,Howe
-93.234652999736127,44.984621999605622,200,04/17/2018 11:38am,"715 13th ave se,Minneapolis,MN",Snow Emergency,44.984622,-93.234653,3,University,Marcy Holmes,4,3,Howe
-93.232841999858351,44.981937999938779,201,04/17/2018 11:41am,"1495 6th st se,Minneapolis,MN",Snow Emergency,44.981938,-93.232842,3,University,Marcy Holmes,4,3,Howe
-93.280832999743112,44.969527999617519,202,04/17/2018 11:37am,"1371 SPRUCE PLACE,Minneapolis,MN",Snow Emergency,44.969528,-93.280833,7,Central,Loring Park,3,3,Howe
-93.233409999971471,44.982394000282959,203,04/17/2018 11:44am,"1407 6th st se,Minneapolis,MN",Snow Emergency,44.982394,-93.23341,3,University,Marcy Holmes,4,3,Howe
-93.236220000052924,44.984899999835186,204,04/17/2018 10:02am,"707 12TH AVE SE,Minneapolis,MN",Snow Emergency,44.9849,-93.23622,3,University,Marcy Holmes,4,3,Howe
-93.302325999844982,45.004055000038242,205,04/17/2018 11:48am,"2401 JAMES AVE N,Minneapolis,MN",Snow Emergency,45.004055,-93.302326,5,Near North,Jordan,1,3,Howe
-93.235715000147081,44.984592000020825,206,04/17/2018 10:07am,"1205 7TH ST SE,Minneapolis,MN",Snow Emergency,44.984592,-93.235715,3,University,Marcy Holmes,4,3,Howe
-93.302214000075992,44.988403000398193,207,04/17/2018 11:53am,"1015 Knox Ave N,Minneapolis,MN",Snow Emergency,44.988403,-93.302214,5,Near North,Near - North,1,3,Howe
-93.282559000197637,44.957634999755498,208,04/17/2018 11:53am,"2445 pleasant av s,Minneapolis,MN",Snow Emergency,44.957635,-93.282559,10,Powderhorn,Whittier,3,3,Howe
-93.296608999705541,44.960296000160326,209,04/17/2018 11:56am,"2217 Girard ave s,Minneapolis,MN",Snow Emergency,44.960296,-93.296609,7,Calhoun Isle,East Isles,3,3,Howe
-93.283938999984798,44.960256000114377,210,04/17/2018 11:58am,"2217 grand ave s,Minneapolis,MN",Snow Emergency,44.960256,-93.283939,10,Powderhorn,Whittier,3,3,Howe
-93.280832999743112,44.969527999617519,211,04/17/2018 10:00am,"1371 SPRUCE PL,Minneapolis,MN",Snow Emergency,44.969528,-93.280833,7,Central,Loring Park,3,3,Howe
-93.283871000446254,44.962536000036437,212,04/17/2018 12:00pm,"2005 grand av s,Minneapolis,MN",Snow Emergency,44.962536,-93.283871,10,Powderhorn,Whittier,3,3,Howe
-93.285211000187473,44.95584700003905,213,04/17/2018 12:00pm,"2545 harriet ave,Minneapolis,MN",Snow Emergency,44.955847,-93.285211,10,Powderhorn,Whittier,3,3,Howe
-93.304674000204898,44.987512999825128,214,04/17/2018 12:03pm,"919 Morgan ave n ,Minneapolis,MN",Snow Emergency,44.987513,-93.304674,5,Near North,Near - North,1,3,Howe
-93.285833000092836,44.956125000268621,215,04/17/2018 12:04pm,"2532 harriet ave ,Minneapolis,MN",Snow Emergency,44.956125,-93.285833,10,Powderhorn,Whittier,3,3,Howe
-93.234802000312015,44.983992000230671,216,04/17/2018 12:04pm,"701 13th ave se,Minneapolis,MN",Snow Emergency,44.983992,-93.234802,3,University,Marcy Holmes,4,3,Howe
-93.261015000441887,44.936724000412369,217,04/17/2018 12:05pm,"3629 Elliott Ave s,Minneapolis,MN",Snow Emergency,44.936724,-93.261015,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.234777000058443,44.98457099995175,218,04/17/2018 12:06pm,"713 13th ave se,Minneapolis,MN",Snow Emergency,44.984571,-93.234777,3,University,Marcy Holmes,4,3,Howe
-93.250519000251643,45.011275000241142,219,04/17/2018 12:07pm,"2311 quincy st ne,Minneapolis,MN",Snow Emergency,45.011275,-93.250519,1,Northeast,Holland,2,3,Howe
-93.23489300001188,44.984419000136825,220,04/17/2018 12:09pm,"709 13 th ave se,Minneapolis,MN",Snow Emergency,44.984419,-93.234893,3,University,Marcy Holmes,4,3,Howe
-93.293393999833199,45.01091399978133,221,04/17/2018 12:09pm,"2943 dupont Ave n ,Minneapolis,MN",Snow Emergency,45.010914,-93.293394,5,Near North,Hawthorne,1,3,Howe
-93.234411000267414,44.98491999985815,222,04/17/2018 12:10pm,"727 13th ave se,Minneapolis,MN",Snow Emergency,44.98492,-93.234411,3,University,Marcy Holmes,4,3,Howe
-93.260936000396043,44.93453900037462,223,04/17/2018 12:10pm,"3749 Elliott Ave s,Minneapolis,MN",Snow Emergency,44.934539,-93.260936,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.294245999553198,44.940054000191985,224,04/17/2018 12:11pm,"3441 Emerson ave s ,Minneapolis,MN",Snow Emergency,44.940054,-93.294246,10,Calhoun Isle,CARAG,5,3,Howe
-93.293318999971845,45.010260000198912,225,04/17/2018 12:11pm,"2923 dupont Ave n ,Minneapolis,MN",Snow Emergency,45.01026,-93.293319,5,Near North,Hawthorne,1,3,Howe
-93.242979999727183,44.989808999585698,226,04/17/2018 12:17pm,"1419 6th ave se,Minneapolis,MN",Snow Emergency,44.989809,-93.24298,3,University,Marcy Holmes,4,3,Howe
-93.257115999603684,44.987245000056753,227,04/17/2018 12:16pm,"507 9 1/2 Ave Se,Minneapolis,MN",Snow Emergency,44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe
-93.250574000090012,45.011162999572832,228,04/17/2018 12:18pm,"2305 quincy st ne,Minneapolis,MN",Snow Emergency,45.011163,-93.250574,1,Northeast,Holland,2,3,Howe
-93.257115999603684,44.987245000056753,229,04/17/2018 12:17pm,"511 9 1/2 Ave Se,Minneapolis,MN",Snow Emergency,44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe
-93.310771999927809,44.998276999783741,230,04/17/2018 12:18pm,"1827 russell ave n ,Minneapolis,MN",Snow Emergency,44.998277,-93.310772,5,Near North,Willard - Hay,1,3,Howe
-93.23522299994147,44.986173000083959,231,04/17/2018 12:19pm,"815 12th ave se,Minneapolis,MN",Snow Emergency,44.986173,-93.235223,3,University,Marcy Holmes,4,3,Howe
-93.250519000251643,45.011275000241142,232,04/17/2018 12:21pm,"2311 quincy st ne,Minneapolis,MN",Snow Emergency,45.011275,-93.250519,1,Northeast,Holland,2,3,Howe
-93.240351999944778,44.946238000283522,233,04/17/2018 12:28pm,"3107 22nd Avenue South,Minneapolis,MN",Snow Emergency,44.946238,-93.240352,9,Powderhorn,Corcoran,6,3,Howe
-93.233093999788181,44.982275000191166,234,04/17/2018 12:30pm,"1423 6th st se,Minneapolis,MN",Snow Emergency,44.982275,-93.233094,3,University,Marcy Holmes,4,3,Howe
-93.309792999747117,44.992753999597475,235,04/17/2018 12:30pm,"1335 Queen Ave. N.,Minneapolis,MN",Snow Emergency,44.992754,-93.309793,5,Near North,Willard - Hay,1,3,Howe
-93.303472999679173,45.010222000245157,236,04/17/2018 12:32pm,"2919 LOGAN AVE N,Minneapolis,MN",Snow Emergency,45.010222,-93.303473,5,Near North,Jordan,1,3,Howe
-93.240253999922118,44.946032999823153,237,04/17/2018 12:32pm,"3117 22nd Ave S,Minneapolis,MN",Snow Emergency,44.946033,-93.240254,9,Powderhorn,Corcoran,6,3,Howe
-93.240253999922118,44.946403999844797,238,04/17/2018 12:32pm,"3105 22nd Avenue South,Minneapolis,MN",Snow Emergency,44.946404,-93.240254,9,Powderhorn,Corcoran,6,3,Howe
-93.240253999922118,44.946082000284143,239,04/17/2018 12:34pm,"3115 22nd ave,Minneapolis,MN",Snow Emergency,44.946082,-93.240254,9,Powderhorn,Corcoran,6,3,Howe
-93.233370999971612,44.982378999591219,240,04/17/2018 12:38pm,"1409 6th st se,Minneapolis,MN",Snow Emergency,44.982379,-93.233371,3,University,Marcy Holmes,4,3,Howe
-93.283962000146175,44.958728999843522,241,04/17/2018 12:40pm,"2409 grand ave s,Minneapolis,MN",Snow Emergency,44.958729,-93.283962,10,Powderhorn,Whittier,3,3,Howe
-93.233330999925684,44.982363999798793,242,04/17/2018 12:41pm,"1411 6th st se,Minneapolis,MN",Snow Emergency,44.982364,-93.233331,3,University,Marcy Holmes,4,3,Howe
-93.283863000077346,44.961089999903599,243,04/17/2018 12:42pm,"2127 grand ave s,Minneapolis,MN",Snow Emergency,44.96109,-93.283863,10,Powderhorn,Whittier,3,3,Howe
-93.291710999562952,44.940476999913642,244,04/17/2018 12:47pm,"3407 Colfax ave s,Minneapolis,MN",Snow Emergency,44.940477,-93.291711,10,Calhoun Isle,CARAG,5,3,Howe
-93.285191000164502,44.958965999980975,245,04/17/2018 12:49pm,"2401 harriet ave s,Minneapolis,MN",Snow Emergency,44.958966,-93.285191,10,Powderhorn,Whittier,3,3,Howe
-93.291747000323767,44.938059999969077,246,04/17/2018 12:49pm,"3551 Colfax ave s,Minneapolis,MN",Snow Emergency,44.93806,-93.291747,10,Calhoun Isle,CARAG,5,3,Howe
-93.290522999636678,44.985117999995737,247,04/17/2018 12:50pm,"839 Gertrude brown place,Minneapolis,MN",Snow Emergency,44.985118,-93.290523,5,Near North,Sumner - Glenwood,1,3,Howe
-93.285164999864833,44.961316999579935,248,04/17/2018 12:51pm,"2117 harriet,Minneapolis,MN",Snow Emergency,44.961317,-93.285165,10,Powderhorn,Whittier,3,3,Howe
-93.218287000444676,44.971272000002834,249,04/17/2018 12:52pm,"2717 delaware st se,Minneapolis,MN",Snow Emergency,44.971272,-93.218287,2,University,Prospect Park - East River Road,4,3,Howe
-93.218794999589534,44.971469000094309,250,04/17/2018 12:56pm,"2707 Delaware St SE,Minneapolis,MN",Snow Emergency,44.971469,-93.218795,2,University,Prospect Park - East River Road,4,3,Howe
-93.294256000014357,44.939662000101293,251,04/17/2018 12:58pm,"3453 EMERSON AV S,Minneapolis,MN",Snow Emergency,44.939662,-93.294256,10,Calhoun Isle,CARAG,5,3,Howe
-93.280974999996204,44.954943999765817,252,04/17/2018 01:00pm,"2617 Pillsbury ave ,Minneapolis,MN",Snow Emergency,44.954944,-93.280975,10,Powderhorn,Whittier,3,3,Howe
-93.228912000288574,44.985805000200635,253,04/17/2018 01:01pm,"937 17th ave se,Minneapolis,MN",Snow Emergency,44.985805,-93.228912,2,University,Como,4,3,Howe
-93.23364199987833,44.991030000134458,254,04/17/2018 01:02pm,"1107 13th Ave Se,Minneapolis,MN",Snow Emergency,44.99103,-93.233642,2,University,Como,4,3,Howe
-93.24025299987602,44.945693000331744,255,04/17/2018 01:04pm,"3129 22nd ave so,Minneapolis,MN",Snow Emergency,44.945693,-93.240253,9,Powderhorn,Corcoran,6,3,Howe
-93.231065999796044,44.988641999728543,256,04/17/2018 01:04pm,"1025 15th Ave Se,Minneapolis,MN",Snow Emergency,44.988642,-93.231066,1,University,Como,4,3,Howe
-93.282512999874996,44.959566999817234,257,04/17/2018 01:07pm,"2317 pleasant ave ,Minneapolis,MN",Snow Emergency,44.959567,-93.282513,10,Powderhorn,Whittier,3,3,Howe
-93.289559000147662,45.016057999577065,258,04/17/2018 01:08pm,"3335 aldrich ave n ,Minneapolis,MN",Snow Emergency,45.016058,-93.289559,4,Camden,McKinley,1,3,Howe
-93.290830000304254,45.015073000019015,259,04/17/2018 01:11pm,"3301 Bryant Ave n ,Minneapolis,MN",Snow Emergency,45.015073,-93.29083,4,Camden,McKinley,1,3,Howe
-93.282541000266917,44.959937999838871,260,04/17/2018 01:12pm,"2301 pleasant ave ,Minneapolis,MN",Snow Emergency,44.959938,-93.282541,10,Powderhorn,Whittier,3,3,Howe
-93.243283000210269,45.005370999572044,261,04/17/2018 01:14pm,"1705 TAYLOR ST NE,Minneapolis,MN",Snow Emergency,45.005371,-93.243283,1,Northeast,Northeast Park,2,3,Howe
-93.22725000008738,44.986106999738297,262,04/17/2018 01:19pm,"951 18th ave se,Minneapolis,MN",Snow Emergency,44.986107,-93.22725,2,University,Como,4,3,Howe
-93.292702000297027,44.988145000191643,263,04/17/2018 01:20pm,"1121 10th Ave N,Minneapolis,MN",Snow Emergency,44.988145,-93.292702,5,Near North,Sumner - Glenwood,1,3,Howe
-93.294726000104788,44.990990000088459,264,04/17/2018 01:20pm,"1225 12th ave n ,Minneapolis,MN",Snow Emergency,44.99099,-93.294726,5,Near North,Near - North,1,3,Howe
-93.299419999833106,44.98875500044295,265,04/17/2018 01:24pm,"1431 11th ave n,Minneapolis,MN",Snow Emergency,44.988755,-93.29942,5,Near North,Near - North,1,3,Howe
-93.236886000188747,44.944031000130622,266,04/17/2018 01:25pm,"3217 24th Avenue South,Minneapolis,MN",Snow Emergency,44.944031,-93.236886,9,Powderhorn,Corcoran,6,3,Howe
-93.228971000311375,44.985636999647845,267,04/17/2018 01:27pm,"931 17th ave se,Minneapolis,MN",Snow Emergency,44.985637,-93.228971,2,University,Como,4,3,Howe
-93.231353000440606,44.942797999927791,268,04/17/2018 01:28pm,"2821 33rd Street East,Minneapolis,MN",Snow Emergency,44.942798,-93.231353,9,Longfellow,Longfellow,6,3,Howe
-93.218956999865611,44.965633999909244,269,04/17/2018 01:30pm,"813 Thornton St SE,Minneapolis,MN",Snow Emergency,44.965634,-93.218957,2,University,Prospect Park - East River Road,4,3,Howe
-93.228890000173365,44.987007999919342,270,04/17/2018 01:31pm,"979 17th ave se,Minneapolis,MN",Snow Emergency,44.987008,-93.22889,2,University,Como,4,3,Howe
-93.220464000113438,44.971784000231487,271,04/17/2018 01:32pm,"2623 Delaware st se,Minneapolis,MN",Snow Emergency,44.971784,-93.220464,2,University,Prospect Park - East River Road,4,3,Howe
-93.229720999824224,44.947038000303515,272,04/17/2018 01:32pm,"3033 29th ave,Minneapolis,MN",Snow Emergency,44.947038,-93.229721,2,Longfellow,Longfellow,6,3,Howe
-93.218935999796543,44.966059999769236,273,04/17/2018 01:34pm,"803 Thornton St SE,Minneapolis,MN",Snow Emergency,44.96606,-93.218936,2,University,Prospect Park - East River Road,4,3,Howe
-93.229710000216301,44.943440999902293,274,04/17/2018 01:34pm,"3251 29th ave,Minneapolis,MN",Snow Emergency,44.943441,-93.22971,2,Longfellow,Longfellow,6,3,Howe
-93.281035000065174,44.954185999884025,275,04/17/2018 01:35pm,"2641 Pillsbury ave ,Minneapolis,MN",Snow Emergency,44.954186,-93.281035,10,Powderhorn,Whittier,3,3,Howe
-93.304704999835849,45.00823600039115,276,04/17/2018 01:38pm,"2713 MORGAN AVE N,Minneapolis,MN",Snow Emergency,45.008236,-93.304705,5,Near North,Jordan,1,3,Howe
-93.224379999937028,44.900665000389495,277,04/17/2018 01:42pm,"3225 bossen terr,Minneapolis,MN",Snow Emergency,44.900665,-93.22438,11,Nokomis,Wenonah,6,3,Howe
-93.292922999696657,44.940993000326777,278,04/17/2018 01:42pm,"3405 Dupont ave s,Minneapolis,MN",Snow Emergency,44.940993,-93.292923,10,Calhoun Isle,CARAG,5,3,Howe
-93.292928999973356,44.940000000399777,279,04/17/2018 01:44pm,"3441 Dupont ave s,Minneapolis,MN",Snow Emergency,44.94,-93.292929,10,Calhoun Isle,CARAG,5,3,Howe
-93.223863000377136,44.89911299986511,280,04/17/2018 01:47pm,"5729 33rd av s,Minneapolis,MN",Snow Emergency,44.899113,-93.223863,11,Nokomis,Wenonah,6,3,Howe
-93.290981000073032,45.030136000376146,281,04/17/2018 01:50pm,"4115 Bryant Ave n ,Minneapolis,MN",Snow Emergency,45.030136,-93.290981,4,Camden,Webber - Camden,1,3,Howe
-93.223917000169365,44.969917999616023,282,04/17/2018 01:50pm,"605 Erie st se ,Minneapolis,MN",Snow Emergency,44.969918,-93.223917,2,University,Prospect Park - East River Road,4,3,Howe
-93.304225000183564,44.987729999939575,283,04/17/2018 01:51pm,"1827 oak park ave n ,Minneapolis,MN",Snow Emergency,44.98773,-93.304225,5,Near North,Near - North,1,3,Howe
-93.290860999935148,45.026345000021756,284,04/17/2018 01:53pm,"3919 Bryant Ave n ,Minneapolis,MN",Snow Emergency,45.026345,-93.290861,4,Camden,Webber - Camden,1,3,Howe
-93.223984999707895,44.969724999709008,285,04/17/2018 01:54pm,"613 Erie st se,Minneapolis,MN",Snow Emergency,44.969725,-93.223985,2,University,Prospect Park - East River Road,4,3,Howe
-93.221360000063896,44.972138000368489,286,04/17/2018 01:57pm,"2525 Delaware st se,Minneapolis,MN",Snow Emergency,44.972138,-93.22136,2,University,Prospect Park - East River Road,4,3,Howe
-93.301804000054503,44.985147000433756,287,04/17/2018 01:58pm,"1617 Thomas Pl,Minneapolis,MN",Snow Emergency,44.985147,-93.301804,5,Near North,Near - North,1,3,Howe
-93.309331000025622,44.987897999593081,288,04/17/2018 02:00pm,"2231 oak park ave n ,Minneapolis,MN",Snow Emergency,44.987898,-93.309331,5,Near North,Willard - Hay,1,3,Howe
-93.221862999877501,44.985657999716977,289,04/17/2018 02:00pm,"869 22nd ave se,Minneapolis,MN",Snow Emergency,44.985658,-93.221863,2,University,Como,4,3,Howe
-93.29171000041616,44.943643000224306,290,04/17/2018 02:04pm,"3233 COLFAX AV S,Minneapolis,MN",Snow Emergency,44.943643,-93.29171,10,Calhoun Isle,CARAG,5,3,Howe
-93.280977000088455,44.954370000275325,291,04/17/2018 02:06pm,"2633 Pillsbury Ave s,Minneapolis,MN",Snow Emergency,44.95437,-93.280977,10,Powderhorn,Whittier,3,3,Howe
-93.245295000363967,45.006571000051672,292,04/17/2018 02:06pm,"1819 polk st ne,Minneapolis,MN",Snow Emergency,45.006571,-93.245295,1,Northeast,Windom Park,2,3,Howe
-93.291730000439145,44.944352999691255,293,04/17/2018 02:07pm,"3211 COLFAX AV S,Minneapolis,MN",Snow Emergency,44.944353,-93.29173,10,Calhoun Isle,CARAG,5,3,Howe
-93.280997000111427,44.954287000045035,294,04/17/2018 02:11pm,"2635 Pillsbury ave ,Minneapolis,MN",Snow Emergency,44.954287,-93.280997,10,Powderhorn,Whittier,3,3,Howe
-93.286492999951975,44.955146000087886,295,04/17/2018 02:11pm,"2605 garfeild ave s ,Minneapolis,MN",Snow Emergency,44.955146,-93.286493,10,Powderhorn,Whittier,3,3,Howe
-93.286530999905665,44.951342000033321,296,04/17/2018 02:13pm,"2817 GARFIELD AVE S,Minneapolis,MN",Snow Emergency,44.951342,-93.286531,10,Powderhorn,Whittier,3,3,Howe
-93.311301000041055,44.986659000012878,297,04/17/2018 02:19pm,"819 Russell Ave N,Minneapolis,MN",Snow Emergency,44.986659,-93.311301,5,Near North,Willard - Hay,1,3,Howe
-93.227606000316612,44.985227999672468,298,04/17/2018 02:20pm,"853 18th Ave Se,Minneapolis,MN",Snow Emergency,44.985228,-93.227606,2,University,Como,4,3,Howe
-93.303416999794649,45.005628999778594,299,04/17/2018 02:22pm,"2515 LOGAN AVE N,Minneapolis,MN",Snow Emergency,45.005629,-93.303417,5,Near North,Jordan,1,3,Howe
