X,Y,FID,Citation_N,Service_Da,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Snow_Em_Na,Day_ID
-93.219585,44.965425,3613,271118395061,4/17/2018 10:50,829 THORNTON ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.965425,-93.219585,2,University,Prospect Park - East River Road,4,Howe,3
-93.261618,44.966354,3614,271118392441,4/17/2018 10:50,815 17TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.966354,-93.261618,6,Central,Elliot Park,3,Howe,3
-93.22031,44.984893,3615,271118397041,4/17/2018 10:50,835 23RD AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.984893,-93.22031,2,University,Como,4,Howe,3
-93.303177,44.995036,3616,271118393818,4/17/2018 10:50,1527 LOGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995036,-93.303177,5,Near North,Willard - Hay,1,Howe,3
-93.293024,45.011069,3617,271118397290,4/17/2018 10:50,2945 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.011069,-93.293024,5,Near North,Hawthorne,1,Howe,3
-93.317583,45.027728,3618,271118338426,4/17/2018 10:50,2901 40TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.027728,-93.317583,4,Camden,Victory,1,Howe,3
-93.255128,44.945653,3619,271118389674,4/17/2018 10:50,1325 POWDERHORN TER,478.1000(c),Snow emergency parking restrictions - odd number address,44.945653,-93.255128,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.286847,44.943536,3620,271118396172,4/17/2018 10:51,3235 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.943536,-93.286847,8,Powderhorn,Lyndale,5,Howe,3
-93.285484,44.955826,3621,271118388487,4/17/2018 10:51,2545 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.955826,-93.285484,10,Powderhorn,Whittier,3,Howe,3
-93.219723,44.965448,3622,271118394696,4/17/2018 10:51,827 THORNTON ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.965448,-93.219723,2,University,Prospect Park - East River Road,4,Howe,3
-93.255527,45.015613,3623,271118393912,4/17/2018 10:51,2625 JEFFERSON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015613,-93.255527,1,Northeast,Holland,2,Howe,3
-93.309745,44.99746,3624,271118395479,4/17/2018 10:51,1713 QUEEN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99746,-93.309745,5,Near North,Willard - Hay,1,Howe,3
-93.260033,44.94698,3625,271118392541,4/17/2018 10:52,3041 ELLIOT AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.94698,-93.260033,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.309743,44.997788,3626,271118395480,4/17/2018 10:52,1801 QUEEN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997788,-93.309743,5,Near North,Willard - Hay,1,Howe,3
-93.212449,44.930654,3627,271118382941,4/17/2018 10:53,4201 40TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.930654,-93.212449,12,Longfellow,Howe,6,Howe,3
-93.263958,44.94779,3628,271118390166,4/17/2018 10:53,3013 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.94779,-93.263958,9,Powderhorn,Central,5,Howe,3
-93.285641,44.955853,3629,271118388488,4/17/2018 10:53,2539 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.955853,-93.285641,10,Powderhorn,Whittier,3,Howe,3
-93.219008,44.964205,3630,271118395062,4/17/2018 10:53,911 THORNTON ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.964205,-93.219008,2,University,Prospect Park - East River Road,4,Howe,3
-93.312206,44.982894,3631,271118360028,4/17/2018 10:53,505 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.982894,-93.312206,5,Near North,Harrison,3,Howe,3
-93.260074,44.94702,3632,271118392542,4/17/2018 10:54,3023 ELLIOT AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.94702,-93.260074,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.285509,44.956668,3633,271118388489,4/17/2018 10:54,2517 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956668,-93.285509,10,Powderhorn,Whittier,3,Howe,3
-93.301962,44.993809,3634,271118393819,4/17/2018 10:54,1423 KNOX AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993809,-93.301962,5,Near North,Willard - Hay,1,Howe,3
-93.292785,45.015422,3635,271118397293,4/17/2018 10:54,3331 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.015422,-93.292785,4,Camden,McKinley,1,Howe,3
-93.292854,45.015475,3636,271118397292,4/17/2018 10:54,3315 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.015475,-93.292854,4,Camden,McKinley,1,Howe,3
-93.309716,44.997898,3637,271118395917,4/17/2018 10:54,1807 QUEEN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997898,-93.309716,5,Near North,Willard - Hay,1,Howe,3
-93.311214,45.02713,3638,271118395998,4/17/2018 10:55,3941 RUSSELL AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.02713,-93.311214,4,Camden,Victory,1,Howe,3
-93.285549,44.95897,3639,271118389169,4/17/2018 10:56,2401 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95897,-93.285549,10,Powderhorn,Whittier,3,Howe,3
-93.263012,44.966284,3640,271118394797,4/17/2018 10:56,735 17TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.966284,-93.263012,6,Central,Elliot Park,3,Howe,3
-93.218332,44.985658,3641,271118397042,4/17/2018 10:56,2419 COLE AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.985658,-93.218332,2,University,Como,4,Howe,3
-93.301936,44.992848,3642,271118393820,4/17/2018 10:56,1341 KNOX AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992848,-93.301936,5,Near North,Near - North,1,Howe,3
-93.30985,44.998146,3643,271118395918,4/17/2018 10:56,1815 QUEEN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998146,-93.30985,5,Near North,Willard - Hay,1,Howe,3
-93.275912,44.941331,3644,271118392203,4/17/2018 10:57,115 34TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.941331,-93.275912,8,Powderhorn,Lyndale,5,Howe,3
-93.258896,44.947153,3645,271118392543,4/17/2018 10:57,3033 11TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947153,-93.258896,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.284117,44.96251,3646,271118394591,4/17/2018 10:57,2005 GRAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.96251,-93.284117,10,Powderhorn,Whittier,3,Howe,3
-93.263311,44.966231,3647,271118392442,4/17/2018 10:57,731 17TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.966231,-93.263311,6,Central,Elliot Park,3,Howe,3
-93.258723,44.947422,3648,271118392544,4/17/2018 10:58,3021 11TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947422,-93.258723,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.256086,44.961673,3649,271118390580,4/17/2018 10:58,2111 13TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961673,-93.256086,6,Phillips,Ventura Village,3,Howe,3
-93.263336,44.966256,3650,271118392443,4/17/2018 10:58,733 17TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.966256,-93.263336,6,Central,Elliot Park,3,Howe,3
-93.317248,44.980583,3651,271118360029,4/17/2018 10:58,325 WASHBURN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.980583,-93.317248,7,Calhoun Isle,Bryn - Mawr,3,Howe,3
-93.293153,45.020643,3652,271118397294,4/17/2018 10:58,3611 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.020643,-93.293153,4,Camden,Folwell,1,Howe,3
-93.310716,45.025639,3653,271118395999,4/17/2018 10:58,3855 RUSSELL AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.025639,-93.310716,4,Camden,Victory,1,Howe,3
-93.309491,44.998274,3654,271118395919,4/17/2018 10:58,1827 QUEEN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998274,-93.309491,5,Near North,Willard - Hay,1,Howe,3
-93.210125,44.903184,3655,271118360357,4/17/2018 10:59,5505 44TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.903184,-93.210125,12,Nokomis,Morris Park,6,Howe,3
-93.255949,44.960701,3656,271118390581,4/17/2018 10:59,2203 13TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.960701,-93.255949,6,Phillips,Ventura Village,3,Howe,3
-93.21971,44.965928,3657,271118395063,4/17/2018 10:59,1327 YALE AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.965928,-93.21971,2,University,Prospect Park - East River Road,4,Howe,3
-93.220072,44.96621,3658,271118394697,4/17/2018 10:59,1315 YALE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.96621,-93.220072,2,University,Prospect Park - East River Road,4,Howe,3
-93.217751,44.985212,3659,271118397043,4/17/2018 10:59,847 25TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.985212,-93.217751,2,University,Como,4,Howe,3
-93.293138,45.020503,3660,271118397295,4/17/2018 10:59,3609 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.020503,-93.293138,4,Camden,Folwell,1,Howe,3
-93.318289,44.8998,3661,271118337622,4/17/2018 11:00,3019 57TH ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.8998,-93.318289,13,Southwest,Armatage,5,Howe,3
-93.277582,44.941396,3662,271118392204,4/17/2018 11:00,9 34TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.941396,-93.277582,8,Powderhorn,Lyndale,5,Howe,3
-93.258803,44.947603,3663,271118392545,4/17/2018 11:00,3015 11TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947603,-93.258803,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.284003,44.961192,3664,271118394592,4/17/2018 11:00,2127 GRAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961192,-93.284003,10,Powderhorn,Whittier,3,Howe,3
-93.285514,44.961311,3665,271118389170,4/17/2018 11:00,2117 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961311,-93.285514,10,Powderhorn,Whittier,3,Howe,3
-93.219887,44.96592,3666,271118394698,4/17/2018 11:00,1317 YALE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.96592,-93.219887,2,University,Prospect Park - East River Road,4,Howe,3
-93.285374,44.961565,3667,271118389171,4/17/2018 11:02,2107 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961565,-93.285374,10,Powderhorn,Whittier,3,Howe,3
-93.293386,45.023992,3668,271118398541,4/17/2018 11:02,3841 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.023992,-93.293386,4,Camden,Webber - Camden,1,Howe,3
-93.216658,44.930191,3669,271118394539,4/17/2018 11:03,4011 39TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.930191,-93.216658,12,Longfellow,Hiawatha,6,Howe,3
-93.285655,44.934443,3670,271118384260,4/16/2018 14:10,3746 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934443,-93.285655,8,Southwest,King Field,5,Howe,2
-93.284121,44.960308,3671,271118394593,4/17/2018 11:03,2217 GRAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.960308,-93.284121,10,Powderhorn,Whittier,3,Howe,3
-93.266484,44.943166,3672,271118386974,4/16/2018 14:10,618 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943166,-93.266484,9,Powderhorn,Central,5,Howe,2
-93.232466,45.015058,3673,271118363737,4/17/2018 11:03,1917 26TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015058,-93.232466,1,Northeast,Audubon Park,2,Howe,3
-93.218662,44.943354,3674,271118383486,4/16/2018 14:10,3708 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943354,-93.218662,2,Longfellow,Longfellow,6,Howe,2
-93.310922,45.0162,3675,271118396000,4/17/2018 11:03,3339 RUSSELL AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.0162,-93.310922,4,Camden,Cleveland,1,Howe,3
-93.304455,45.01599,3676,271118396042,4/16/2018 14:10,3334 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.01599,-93.304455,4,Camden,Folwell,1,Howe,2
-93.293286,45.025158,3677,271118398542,4/17/2018 11:03,3843 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.025158,-93.293286,4,Camden,Webber - Camden,1,Howe,3
-93.285753,44.906327,3678,271118389441,4/16/2018 14:11,5308 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.906327,-93.285753,11,Southwest,Tangletown,5,Howe,2
-93.211357,44.910986,3679,271118360358,4/17/2018 11:04,5047 43RD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.910986,-93.211357,12,Nokomis,Minnehaha,6,Howe,3
-93.253783,44.950592,3680,271118389598,4/16/2018 14:11,2128 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.950592,-93.253783,9,Phillips,Midtown Phillips,3,Howe,2
-93.263779,44.936918,3681,271118390167,4/17/2018 11:04,3625 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.936918,-93.263779,8,Powderhorn,Central,5,Howe,3
-93.240898,44.961766,3682,271118391325,4/16/2018 14:11,2018 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.961766,-93.240898,6,Longfellow,Seward,4,Howe,2
-93.281308,44.940822,3683,271118391109,4/17/2018 11:04,3415 PILLSBURY AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.940822,-93.281308,8,Powderhorn,Lyndale,5,Howe,3
-93.240939,44.961787,3684,271118394034,4/16/2018 14:11,2020 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.961787,-93.240939,6,Longfellow,Seward,4,Howe,2
-93.257382,44.947693,3685,271118392546,4/17/2018 11:04,3011 12TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947693,-93.257382,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.217958,44.97046,3686,271118360612,4/16/2018 14:11,2806 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.97046,-93.217958,2,University,Prospect Park - East River Road,4,Howe,2
-93.306938,44.990169,3687,271118392139,4/16/2018 14:11,1210 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.990169,-93.306938,5,Near North,Near - North,1,Howe,2
-93.283271,44.953984,3688,271118392515,4/16/2018 14:11,2650 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.953984,-93.283271,10,Powderhorn,Whittier,3,Howe,2
-93.266732,44.943301,3689,271118386975,4/16/2018 14:12,614 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943301,-93.266732,9,Powderhorn,Central,5,Howe,2
-93.285588,44.946346,3690,271118392436,4/16/2018 14:12,3108 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946346,-93.285588,8,Powderhorn,Lyndale,5,Howe,2
-93.222815,44.988219,3691,271118394763,4/16/2018 14:12,1004 21ST AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.988219,-93.222815,1,University,Como,4,Howe,2
-93.304446,45.016375,3692,271118396043,4/16/2018 14:12,3350 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.016375,-93.304446,4,Camden,Folwell,1,Howe,2
-93.285769,44.905606,3693,271118389442,4/16/2018 14:13,5322 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.905606,-93.285769,11,Southwest,Tangletown,5,Howe,2
-93.285713,44.934582,3694,271118384261,4/16/2018 14:13,3740 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934582,-93.285713,8,Southwest,King Field,5,Howe,2
-93.285581,44.946067,3695,271118392437,4/16/2018 14:13,3116 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946067,-93.285581,8,Powderhorn,Lyndale,5,Howe,2
-93.228194,44.957194,3696,271118383619,4/16/2018 14:13,2502 30TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957194,-93.228194,2,Longfellow,Seward,4,Howe,2
-93.217858,44.970289,3697,271118360613,4/16/2018 14:13,2810 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.970289,-93.217858,2,University,Prospect Park - East River Road,4,Howe,2
-93.306972,44.989927,3698,271118392140,4/16/2018 14:13,1202 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.989927,-93.306972,5,Near North,Near - North,1,Howe,2
-93.242729,45.007874,3699,271118386615,4/16/2018 14:13,1118 19TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007874,-93.242729,1,Northeast,Windom Park,2,Howe,2
-93.301602,45.015034,3700,271118336907,4/16/2018 14:13,1604 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015034,-93.301602,4,Camden,Folwell,1,Howe,2
-93.283324,44.954825,3701,271118392516,4/16/2018 14:13,2620 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.954825,-93.283324,10,Powderhorn,Whittier,3,Howe,2
-93.208935,44.929104,3702,271118392963,4/16/2018 14:14,4040 35TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.929104,-93.208935,12,Longfellow,Hiawatha,6,Howe,2
-93.243213,44.967886,3703,271118386549,4/16/2018 14:14,2014 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.967886,-93.243213,2,University,Cedar Riverside,4,Howe,2
-93.304428,45.019235,3704,271118396044,4/16/2018 14:14,3522 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.019235,-93.304428,4,Camden,Folwell,1,Howe,2
-93.217807,44.970038,3705,271118360614,4/16/2018 14:15,2824 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.970038,-93.217807,2,University,Prospect Park - East River Road,4,Howe,2
-93.244622,45.008848,3706,271118392988,4/16/2018 14:15,1020 29TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.008848,-93.244622,1,Northeast,Windom Park,2,Howe,2
-93.285775,44.905328,3707,271118389443,4/16/2018 14:16,5340 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.905328,-93.285775,11,Southwest,Tangletown,5,Howe,2
-93.285781,44.935219,3708,271118386571,4/16/2018 14:16,3716 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.935219,-93.285781,8,Southwest,King Field,5,Howe,2
-93.285587,44.945462,3709,271118392438,4/16/2018 14:16,3132 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945462,-93.285587,8,Powderhorn,Lyndale,5,Howe,2
-93.253622,44.953169,3710,271118389599,4/16/2018 14:16,2704 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953169,-93.253622,9,Phillips,Midtown Phillips,3,Howe,2
-93.249822,45.007765,3711,271118393830,4/16/2018 14:16,818 19TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007765,-93.249822,1,Northeast,Logan Park,2,Howe,2
-93.304454,45.019521,3712,271118396045,4/16/2018 14:16,3532 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.019521,-93.304454,4,Camden,Folwell,1,Howe,2
-93.285989,45.045206,3713,271118391724,4/16/2018 14:16,4938 4TH CT N,478.1000(b),Snow emergency parking restrictions - even number address,45.045206,-93.285989,4,Camden,Lind - Bohanon,1,Howe,2
-93.253982,44.953392,3714,271118390634,4/16/2018 14:16,2706 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953392,-93.253982,9,Phillips,Midtown Phillips,3,Howe,2
-93.285568,44.945428,3715,271118392439,4/16/2018 14:17,3134 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945428,-93.285568,8,Powderhorn,Lyndale,5,Howe,2
-93.240961,44.963197,3716,271118391326,4/16/2018 14:17,926 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963197,-93.240961,6,Longfellow,Seward,4,Howe,2
-93.221546,44.985558,3717,271118394764,4/16/2018 14:17,870 22ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.985558,-93.221546,2,University,Como,4,Howe,2
-93.26665,45.010096,3718,271118394471,4/16/2018 14:17,118 22ND AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.010096,-93.26665,3,Northeast,Bottineau,2,Howe,2
-93.306182,45.015041,3719,271118336908,4/16/2018 14:17,1604 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015041,-93.306182,4,Camden,Folwell,1,Howe,2
-93.304436,45.020598,3720,271118396046,4/16/2018 14:17,3602 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020598,-93.304436,4,Camden,Folwell,1,Howe,2
-93.283287,44.958348,3721,271118392517,4/16/2018 14:17,2420 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.958348,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.285624,44.936158,3722,271118386572,4/16/2018 14:18,3630 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.936158,-93.285624,8,Southwest,King Field,5,Howe,2
-93.217713,44.969661,3723,271118360615,4/16/2018 14:18,2838 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969661,-93.217713,2,University,Prospect Park - East River Road,4,Howe,2
-93.283287,44.958348,3724,271118392518,4/16/2018 14:18,2420 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.958348,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.267266,44.943233,3725,271118386976,4/16/2018 14:19,602 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943233,-93.267266,9,Powderhorn,Central,5,Howe,2
-93.253692,44.955304,3726,271118389600,4/16/2018 14:19,2704 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955304,-93.253692,9,Phillips,Midtown Phillips,3,Howe,2
-93.217692,44.969511,3727,271118360616,4/16/2018 14:19,2842 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969511,-93.217692,2,University,Prospect Park - East River Road,4,Howe,2
-93.306961,44.986716,3728,271118392141,4/16/2018 14:19,814 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986716,-93.306961,5,Near North,Near - North,1,Howe,2
-93.304444,45.020909,3729,271118396047,4/16/2018 14:19,3614 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020909,-93.304444,4,Camden,Folwell,1,Howe,2
-93.254011,44.955382,3730,271118390635,4/16/2018 14:19,2602 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955382,-93.254011,9,Phillips,Midtown Phillips,3,Howe,2
-93.281887,44.903407,3731,271118389444,4/16/2018 14:20,5436 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.903407,-93.281887,11,Southwest,Windom,5,Howe,2
-93.287536,44.906564,3732,271118335461,4/16/2018 14:20,616 53RD ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.906564,-93.287536,11,Southwest,Tangletown,5,Howe,2
-93.285608,44.937253,3733,271118386573,4/16/2018 14:20,3618 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.937253,-93.285608,8,Southwest,King Field,5,Howe,2
-93.285599,44.944164,3734,271118393221,4/16/2018 14:20,3216 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944164,-93.285599,8,Powderhorn,Lyndale,5,Howe,2
-93.304478,45.020993,3735,271118396048,4/16/2018 14:20,3618 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020993,-93.304478,4,Camden,Folwell,1,Howe,2
-93.221558,44.989937,3736,271118394765,4/16/2018 14:21,1060 22ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.989937,-93.221558,1,University,Como,4,Howe,2
-93.304497,45.021928,3737,271118396049,4/16/2018 14:21,3652 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.021928,-93.304497,4,Camden,Folwell,1,Howe,2
-93.283287,44.959438,3738,271118392519,4/16/2018 14:21,2320 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.959438,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.25405,44.955361,3739,271118390636,4/16/2018 14:21,2600 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955361,-93.25405,9,Phillips,Midtown Phillips,3,Howe,2
-93.285634,44.941595,3740,271118393222,4/16/2018 14:22,3340 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941595,-93.285634,8,Powderhorn,Lyndale,5,Howe,2
-93.267674,44.943408,3741,271118386977,4/16/2018 14:22,530 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943408,-93.267674,9,Powderhorn,Central,5,Howe,2
-93.285478,44.939857,3742,271118386574,4/16/2018 14:23,3442 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939857,-93.285478,8,Powderhorn,Lyndale,5,Howe,2
-93.293031,44.986333,3743,271118396126,4/16/2018 14:23,1108 8TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986333,-93.293031,5,Near North,Sumner - Glenwood,1,Howe,2
-93.304501,45.022551,3744,271118396050,4/16/2018 14:23,3712 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.022551,-93.304501,4,Camden,Folwell,1,Howe,2
-93.287585,45.04418,3745,271118391725,4/16/2018 14:23,4906 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.04418,-93.287585,4,Camden,Lind - Bohanon,1,Howe,2
-93.285653,44.939984,3746,271118386575,4/16/2018 14:24,3440 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939984,-93.285653,8,Powderhorn,Lyndale,5,Howe,2
-93.268035,44.943086,3747,271118388228,4/16/2018 14:24,528 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943086,-93.268035,9,Powderhorn,Central,5,Howe,2
-93.220967,44.957126,3748,271118383620,4/16/2018 14:24,2510 35TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957126,-93.220967,2,Longfellow,Seward,4,Howe,2
-93.270331,45.011071,3749,271118394473,4/16/2018 14:24,48 23RD AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011071,-93.270331,3,Northeast,Bottineau,2,Howe,2
-93.304526,45.023635,3750,271118396051,4/16/2018 14:24,3750 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.023635,-93.304526,4,Camden,Folwell,1,Howe,2
-93.28336,44.960185,3751,271118392520,4/16/2018 14:24,2220 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.960185,-93.28336,10,Powderhorn,Whittier,3,Howe,2
-93.285735,44.940082,3752,271118386576,4/16/2018 14:25,3438 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940082,-93.285735,8,Powderhorn,Lyndale,5,Howe,2
