X,Y,FID,Call_Taken,Customer,Location,Latitude,Longitude,Snow_Emerg,Day,Ward,Neighborho,Community,Tow_Dist
-93.229503,44.987844,307,02/23/2018 09:37pm,Snow Emergency,"1516 como ave se,Minneapolis,MN",44.987844,-93.229503,Xerxes,1,1,Como,University,4
-93.231378,44.988022,308,02/23/2018 09:46pm,Snow Emergency,"1413 comp Ave se,Minneapolis,MN",44.988022,-93.231378,Xerxes,1,1,Como,University,4
-93.229746,44.987948,309,02/23/2018 09:59pm,Snow Emergency,"1520 COMO AVE SE,Minneapolis,MN",44.987948,-93.229746,Xerxes,1,1,Como,University,4
-93.2262,44.987631,310,02/23/2018 10:00pm,Snow Emergency,"1812 COMO AVE SE,Minneapolis,MN",44.987631,-93.2262,Xerxes,2,2,Como,University,4
-93.223366,44.987674,311,02/23/2018 10:03pm,Snow Emergency,"2018 comp ave se,Minneapolis,MN",44.987674,-93.223366,Xerxes,2,2,Como,University,4
-93.228135,44.987631,312,02/23/2018 10:04pm,Snow Emergency,"1706 COMO AVE SE,Minneapolis,MN",44.987631,-93.228135,Xerxes,2,2,Como,University,4
-93.222441,44.987882,313,02/23/2018 10:06pm,Snow Emergency,"2104 COMO AVE SE,Minneapolis,MN",44.987882,-93.222441,Xerxes,1,1,Como,University,4
-93.222307,44.987884,314,02/23/2018 10:08pm,Snow Emergency,"2110 COMO AVE SE,Minneapolis,MN",44.987884,-93.222307,Xerxes,1,1,Como,University,4
-93.223537,44.987615,315,02/23/2018 10:13pm,Snow Emergency,"2012 como Ave se ,Minneapolis,MN",44.987615,-93.223537,Xerxes,2,2,Como,University,4
-93.233813,44.988,316,02/23/2018 10:16pm,Snow Emergency,"1229 COME AVE SE,Minneapolis,MN",44.988,-93.233813,Xerxes,2,2,Como,University,4
-93.217229,44.987939,317,02/23/2018 10:17pm,Snow Emergency,"2510 COMO AVE SE,Minneapolis,MN",44.987939,-93.217229,Xerxes,1,1,Como,University,4
-93.234103,44.988001,318,02/23/2018 10:32pm,Snow Emergency,"1213 COMO AVE SE,Minneapolis,MN",44.988001,-93.234103,Xerxes,2,2,Como,University,4
-93.248209,44.984502,319,02/23/2018 10:38pm,Snow Emergency,"513 UNIVERSITY AVE SE,Minneapolis,MN",44.984502,-93.248209,Xerxes,1,3,Marcy Holmes,University,4
-93.24837,44.984566,320,02/23/2018 10:45pm,Snow Emergency,"509 UNIVERSITY AVE SE,Minneapolis,MN",44.984566,-93.24837,Xerxes,1,3,Marcy Holmes,University,4
-93.246668,44.983318,321,02/23/2018 10:55pm,Snow Emergency,"625 UNIVERSITY AVE SE,Minneapolis,MN",44.983318,-93.246668,Xerxes,1,3,Marcy Holmes,University,4
-93.246464,44.983741,322,02/23/2018 11:02pm,Snow Emergency,"623 UNIVERSITY AVE SE,Minneapolis,MN",44.983741,-93.246464,Xerxes,1,3,Marcy Holmes,University,4
-93.246464,44.983741,323,02/23/2018 11:04pm,Snow Emergency,"623 UNIVERSITY AVE SE,Minneapolis,MN",44.983741,-93.246464,Xerxes,1,3,Marcy Holmes,University,4
-93.245863,44.983485,324,02/23/2018 11:08pm,Snow Emergency,"701 university Ave se,Minneapolis,MN",44.983485,-93.245863,Xerxes,1,3,Marcy Holmes,University,4
-93.246718,44.983547,325,02/23/2018 11:10pm,Snow Emergency,"621 university se,Minneapolis,MN",44.983547,-93.246718,Xerxes,1,3,Marcy Holmes,University,4
-93.246691,44.983826,326,02/23/2018 11:14pm,Snow Emergency,"617 UNIVERYSITY AVE SE,Minneapolis,MN",44.983826,-93.246691,Xerxes,1,3,Marcy Holmes,University,4
-93.246792,44.983576,327,02/23/2018 11:17pm,Snow Emergency,"619 UNIVERSITY AVE SE,Minneapolis,MN",44.983576,-93.246792,Xerxes,1,3,Marcy Holmes,University,4
-93.245893,44.983218,328,02/23/2018 11:18pm,Snow Emergency,"705 university ave se,Minneapolis,MN",44.983218,-93.245893,Xerxes,1,3,Marcy Holmes,University,4
-93.245296,44.982981,329,02/23/2018 11:21pm,Snow Emergency,"721 UNIVERSITY AVE SE,Minneapolis,MN",44.982981,-93.245296,Xerxes,1,3,Marcy Holmes,University,4
-93.245205,44.982945,330,02/23/2018 11:23pm,Snow Emergency,"725 UNIVERSITY AVE SE,Minneapolis,MN",44.982945,-93.245205,Xerxes,1,3,Marcy Holmes,University,4
-93.254136,44.988054,331,02/23/2018 11:27pm,Snow Emergency,"39 4TH AVE S,Minneapolis,MN",44.988054,-93.254136,Xerxes,1,3,Nicollet Island - East Bank,University,4
-93.244403,44.982624,332,02/23/2018 11:30pm,Snow Emergency,"809 university ave se,Minneapolis,MN",44.982624,-93.244403,Xerxes,1,3,Marcy Holmes,University,4
-93.244521,44.982672,333,02/23/2018 11:30pm,Snow Emergency,"805 UNIVERSITY AVE SE,Minneapolis,MN",44.982672,-93.244521,Xerxes,1,3,Marcy Holmes,University,4
-93.227082,44.948377,334,02/23/2018 11:34pm,Snow Emergency,"3000 TH AVE S,Minneapolis,MN",44.948377,-93.227082,Xerxes,2,2,Longfellow,Longfellow,4
-93.24458,44.982695,335,02/23/2018 11:40pm,Snow Emergency,"803 university Ave se ,Minneapolis,MN",44.982695,-93.24458,Xerxes,1,3,Marcy Holmes,University,4
-93.248316,44.98455,336,02/23/2018 11:43pm,Snow Emergency,"511 UNIVERSITY AVE SE,Minneapolis,MN",44.98455,-93.248316,Xerxes,1,3,Marcy Holmes,University,4
-93.223781,44.987866,337,02/23/2018 11:44pm,Snow Emergency,"2006 COMO AVE SE,Minneapolis,MN",44.987866,-93.223781,Xerxes,1,1,Como,University,4
-93.244219,44.984026,338,02/23/2018 11:49pm,Snow Emergency,"711 univ ave se,Minneapolis,MN",44.984026,-93.244219,Xerxes,1,3,Marcy Holmes,University,4
-93.243793,44.983419,339,02/23/2018 11:51pm,Snow Emergency,"806 4TH ST SE,Minneapolis,MN",44.983419,-93.243793,Xerxes,1,3,Marcy Holmes,University,4
-93.243568,44.983305,340,02/23/2018 11:55pm,Snow Emergency,"812 4TH ST SE,Minneapolis,MN",44.983305,-93.243568,Xerxes,1,3,Marcy Holmes,University,4
-93.243713,44.983399,341,02/23/2018 11:55pm,Snow Emergency,"808 4TH ST SE,Minneapolis,MN",44.983399,-93.243713,Xerxes,1,3,Marcy Holmes,University,4
-93.243568,44.983305,342,02/23/2018 11:56pm,Snow Emergency,"812 4TH ST SE,Minneapolis,MN",44.983305,-93.243568,Xerxes,1,3,Marcy Holmes,University,4
-93.249633,44.980705,343,02/24/2018 01:01am,Snow Emergency,"600 MAIN ST SE,Minneapolis,MN",44.980705,-93.249633,Xerxes,1,3,Marcy Holmes,University,4
-93.242266,44.985661,344,02/24/2018 01:02pm,Snow Emergency,"804 6TH ST AVE,Minneapolis,MN",44.985661,-93.242266,Xerxes,2,3,Marcy Holmes,University,4
-93.24833,44.981574,345,02/24/2018 01:09am,Snow Emergency,"650 MAIN ST SE,Minneapolis,MN",44.981574,-93.24833,Xerxes,1,3,Marcy Holmes,University,4
-93.249633,44.980705,346,02/24/2018 01:10am,Snow Emergency,"600 MAIN ST SE,Minneapolis,MN",44.980705,-93.249633,Xerxes,1,3,Marcy Holmes,University,4
-93.252048,44.985696,347,02/24/2018 01:10am,Snow Emergency,"300 3RD AVE SE,Minneapolis,MN",44.985696,-93.252048,Xerxes,1,3,Marcy Holmes,University,4
-93.244371,44.984829,348,02/24/2018 01:16pm,Snow Emergency,"720 5th st se,Minneapolis,MN",44.984829,-93.244371,Xerxes,2,3,Marcy Holmes,University,4
-93.247393,44.987372,349,02/24/2018 01:17pm,Snow Emergency,"424 6th st se ,Minneapolis,MN",44.987372,-93.247393,Xerxes,2,3,Marcy Holmes,University,4
-93.237154,44.98302,350,02/24/2018 01:20pm,Snow Emergency,"516 12th ave se,Minneapolis,MN",44.98302,-93.237154,Xerxes,2,3,Marcy Holmes,University,4
-93.239443,44.984236,351,02/24/2018 01:22pm,Snow Emergency,"1018 6th St SE,Minneapolis,MN",44.984236,-93.239443,Xerxes,2,3,Marcy Holmes,University,4
-93.23972,44.983359,352,02/24/2018 01:23pm,Snow Emergency,"1018 5th st se,Minneapolis,MN",44.983359,-93.23972,Xerxes,2,3,Marcy Holmes,University,4
-93.237616,44.982778,353,02/24/2018 01:25pm,Snow Emergency,"504 12th ave se,Minneapolis,MN",44.982778,-93.237616,Xerxes,2,3,Marcy Holmes,University,4
-93.239448,44.984248,354,02/24/2018 01:26pm,Snow Emergency,"1008 6th St SE ,Minneapolis,MN",44.984248,-93.239448,Xerxes,2,3,Marcy Holmes,University,4
-93.236584,44.984053,355,02/24/2018 01:27pm,Snow Emergency,"608 12th ave se,Minneapolis,MN",44.984053,-93.236584,Xerxes,2,3,Marcy Holmes,University,4
-93.240581,44.981338,356,02/24/2018 01:29am,Snow Emergency,"317 11TH AVE SE,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.247965,44.981425,357,02/24/2018 01:31am,Snow Emergency,"799 MAIN ST SE,Minneapolis,MN",44.981425,-93.247965,Xerxes,1,3,Marcy Holmes,University,4
-93.231025,44.977307,358,02/24/2018 01:33am,Snow Emergency,"300 18TH AVE SE,Minneapolis,MN",44.977307,-93.231025,Xerxes,2,2,University of Minnesota,University,4
-93.22694,44.989656,359,02/24/2018 01:36am,Snow Emergency,"1059 18TH AVE SE,Minneapolis,MN",44.989656,-93.22694,Xerxes,1,1,Como,University,4
-93.226709,44.989641,360,02/24/2018 01:38pm,Snow Emergency,"1816 talmage Ave s e,Minneapolis,MN",44.989641,-93.226709,Xerxes,2,1,Como,University,4
-93.240581,44.981338,361,02/24/2018 01:40am,Snow Emergency,"317 11TH AVE SE,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.240655,44.981267,362,02/24/2018 01:44am,Snow Emergency,"309 11TH AVE SE,Minneapolis,MN",44.981267,-93.240655,Xerxes,1,3,Marcy Holmes,University,4
-93.239142,44.980866,363,02/24/2018 01:45pm,Snow Emergency,"324 12th ave se,Minneapolis,MN",44.980866,-93.239142,Xerxes,2,3,Marcy Holmes,University,4
-93.239111,44.980905,364,02/24/2018 01:48pm,Snow Emergency,"328 12th ave sE,Minneapolis,MN",44.980905,-93.239111,Xerxes,2,3,Marcy Holmes,University,4
-93.237813,44.983621,365,02/24/2018 01:48pm,Snow Emergency,"1112 6th st se ,Minneapolis,MN",44.983621,-93.237813,Xerxes,2,3,Marcy Holmes,University,4
-93.239443,44.984256,366,02/24/2018 01:49pm,Snow Emergency,"1016 6th st se,Minneapolis,MN",44.984256,-93.239443,Xerxes,2,3,Marcy Holmes,University,4
-93.24686,44.985906,367,02/24/2018 01:50pm,Snow Emergency,"518 5th st se,Minneapolis,MN",44.985906,-93.24686,Xerxes,2,3,Marcy Holmes,University,4
-93.236938,44.983547,368,02/24/2018 01:51pm,Snow Emergency,"1202 6th st se,Minneapolis,MN",44.983547,-93.236938,Xerxes,2,3,Marcy Holmes,University,4
-93.238633,44.983165,369,02/24/2018 01:52pm,Snow Emergency,"504 11TH AVE SE,Minneapolis,MN",44.983165,-93.238633,Xerxes,2,3,Marcy Holmes,University,4
-93.220928,44.970048,370,02/24/2018 01:55am,Snow Emergency,"131 27TH AVE SE,Minneapolis,MN",44.970048,-93.220928,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.236625,44.984002,371,02/24/2018 01:55pm,Snow Emergency,"606 12th ave se,Minneapolis,MN",44.984002,-93.236625,Xerxes,2,3,Marcy Holmes,University,4
-93.236966,44.985541,372,02/24/2018 01:55pm,Snow Emergency,"716 11TH AVE SE,Minneapolis,MN",44.985541,-93.236966,Xerxes,2,3,Marcy Holmes,University,4
-93.220205,44.97034,373,02/24/2018 01:57am,Snow Emergency,"139 27TH AVE SE,Minneapolis,MN",44.97034,-93.220205,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.236847,44.985654,374,02/24/2018 01:57pm,Snow Emergency,"720 11th ave se,Minneapolis,MN",44.985654,-93.236847,Xerxes,2,3,Marcy Holmes,University,4
-93.235763,44.985098,375,02/24/2018 01:58pm,Snow Emergency,"712 12th ave se,Minneapolis,MN",44.985098,-93.235763,Xerxes,2,3,Marcy Holmes,University,4
-93.244776,44.984772,376,02/24/2018 02:00pm,Snow Emergency,"428 7th ave se,Minneapolis,MN",44.984772,-93.244776,Xerxes,2,3,Marcy Holmes,University,4
-93.241711,44.980472,377,02/24/2018 02:02am,Snow Emergency,"200 11TH AVE SE,Minneapolis,MN",44.980472,-93.241711,Xerxes,1,3,Marcy Holmes,University,4
-93.240581,44.981338,378,02/24/2018 02:05am,Snow Emergency,"317 11TH AVE SE,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.240581,44.981338,379,02/24/2018 02:08am,Snow Emergency,"317 11th Ave se,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.236605,44.983411,380,02/24/2018 02:08pm,Snow Emergency,"1226 6th St SE ,Minneapolis,MN",44.983411,-93.236605,Xerxes,2,3,Marcy Holmes,University,4
-93.248948,44.989368,381,02/24/2018 02:10pm,Snow Emergency,"308 7th st se,Minneapolis,MN",44.989368,-93.248948,Xerxes,2,3,Marcy Holmes,University,4
-93.23309,44.988239,382,02/24/2018 02:15pm,Snow Emergency,"1012 13th Ave s e,Minneapolis,MN",44.988239,-93.23309,Xerxes,2,2,Como,University,4
-93.240266,44.981721,383,02/24/2018 02:18am,Snow Emergency,"320 11TH AV SE,Minneapolis,MN",44.981721,-93.240266,Xerxes,1,3,Marcy Holmes,University,4
-93.244474,44.98487,384,02/24/2018 02:18pm,Snow Emergency,"710 5th st se,Minneapolis,MN",44.98487,-93.244474,Xerxes,2,3,Marcy Holmes,University,4
-93.240581,44.981338,385,02/24/2018 02:20am,Snow Emergency,"317 11TH AVE SE,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.240581,44.981338,386,02/24/2018 02:20am,Snow Emergency,"317 11TH AVE SE,Minneapolis,MN",44.981338,-93.240581,Xerxes,1,3,Marcy Holmes,University,4
-93.244494,44.984879,387,02/24/2018 02:25pm,Snow Emergency,"708 5th st se,Minneapolis,MN",44.984879,-93.244494,Xerxes,2,3,Marcy Holmes,University,4
-93.234243,44.983431,388,02/24/2018 02:26pm,Snow Emergency,"1316 7TH ST SE,Minneapolis,MN",44.983431,-93.234243,Xerxes,2,3,Marcy Holmes,University,4
-93.239249,44.980729,389,02/24/2018 02:29pm,Snow Emergency,"310 12th Ave se ,Minneapolis,MN",44.980729,-93.239249,Xerxes,2,3,Marcy Holmes,University,4
-93.234978,44.983415,390,02/24/2018 02:29pm,Snow Emergency,"622 13th ave se,Minneapolis,MN",44.983415,-93.234978,Xerxes,2,3,Marcy Holmes,University,4
-93.235772,44.98436,391,02/24/2018 02:31pm,Snow Emergency,"1214 7TH ST SE,Minneapolis,MN",44.98436,-93.235772,Xerxes,2,3,Marcy Holmes,University,4
-93.234271,44.984378,392,02/24/2018 02:31pm,Snow Emergency,"710 13TH AVE SE,Minneapolis,MN",44.984378,-93.234271,Xerxes,2,3,Marcy Holmes,University,4
-93.236744,44.983468,393,02/24/2018 02:34pm,Snow Emergency,"1216 6th st se,Minneapolis,MN",44.983468,-93.236744,Xerxes,2,3,Marcy Holmes,University,4
-93.244429,44.986314,394,02/24/2018 02:35pm,Snow Emergency,"622 6TH ST SE,Minneapolis,MN",44.986314,-93.244429,Xerxes,2,3,Marcy Holmes,University,4
-93.235659,44.984316,395,02/24/2018 02:38pm,Snow Emergency,"1224 7TH ST SE,Minneapolis,MN",44.984316,-93.235659,Xerxes,2,3,Marcy Holmes,University,4
-93.228768,44.948714,396,02/24/2018 02:41pm,Snow Emergency,"3018 30th Avenue 30th Avenue South,Minneapolis,MN",44.948714,-93.228768,Xerxes,2,2,Longfellow,Longfellow,4
-93.241514,44.980619,397,02/24/2018 02:44am,Snow Emergency,"224 11th Ave se,Minneapolis,MN",44.980619,-93.241514,Xerxes,1,3,Marcy Holmes,University,4
-93.241464,44.980656,398,02/24/2018 02:45am,Snow Emergency,"230 11TH AVE SE,Minneapolis,MN",44.980656,-93.241464,Xerxes,1,3,Marcy Holmes,University,4
-93.241389,44.980713,399,02/24/2018 02:45am,Snow Emergency,"238 11TH AVE SE,Minneapolis,MN",44.980713,-93.241389,Xerxes,1,3,Marcy Holmes,University,4
-93.240468,44.981469,400,02/24/2018 02:46am,Snow Emergency,"331 11 TH AVE SE,Minneapolis,MN",44.981469,-93.240468,Xerxes,1,3,Marcy Holmes,University,4
-93.241306,44.980777,401,02/24/2018 02:48am,Snow Emergency,"246 11 TH AVE SE,Minneapolis,MN",44.980777,-93.241306,Xerxes,1,3,Marcy Holmes,University,4
-93.22694,44.989656,402,02/24/2018 02:50am,Snow Emergency,"1059 18TH AVE SE,Minneapolis,MN",44.989656,-93.22694,Xerxes,1,1,Como,University,4
-93.238709,44.981081,403,02/24/2018 02:53pm,Snow Emergency,"316 12th Ave se,Minneapolis,MN",44.981081,-93.238709,Xerxes,2,3,Marcy Holmes,University,4
-93.22694,44.989656,404,02/24/2018 02:54am,Snow Emergency,"1059 18TH AVE SE,Minneapolis,MN",44.989656,-93.22694,Xerxes,1,1,Como,University,4
-93.218996,44.971836,405,02/24/2018 02:57am,Snow Emergency,"251 27TH AVE SE,Minneapolis,MN",44.971836,-93.218996,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.233672,44.983531,406,02/24/2018 02:58pm,Snow Emergency,"1322 7th st se,Minneapolis,MN",44.983531,-93.233672,Xerxes,2,3,Marcy Holmes,University,4
-93.242795,44.980481,407,02/24/2018 03:09am,Snow Emergency,"1016 2ND ST SE,Minneapolis,MN",44.980481,-93.242795,Xerxes,1,3,Marcy Holmes,University,4
-93.234793,44.98595,408,02/24/2018 03:09pm,Snow Emergency,"814 12TH AVE SE,Minneapolis,MN",44.98595,-93.234793,Xerxes,2,3,Marcy Holmes,University,4
-93.24143,44.980681,409,02/24/2018 03:12am,Snow Emergency,"234 11TH AV SE,Minneapolis,MN",44.980681,-93.24143,Xerxes,1,3,Marcy Holmes,University,4
-93.234784,44.985962,410,02/24/2018 03:12pm,Snow Emergency,"818 12TH AVE SE,Minneapolis,MN",44.985962,-93.234784,Xerxes,2,3,Marcy Holmes,University,4
-93.233062,44.9831,411,02/24/2018 03:17pm,Snow Emergency,"1408 7th st se,Minneapolis,MN",44.9831,-93.233062,Xerxes,2,3,Marcy Holmes,University,4
-93.221296,44.987274,412,02/24/2018 03:17pm,Snow Emergency,"920 22nd ave se,Minneapolis,MN",44.987274,-93.221296,Xerxes,2,2,Como,University,4
-93.242617,44.98041,413,02/24/2018 03:19am,Snow Emergency,"1032 2ND ST SE,Minneapolis,MN",44.98041,-93.242617,Xerxes,1,3,Marcy Holmes,University,4
-93.242449,44.980779,414,02/24/2018 03:22am,Snow Emergency,"1055 2nd st se,Minneapolis,MN",44.980779,-93.242449,Xerxes,1,3,Marcy Holmes,University,4
-93.233666,44.983529,415,02/24/2018 03:28pm,Snow Emergency,"1324 7th st se,Minneapolis,MN",44.983529,-93.233666,Xerxes,2,3,Marcy Holmes,University,4
-93.218996,44.971836,416,02/24/2018 03:38am,Snow Emergency,"251 27TH AVE SE,Minneapolis,MN",44.971836,-93.218996,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.242772,44.980472,417,02/24/2018 03:41am,Snow Emergency,"1018 2ND ST SE,Minneapolis,MN",44.980472,-93.242772,Xerxes,1,3,Marcy Holmes,University,4
-93.208796,44.969514,418,02/24/2018 03:41pm,Snow Emergency,"3358 4ST ST E,Minneapolis,MN",44.969514,-93.208796,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.248718,44.983275,419,02/24/2018 03:44am,Snow Emergency,"523 2ND ST SE,Minneapolis,MN",44.983275,-93.248718,Xerxes,1,3,Marcy Holmes,University,4
-93.249176,44.982896,420,02/24/2018 03:49am,Snow Emergency,"520 2ND ST SE,Minneapolis,MN",44.982896,-93.249176,Xerxes,1,3,Marcy Holmes,University,4
-93.247549,44.982991,421,02/24/2018 03:50am,Snow Emergency,"633 2 ST SE,Minneapolis,MN",44.982991,-93.247549,Xerxes,1,3,Marcy Holmes,University,4
-93.248686,44.983331,422,02/24/2018 04:00am,Snow Emergency,"521 2nd st se,Minneapolis,MN",44.983331,-93.248686,Xerxes,1,3,Marcy Holmes,University,4
-93.220082,44.972331,423,02/24/2018 04:12am,Snow Emergency,"2600 UNIVERSITY AVE SE,Minneapolis,MN",44.972331,-93.220082,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.248562,44.983212,424,02/24/2018 04:20am,Snow Emergency,"553 2ND ST SE,Minneapolis,MN",44.983212,-93.248562,Xerxes,1,3,Marcy Holmes,University,4
-93.241409,44.980697,425,02/24/2018 04:25am,Snow Emergency,"236 11th ave se,Minneapolis,MN",44.980697,-93.241409,Xerxes,1,3,Marcy Holmes,University,4
-93.240671,44.981725,426,02/24/2018 04:39am,Snow Emergency,"311 11TH AVE SE,Minneapolis,MN",44.981725,-93.240671,Xerxes,1,3,Marcy Holmes,University,4
-93.247641,44.983026,427,02/24/2018 04:42am,Snow Emergency,"623 2ND ST SE,Minneapolis,MN",44.983026,-93.247641,Xerxes,1,3,Marcy Holmes,University,4
-93.220082,44.972331,428,02/24/2018 04:43am,Snow Emergency,"2600 UNIVERSITY AVE SE,Minneapolis,MN",44.972331,-93.220082,Xerxes,2,2,Prospect Park - East River Road,University,4
-93.242728,44.980455,429,02/24/2018 04:43am,Snow Emergency,"1022 2ND ST SE,Minneapolis,MN",44.980455,-93.242728,Xerxes,1,3,Marcy Holmes,University,4
-93.248686,44.983331,430,02/24/2018 05:32am,Snow Emergency,"521 2ND ST SE,Minneapolis,MN",44.983331,-93.248686,Xerxes,1,3,Marcy Holmes,University,4
-93.249066,44.983473,431,02/24/2018 05:33am,Snow Emergency,"519 2ND ST SE,Minneapolis,MN",44.983473,-93.249066,Xerxes,1,3,Marcy Holmes,University,4
-93.252558,44.987385,432,02/24/2018 08:30am,Snow Emergency,"416 2nd Ave SE,Minneapolis,MN",44.987385,-93.252558,Xerxes,2,3,Marcy Holmes,University,4
-93.249872,44.988017,433,02/24/2018 08:40am,Snow Emergency,"514 3rd ave se,Minneapolis,MN",44.988017,-93.249872,Xerxes,2,3,Marcy Holmes,University,4
-93.251146,44.986291,434,02/24/2018 08:41am,Snow Emergency,"320 3rd ave se,Minneapolis,MN",44.986291,-93.251146,Xerxes,2,3,Marcy Holmes,University,4
-93.249615,44.988773,435,02/24/2018 08:46am,Snow Emergency,"612 3rd ave s e,Minneapolis,MN",44.988773,-93.249615,Xerxes,2,3,Marcy Holmes,University,4
-93.234192,44.988542,436,02/24/2018 08:47am,Snow Emergency,"1022 12th ave se ,Minneapolis,MN",44.988542,-93.234192,Xerxes,2,2,Como,University,4
-93.23433,44.990136,437,02/24/2018 08:51am,Snow Emergency,"1074 12th Ave se ,Minneapolis,MN",44.990136,-93.23433,Xerxes,2,2,Como,University,4
-93.251424,44.985937,438,02/24/2018 08:52am,Snow Emergency,"308 3RD AVE SE,Minneapolis,MN",44.985937,-93.251424,Xerxes,2,3,Marcy Holmes,University,4
-93.251424,44.985937,439,02/24/2018 08:57am,Snow Emergency,"308 3rd ave se,Minneapolis,MN",44.985937,-93.251424,Xerxes,2,3,Marcy Holmes,University,4
-93.249114,44.987094,440,02/24/2018 09:02am,Snow Emergency,"500 4TH AVE SE,Minneapolis,MN",44.987094,-93.249114,Xerxes,2,3,Marcy Holmes,University,4
-93.248271,44.985482,441,02/24/2018 09:13am,Snow Emergency,"400 5th ave se,Minneapolis,MN",44.985482,-93.248271,Xerxes,2,3,Marcy Holmes,University,4
-93.251497,44.985844,442,02/24/2018 09:14am,Snow Emergency,"306 3rd ave se ,Minneapolis,MN",44.985844,-93.251497,Xerxes,2,3,Marcy Holmes,University,4
-93.248017,44.985797,443,02/24/2018 09:17am,Snow Emergency,"408 5th ave se,Minneapolis,MN",44.985797,-93.248017,Xerxes,2,3,Marcy Holmes,University,4
-93.249992,44.985614,444,02/24/2018 09:18am,Snow Emergency,"324 4th ave se ,Minneapolis,MN",44.985614,-93.249992,Xerxes,2,3,Marcy Holmes,University,4
-93.23459,44.991435,445,02/24/2018 09:33am,Snow Emergency,"1210 12th Ave SE ,Minneapolis,MN",44.991435,-93.23459,Xerxes,2,2,Como,University,4
-93.25,44.985603,446,02/24/2018 09:35am,Snow Emergency,"322 4th av se,Minneapolis,MN",44.985603,-93.25,Xerxes,2,3,Marcy Holmes,University,4
-93.250009,44.985593,447,02/24/2018 09:36am,Snow Emergency,"320 4th ave se,Minneapolis,MN",44.985593,-93.250009,Xerxes,2,3,Marcy Holmes,University,4
-93.233032,44.988422,448,02/24/2018 09:36am,Snow Emergency,"1018 13th Ave SE ,Minneapolis,MN",44.988422,-93.233032,Xerxes,2,2,Como,University,4
-93.248369,44.984802,449,02/24/2018 09:41am,Snow Emergency,"318 5th ave se,Minneapolis,MN",44.984802,-93.248369,Xerxes,2,3,Marcy Holmes,University,4
-93.246725,44.987453,450,02/24/2018 09:41am,Snow Emergency,"600 5TH AVE SE,Minneapolis,MN",44.987453,-93.246725,Xerxes,2,3,Marcy Holmes,University,4
-93.247103,44.986957,451,02/24/2018 09:46am,Snow Emergency,"518 5TH AVE SE,Minneapolis,MN",44.986957,-93.247103,Xerxes,2,3,Marcy Holmes,University,4
-93.233041,44.990245,452,02/24/2018 09:48am,Snow Emergency,"1076 13th Ave s e,Minneapolis,MN",44.990245,-93.233041,Xerxes,2,2,Como,University,4
-93.24608,44.987501,453,02/24/2018 09:55am,Snow Emergency,"624 5th ave se,Minneapolis,MN",44.987501,-93.24608,Xerxes,2,3,Marcy Holmes,University,4
-93.247298,44.986701,454,02/24/2018 09:56am,Snow Emergency,"508 5th ave se,Minneapolis,MN",44.986701,-93.247298,Xerxes,2,3,Marcy Holmes,University,4
-93.227408,44.969626,455,02/24/2018 09:59am,Snow Emergency,"737 east river pkwy,Minneapolis,MN",44.969626,-93.227408,Xerxes,2,2,University of Minnesota,University,4
-93.246096,44.987481,456,02/24/2018 10:00am,Snow Emergency,"622 5th ave se,Minneapolis,MN",44.987481,-93.246096,Xerxes,2,3,Marcy Holmes,University,4
-93.246568,44.985317,457,02/24/2018 10:11am,Snow Emergency,"420 6TH AVE SE,Minneapolis,MN",44.985317,-93.246568,Xerxes,2,3,Marcy Holmes,University,4
-93.248294,44.984899,458,02/24/2018 10:14am,Snow Emergency,"322 5th ave se,Minneapolis,MN",44.984899,-93.248294,Xerxes,2,3,Marcy Holmes,University,4
-93.24867,44.984415,459,02/24/2018 10:15am,Snow Emergency,"302 5th ave se,Minneapolis,MN",44.984415,-93.24867,Xerxes,2,3,Marcy Holmes,University,4
-93.24658,44.985302,460,02/24/2018 10:16am,Snow Emergency,"418 6th ave se,Minneapolis,MN",44.985302,-93.24658,Xerxes,2,3,Marcy Holmes,University,4
-93.248087,44.988391,461,02/24/2018 10:24am,Snow Emergency,"608 4th ave se,Minneapolis,MN",44.988391,-93.248087,Xerxes,2,3,Marcy Holmes,University,4
-93.245338,44.988767,462,02/24/2018 10:28am,Snow Emergency,"712 5th ave se,Minneapolis,MN",44.988767,-93.245338,Xerxes,2,3,Marcy Holmes,University,4
-93.25027,44.98527,463,02/24/2018 10:29am,Snow Emergency,"304 4th ave se,Minneapolis,MN",44.98527,-93.25027,Xerxes,2,3,Marcy Holmes,University,4
-93.250092,44.985665,464,02/24/2018 10:30am,Snow Emergency,"316 4th Ave se,Minneapolis,MN",44.985665,-93.250092,Xerxes,2,3,Marcy Holmes,University,4
