"FID";"snow_emergency_name";"service_date";"address";"latitude";"longitude";"day_id";"ward";"neighborhood";"community";"tow_district"
186;"Xerxes";"2018-02-25 00:00:00";"3211 24TH AVE S,Minneapolis,MN";44.944;-93.237;2;9;"Corcoran";"Powderhorn";6
187;"Xerxes";"2018-02-25 00:00:00";"3147 14th ave ,Minneapolis,MN";44.945;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
188;"Xerxes";"2018-02-25 00:00:00";"3149 10th ave,Minneapolis,MN";44.945;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
189;"Xerxes";"2018-02-25 00:00:00";"3111 10th ave,Minneapolis,MN";44.946;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
190;"Xerxes";"2018-02-25 00:00:00";"3011 17th ave s,Minneapolis,MN";44.948;-93.25;2;9;"Powderhorn Park";"Powderhorn";6
191;"Xerxes";"2018-02-25 00:00:00";"1545 34th Street East,Minneapolis,MN";44.941;-93.252;2;9;"Powderhorn Park";"Powderhorn";6
192;"Xerxes";"2018-02-25 00:00:00";"3237 Elliot Ave South,Minneapolis,MN";44.944;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
193;"Xerxes";"2018-02-25 00:00:00";"3225 14th ave s,Minneapolis,MN";44.944;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
194;"Xerxes";"2018-02-23 00:00:00";"3140 Chicago ,Minneapolis,MN";44.945;-93.263;1;9;"Central";"Powderhorn";5
195;"Xerxes";"2018-02-23 00:00:00";"4500 block of 4th Ave South,Minneapolis,MN";44.921;-93.27;1;8;"Regina";"Nokomis";5
196;"Xerxes";"2018-02-23 00:00:00";"4400 Block of 4th Ave South,Minneapolis,MN";44.923;-93.27;1;8;"Regina";"Nokomis";5
197;"Xerxes";"2018-02-23 00:00:00";"4500 block 4th ave s,Minneapolis,MN";44.921;-93.27;1;8;"Regina";"Nokomis";5
198;"Xerxes";"2018-02-23 00:00:00";"49th St & 4th Avenue,Minneapolis,MN";44.914;-93.27;1;8;"Field";"Nokomis";5
199;"Xerxes";"2018-02-23 00:00:00";"3416 CHICAGO AVE S,Minneapolis,MN";44.941;-93.263;1;9;"Central";"Powderhorn";5
200;"Xerxes";"2018-02-23 00:00:00";"4400 4TH AVE S,Minneapolis,MN";44.923;-93.271;1;8;"Regina";"Nokomis";5
201;"Xerxes";"2018-02-23 00:00:00";"3544 CHICAGO AVE S,Minneapolis,MN";44.938;-93.263;1;9;"Central";"Powderhorn";5
202;"Xerxes";"2018-02-23 00:00:00";"3516 Chicago Ave S,Minneapolis,MN";44.939;-93.263;1;9;"Central";"Powderhorn";5
203;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
204;"Xerxes";"2018-02-23 00:00:00";"4300 4TH AVE S,Minneapolis,MN";44.924;-93.27;1;8;"Regina";"Nokomis";5
205;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
206;"Xerxes";"2018-02-23 00:00:00";"3838 Chicago Avenue,Minneapolis,MN";44.933;-93.262;1;8;"Bryant";"Powderhorn";5
207;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
208;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
209;"Xerxes";"2018-02-23 00:00:00";"3400 block of 4 AV s,Minneapolis,MN";44.941;-93.27;1;9;"Central";"Powderhorn";5
210;"Xerxes";"2018-02-23 00:00:00";"3824 CHICAGO AVE S,Minneapolis,MN";44.933;-93.263;1;8;"Bryant";"Powderhorn";5
211;"Xerxes";"2018-02-23 00:00:00";"3700 4TH AVE S,Minneapolis,MN";44.936;-93.27;1;8;"Central";"Powderhorn";5
212;"Xerxes";"2018-02-23 00:00:00";"3400 4th ave s,Minneapolis,MN";44.941;-93.27;1;9;"Central";"Powderhorn";5
213;"Xerxes";"2018-02-23 00:00:00";"4204 Chicago,Minneapolis,MN";44.927;-93.263;1;8;"Regina";"Nokomis";5
214;"Xerxes";"2018-02-23 00:00:00";"4004 Chicago,Minneapolis,MN";44.93;-93.263;1;8;"Bryant";"Powderhorn";5
215;"Xerxes";"2018-02-23 00:00:00";"4748 Chicago Avenue South,Minneapolis,MN";44.916;-93.263;1;8;"Field";"Nokomis";5
216;"Xerxes";"2018-02-24 00:00:00";"5528 chicago,Minneapolis,MN";44.902;-93.263;1;11;"Diamond Lake";"Nokomis";5
217;"Xerxes";"2018-02-24 00:00:00";"43rd in Upton Ave., South,MN";44.925;-93.315;1;13;"Linden Hills";"Southwest";5
218;"Xerxes";"2018-02-24 00:00:00";"4000 SHERIDAN AVE S,Minneapolis,MN";44.93;-93.313;1;13;"Linden Hills";"Southwest";5
219;"Xerxes";"2018-02-24 00:00:00";"5536 CHICAGO AVE S,Minneapolis,MN";44.902;-93.263;1;11;"Diamond Lake";"Nokomis";5
220;"Xerxes";"2018-02-24 00:00:00";"5536 CHICAGO AVE S,Minneapolis,MN";44.902;-93.263;1;11;"Diamond Lake";"Nokomis";5
221;"Xerxes";"2018-02-24 00:00:00";"3120 2nd Avenue South,Minneapolis,MN";44.946;-93.274;2;9;"Central";"Powderhorn";5
222;"Xerxes";"2018-02-24 00:00:00";"3138 Holmes ave s,Minneapolis,MN";44.945;-93.3;2;10;"ECCO";"Calhoun Isle";5
223;"Xerxes";"2018-02-24 00:00:00";"3438 Girard ave s ,Minneapolis,MN";44.94;-93.297;2;10;"CARAG";"Calhoun Isle";5
224;"Xerxes";"2018-02-24 00:00:00";"3508 HUMBOLDT AVE S,Minneapolis,MN";44.939;-93.301;2;10;"ECCO";"Calhoun Isle";5
225;"Xerxes";"2018-02-24 00:00:00";"1302 r33rd st,Minneapolis,MN";44.943;-93.296;2;10;"CARAG";"Calhoun Isle";5
226;"Xerxes";"2018-02-24 00:00:00";"3246 girard ave s,Minneapolis,MN";44.943;-93.297;2;10;"CARAG";"Calhoun Isle";5
227;"Xerxes";"2018-02-24 00:00:00";"3114 humboldt ave s,Minneapolis,MN";44.946;-93.301;2;10;"ECCO";"Calhoun Isle";5
228;"Xerxes";"2018-02-24 00:00:00";"34TH & HENNEPIN AVE S,Minneapolis,MN";44.941;-93.298;1;10;"ECCO";"Calhoun Isle";5
229;"Xerxes";"2018-02-24 00:00:00";"3534 FREMONT AVE S,Minneapolis,MN";44.938;-93.296;2;10;"CARAG";"Calhoun Isle";5
230;"Xerxes";"2018-02-24 00:00:00";"3244 girard,Minneapolis,MN";44.943;-93.297;2;10;"CARAG";"Calhoun Isle";5
231;"Xerxes";"2018-02-24 00:00:00";"2500 43rd st w ,Minneapolis,MN";44.925;-93.312;1;13;"Linden Hills";"Southwest";5
232;"Xerxes";"2018-02-24 00:00:00";"4000 Sheridan ave s ,Minneapolis,MN";44.93;-93.313;1;13;"Linden Hills";"Southwest";5
233;"Xerxes";"2018-02-24 00:00:00";"3000 block of Dupont Avenue South,Minneapolis,MN";44.948;-93.293;1;10;"CARAG";"Calhoun Isle";5
234;"Xerxes";"2018-02-24 00:00:00";"3000 block of Dupont Avenue South,Minneapolis,MN";44.948;-93.293;1;10;"CARAG";"Calhoun Isle";5
235;"Xerxes";"2018-02-24 00:00:00";"3148 EMERSON AVE S,Minneapolis,MN";44.945;-93.294;2;10;"CARAG";"Calhoun Isle";5
236;"Xerxes";"2018-02-24 00:00:00";"3508 Girard ave s ,Minneapolis,MN";44.939;-93.297;2;10;"CARAG";"Calhoun Isle";5
237;"Xerxes";"2018-02-24 00:00:00";"3108 Emerson ave s ,Minneapolis,MN";44.946;-93.295;2;10;"CARAG";"Calhoun Isle";5
238;"Xerxes";"2018-02-24 00:00:00";"500 W 61ST ,Minneapolis,MN";44.893;-93.286;1;11;"Windom";"Southwest";5
239;"Xerxes";"2018-02-24 00:00:00";"3200 HENNEPIN AVE ,Minneapolis,MN";44.945;-93.299;1;10;"ECCO";"Calhoun Isle";5
240;"Xerxes";"2018-02-24 00:00:00";"200 61st st w ,Minneapolis,MN";44.892;-93.282;1;11;"Windom";"Southwest";5
241;"Xerxes";"2018-02-24 00:00:00";"200 61 ave west,Minneapolis,MN";44.892;-93.282;1;11;"Windom";"Southwest";5
242;"Xerxes";"2018-02-24 00:00:00";"4400 XERXES AVE S,Minneapolis,MN";44.923;-93.319;1;13;"Linden Hills";"Southwest";5
243;"Xerxes";"2018-02-24 00:00:00";"4400 XERXES AVE S,Minneapolis,MN";44.923;-93.319;1;13;"Linden Hills";"Southwest";5
244;"Xerxes";"2018-02-24 00:00:00";"500 61st st w,Minneapolis,MN";44.893;-93.286;1;11;"Windom";"Southwest";5
245;"Xerxes";"2018-02-24 00:00:00";"500 61ST ST E,Minneapolis,MN";44.893;-93.269;1;11;"Diamond Lake";"Nokomis";5
246;"Xerxes";"2018-02-24 00:00:00";"3030 KNOX AVE S ,Minneapolis,MN";44.947;-93.305;2;10;"ECCO";"Calhoun Isle";5
247;"Xerxes";"2018-02-24 00:00:00";"3026 KNOX AVE S,Minneapolis,MN";44.947;-93.305;2;10;"ECCO";"Calhoun Isle";5
248;"Xerxes";"2018-02-24 00:00:00";"3006 KNOX AVE S,Minneapolis,MN";44.948;-93.305;2;10;"ECCO";"Calhoun Isle";5
249;"Xerxes";"2018-02-24 00:00:00";"3044 JAMES AVE S,Minneapolis,MN";44.947;-93.304;2;10;"ECCO";"Calhoun Isle";5
250;"Xerxes";"2018-02-24 00:00:00";"3126 James Ave s,Minneapolis,MN";44.946;-93.303;2;10;"ECCO";"Calhoun Isle";5
251;"Xerxes";"2018-02-24 00:00:00";"3024 knox ave s,Minneapolis,MN";44.947;-93.305;2;10;"ECCO";"Calhoun Isle";5
252;"Xerxes";"2018-02-24 00:00:00";"3148 james,Minneapolis,MN";44.945;-93.303;2;10;"ECCO";"Calhoun Isle";5
253;"Xerxes";"2018-02-24 00:00:00";"3128 James ave s,Minneapolis,MN";44.946;-93.304;2;10;"ECCO";"Calhoun Isle";5
254;"Xerxes";"2018-02-24 00:00:00";"3006 James Ave South,Minneapolis,MN";44.948;-93.303;2;10;"ECCO";"Calhoun Isle";5
255;"Xerxes";"2018-02-24 00:00:00";"3124 James ave s,Minneapolis,MN";44.946;-93.304;2;10;"ECCO";"Calhoun Isle";5
256;"Xerxes";"2018-02-24 00:00:00";"3008 James Ave South,Minneapolis,MN";44.948;-93.304;2;10;"ECCO";"Calhoun Isle";5
257;"Xerxes";"2018-02-24 00:00:00";"3042 JAMES AVE S,Minneapolis,MN";44.947;-93.303;2;10;"ECCO";"Calhoun Isle";5
258;"Xerxes";"2018-02-24 00:00:00";"3028 James ave s,Minneapolis,MN";44.947;-93.304;2;10;"ECCO";"Calhoun Isle";5
259;"Xerxes";"2018-02-24 00:00:00";"3040 James ave s,Minneapolis,MN";44.947;-93.304;2;10;"ECCO";"Calhoun Isle";5
260;"Xerxes";"2018-02-24 00:00:00";"3024 JAMES AVE S,Minneapolis,MN";44.947;-93.304;2;10;"ECCO";"Calhoun Isle";5
261;"Xerxes";"2018-02-24 00:00:00";"3022 James Avenue South,Minneapolis,MN";44.948;-93.303;2;10;"ECCO";"Calhoun Isle";5
262;"Xerxes";"2018-02-24 00:00:00";"3240 Humboldt Avenue South,Minneapolis,MN";44.943;-93.301;2;10;"ECCO";"Calhoun Isle";5
263;"Xerxes";"2018-02-24 00:00:00";"3126 humboldt ave s,Minneapolis,MN";44.946;-93.301;2;10;"ECCO";"Calhoun Isle";5
264;"Xerxes";"2018-02-24 00:00:00";"3102 James ave s,Minneapolis,MN";44.946;-93.303;2;10;"ECCO";"Calhoun Isle";5
265;"Xerxes";"2018-02-24 00:00:00";"3020 James ave s ,Minneapolis,MN";44.948;-93.304;2;10;"ECCO";"Calhoun Isle";5
266;"Xerxes";"2018-02-24 00:00:00";"3014 James Ave South,Minneapolis,MN";44.948;-93.303;2;10;"ECCO";"Calhoun Isle";5
267;"Xerxes";"2018-02-24 00:00:00";"3450 Holmes Avenue South,Minneapolis,MN";44.94;-93.3;2;10;"ECCO";"Calhoun Isle";5
268;"Xerxes";"2018-02-24 00:00:00";"3018 JAMES AVE S,Minneapolis,MN";44.948;-93.303;2;10;"ECCO";"Calhoun Isle";5
269;"Xerxes";"2018-02-24 00:00:00";"4614 Chicago Ave S,Minneapolis,MN";44.919;-93.263;1;8;"Field";"Nokomis";5
270;"Xerxes";"2018-02-24 00:00:00";"4252 Chicago Ave South,Minneapolis,MN";44.925;-93.263;1;8;"Regina";"Nokomis";5
271;"Xerxes";"2018-02-24 00:00:00";"828 37th st s,Minneapolis,MN";44.936;-93.29;2;10;"East Harriet";"Southwest";5
272;"Xerxes";"2018-02-24 00:00:00";"3428 garard,Minneapolis,MN";44.94;-93.297;2;10;"CARAG";"Calhoun Isle";5
273;"Xerxes";"2018-02-24 00:00:00";"3420 humboldt ave s,Minneapolis,MN";44.941;-93.301;2;10;"ECCO";"Calhoun Isle";5
274;"Xerxes";"2018-02-24 00:00:00";"3308 Humboldt ave s,Minneapolis,MN";44.943;-93.301;2;10;"ECCO";"Calhoun Isle";5
275;"Xerxes";"2018-02-24 00:00:00";"3236 holmes ave s,Minneapolis,MN";44.944;-93.3;2;10;"ECCO";"Calhoun Isle";5
276;"Xerxes";"2018-02-24 00:00:00";"4216 CHICAGO AVE S,Minneapolis,MN";44.926;-93.263;1;8;"Regina";"Nokomis";5
277;"Xerxes";"2018-02-24 00:00:00";"3116 Humboldt Ave South,Minneapolis,MN";44.946;-93.301;2;10;"ECCO";"Calhoun Isle";5
278;"Xerxes";"2018-02-24 00:00:00";"5550 Chicago ave s,Minneapolis,MN";44.902;-93.263;1;11;"Diamond Lake";"Nokomis";5
279;"Xerxes";"2018-02-24 00:00:00";"3120 Holmes Avenue South,Minneapolis,MN";44.946;-93.3;2;10;"ECCO";"Calhoun Isle";5
280;"Xerxes";"2018-02-24 00:00:00";"4200 SHERIDAN AVE S,Minneapolis,MN";44.927;-93.313;1;13;"Linden Hills";"Southwest";5
281;"Xerxes";"2018-02-24 00:00:00";"2500 W 43RD ST,Minneapolis,MN";44.925;-93.312;1;13;"Linden Hills";"Southwest";5
282;"Xerxes";"2018-02-24 00:00:00";"43rd in Upton Avenue s,Minneapolis,MN";44.925;-93.315;1;13;"Linden Hills";"Southwest";5
283;"Xerxes";"2018-02-24 00:00:00";"1528 33rd st W,Minneapolis,MN";44.943;-93.302;2;10;"ECCO";"Calhoun Isle";5
284;"Xerxes";"2018-02-25 00:00:00";"3101 emerson,Minneapolis,MN";44.946;-93.294;3;10;"CARAG";"Calhoun Isle";5
285;"Xerxes";"2018-02-25 00:00:00";"1539 33rd st,Minneapolis,MN";44.943;-93.302;3;10;"ECCO";"Calhoun Isle";5
286;"Xerxes";"2018-02-25 00:00:00";"3103 FREMONT AVE S,Minneapolis,MN";44.946;-93.296;3;10;"CARAG";"Calhoun Isle";5
287;"Xerxes";"2018-02-25 00:00:00";"1205 33rd ST W,Minneapolis,MN";44.943;-93.295;3;10;"CARAG";"Calhoun Isle";5
288;"Xerxes";"2018-02-25 00:00:00";"1213 34th st w,Minneapolis,MN";44.941;-93.295;3;10;"CARAG";"Calhoun Isle";5
289;"Xerxes";"2018-02-25 00:00:00";"3345 girard ave s,Minneapolis,MN";44.942;-93.297;3;10;"CARAG";"Calhoun Isle";5
290;"Xerxes";"2018-02-25 00:00:00";"3243 girard ave s ,Minneapolis,MN";44.943;-93.297;3;10;"CARAG";"Calhoun Isle";5
291;"Xerxes";"2018-02-25 00:00:00";"3041 james ave s,Minneapolis,MN";44.947;-93.303;3;10;"ECCO";"Calhoun Isle";5
292;"Xerxes";"2018-02-25 00:00:00";"3021 KNOX AVE S,Minneapolis,MN";44.948;-93.304;3;10;"ECCO";"Calhoun Isle";5
293;"Xerxes";"2018-02-25 00:00:00";"3141 james AVE S,Minneapolis,MN";44.945;-93.303;3;10;"ECCO";"Calhoun Isle";5
294;"Xerxes";"2018-02-25 00:00:00";"3009 JAMES AVE S,Minneapolis,MN";44.948;-93.303;3;10;"ECCO";"Calhoun Isle";5
295;"Xerxes";"2018-02-25 00:00:00";"3137 jaames,Minneapolis,MN";44.945;-93.303;3;10;"ECCO";"Calhoun Isle";5
296;"Xerxes";"2018-02-25 00:00:00";"3135 James ave s,Minneapolis,MN";44.945;-93.303;3;10;"ECCO";"Calhoun Isle";5
297;"Xerxes";"2018-02-25 00:00:00";"1433 32ND st w,Minneapolis,MN";44.945;-93.299;3;10;"ECCO";"Calhoun Isle";5
298;"Xerxes";"2018-02-25 00:00:00";"3319 humboldt ave s,Minneapolis,MN";44.942;-93.301;3;10;"ECCO";"Calhoun Isle";5
299;"Xerxes";"2018-02-25 00:00:00";"3113 holes,Minneapolis,MN";44.946;-93.299;3;10;"ECCO";"Calhoun Isle";5
300;"Xerxes";"2018-02-25 00:00:00";"3147 girard ave s,Minneapolis,MN";44.945;-93.297;3;10;"CARAG";"Calhoun Isle";5
301;"Xerxes";"2018-02-25 00:00:00";"3029 james ave s,Minneapolis,MN";44.947;-93.303;3;10;"ECCO";"Calhoun Isle";5
302;"Xerxes";"2018-02-25 00:00:00";"3339 holmes,Minneapolis,MN";44.942;-93.299;3;10;"ECCO";"Calhoun Isle";5
303;"Xerxes";"2018-02-25 00:00:00";"1509 34th st w,Minneapolis,MN";44.941;-93.301;2;10;"ECCO";"Calhoun Isle";5
304;"Xerxes";"2018-02-25 00:00:00";"1313 32nd west,Minneapolis,MN";44.945;-93.296;2;10;"CARAG";"Calhoun Isle";5
305;"Xerxes";"2018-02-25 00:00:00";"3221 holmes ave s,Minneapolis,MN";44.944;-93.299;2;10;"ECCO";"Calhoun Isle";5
306;"Xerxes";"2018-02-25 00:00:00";"3211 girard ave s,Minneapolis,MN";44.944;-93.297;2;10;"CARAG";"Calhoun Isle";5
307;"Xerxes";"2018-02-23 00:00:00";"1516 como ave se,Minneapolis,MN";44.988;-93.23;1;1;"Como";"University";4
308;"Xerxes";"2018-02-23 00:00:00";"1413 comp Ave se,Minneapolis,MN";44.988;-93.231;1;1;"Como";"University";4
309;"Xerxes";"2018-02-23 00:00:00";"1520 COMO AVE SE,Minneapolis,MN";44.988;-93.23;1;1;"Como";"University";4
310;"Xerxes";"2018-02-23 00:00:00";"1812 COMO AVE SE,Minneapolis,MN";44.988;-93.226;2;2;"Como";"University";4
311;"Xerxes";"2018-02-23 00:00:00";"2018 comp ave se,Minneapolis,MN";44.988;-93.223;2;2;"Como";"University";4
312;"Xerxes";"2018-02-23 00:00:00";"1706 COMO AVE SE,Minneapolis,MN";44.988;-93.228;2;2;"Como";"University";4
313;"Xerxes";"2018-02-23 00:00:00";"2104 COMO AVE SE,Minneapolis,MN";44.988;-93.222;1;1;"Como";"University";4
314;"Xerxes";"2018-02-23 00:00:00";"2110 COMO AVE SE,Minneapolis,MN";44.988;-93.222;1;1;"Como";"University";4
315;"Xerxes";"2018-02-23 00:00:00";"2012 como Ave se ,Minneapolis,MN";44.988;-93.224;2;2;"Como";"University";4
316;"Xerxes";"2018-02-23 00:00:00";"1229 COME AVE SE,Minneapolis,MN";44.988;-93.234;2;2;"Como";"University";4
317;"Xerxes";"2018-02-23 00:00:00";"2510 COMO AVE SE,Minneapolis,MN";44.988;-93.217;1;1;"Como";"University";4
318;"Xerxes";"2018-02-23 00:00:00";"1213 COMO AVE SE,Minneapolis,MN";44.988;-93.234;2;2;"Como";"University";4
319;"Xerxes";"2018-02-23 00:00:00";"513 UNIVERSITY AVE SE,Minneapolis,MN";44.985;-93.248;1;3;"Marcy Holmes";"University";4
320;"Xerxes";"2018-02-23 00:00:00";"509 UNIVERSITY AVE SE,Minneapolis,MN";44.985;-93.248;1;3;"Marcy Holmes";"University";4
321;"Xerxes";"2018-02-23 00:00:00";"625 UNIVERSITY AVE SE,Minneapolis,MN";44.983;-93.247;1;3;"Marcy Holmes";"University";4
322;"Xerxes";"2018-02-23 00:00:00";"623 UNIVERSITY AVE SE,Minneapolis,MN";44.984;-93.246;1;3;"Marcy Holmes";"University";4
323;"Xerxes";"2018-02-23 00:00:00";"623 UNIVERSITY AVE SE,Minneapolis,MN";44.984;-93.246;1;3;"Marcy Holmes";"University";4
324;"Xerxes";"2018-02-23 00:00:00";"701 university Ave se,Minneapolis,MN";44.983;-93.246;1;3;"Marcy Holmes";"University";4
325;"Xerxes";"2018-02-23 00:00:00";"621 university se,Minneapolis,MN";44.984;-93.247;1;3;"Marcy Holmes";"University";4
326;"Xerxes";"2018-02-23 00:00:00";"617 UNIVERYSITY AVE SE,Minneapolis,MN";44.984;-93.247;1;3;"Marcy Holmes";"University";4
327;"Xerxes";"2018-02-23 00:00:00";"619 UNIVERSITY AVE SE,Minneapolis,MN";44.984;-93.247;1;3;"Marcy Holmes";"University";4
328;"Xerxes";"2018-02-23 00:00:00";"705 university ave se,Minneapolis,MN";44.983;-93.246;1;3;"Marcy Holmes";"University";4
329;"Xerxes";"2018-02-23 00:00:00";"721 UNIVERSITY AVE SE,Minneapolis,MN";44.983;-93.245;1;3;"Marcy Holmes";"University";4
330;"Xerxes";"2018-02-23 00:00:00";"725 UNIVERSITY AVE SE,Minneapolis,MN";44.983;-93.245;1;3;"Marcy Holmes";"University";4
331;"Xerxes";"2018-02-23 00:00:00";"39 4TH AVE S,Minneapolis,MN";44.988;-93.254;1;3;"Nicollet Island - East Bank";"University";4
332;"Xerxes";"2018-02-23 00:00:00";"809 university ave se,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
333;"Xerxes";"2018-02-23 00:00:00";"805 UNIVERSITY AVE SE,Minneapolis,MN";44.983;-93.245;1;3;"Marcy Holmes";"University";4
334;"Xerxes";"2018-02-23 00:00:00";"3000 TH AVE S,Minneapolis,MN";44.948;-93.227;2;2;"Longfellow";"Longfellow";4
335;"Xerxes";"2018-02-23 00:00:00";"803 university Ave se ,Minneapolis,MN";44.983;-93.245;1;3;"Marcy Holmes";"University";4
336;"Xerxes";"2018-02-23 00:00:00";"511 UNIVERSITY AVE SE,Minneapolis,MN";44.985;-93.248;1;3;"Marcy Holmes";"University";4
337;"Xerxes";"2018-02-23 00:00:00";"2006 COMO AVE SE,Minneapolis,MN";44.988;-93.224;1;1;"Como";"University";4
338;"Xerxes";"2018-02-23 00:00:00";"711 univ ave se,Minneapolis,MN";44.984;-93.244;1;3;"Marcy Holmes";"University";4
339;"Xerxes";"2018-02-23 00:00:00";"806 4TH ST SE,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
340;"Xerxes";"2018-02-23 00:00:00";"812 4TH ST SE,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
341;"Xerxes";"2018-02-23 00:00:00";"808 4TH ST SE,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
342;"Xerxes";"2018-02-23 00:00:00";"812 4TH ST SE,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
343;"Xerxes";"2018-02-24 00:00:00";"600 MAIN ST SE,Minneapolis,MN";44.981;-93.25;1;3;"Marcy Holmes";"University";4
344;"Xerxes";"2018-02-24 00:00:00";"804 6TH ST AVE,Minneapolis,MN";44.986;-93.242;2;3;"Marcy Holmes";"University";4
345;"Xerxes";"2018-02-24 00:00:00";"650 MAIN ST SE,Minneapolis,MN";44.982;-93.248;1;3;"Marcy Holmes";"University";4
346;"Xerxes";"2018-02-24 00:00:00";"600 MAIN ST SE,Minneapolis,MN";44.981;-93.25;1;3;"Marcy Holmes";"University";4
347;"Xerxes";"2018-02-24 00:00:00";"300 3RD AVE SE,Minneapolis,MN";44.986;-93.252;1;3;"Marcy Holmes";"University";4
348;"Xerxes";"2018-02-24 00:00:00";"720 5th st se,Minneapolis,MN";44.985;-93.244;2;3;"Marcy Holmes";"University";4
349;"Xerxes";"2018-02-24 00:00:00";"424 6th st se ,Minneapolis,MN";44.987;-93.247;2;3;"Marcy Holmes";"University";4
350;"Xerxes";"2018-02-24 00:00:00";"516 12th ave se,Minneapolis,MN";44.983;-93.237;2;3;"Marcy Holmes";"University";4
351;"Xerxes";"2018-02-24 00:00:00";"1018 6th St SE,Minneapolis,MN";44.984;-93.239;2;3;"Marcy Holmes";"University";4
352;"Xerxes";"2018-02-24 00:00:00";"1018 5th st se,Minneapolis,MN";44.983;-93.24;2;3;"Marcy Holmes";"University";4
353;"Xerxes";"2018-02-24 00:00:00";"504 12th ave se,Minneapolis,MN";44.983;-93.238;2;3;"Marcy Holmes";"University";4
354;"Xerxes";"2018-02-24 00:00:00";"1008 6th St SE ,Minneapolis,MN";44.984;-93.239;2;3;"Marcy Holmes";"University";4
355;"Xerxes";"2018-02-24 00:00:00";"608 12th ave se,Minneapolis,MN";44.984;-93.237;2;3;"Marcy Holmes";"University";4
356;"Xerxes";"2018-02-24 00:00:00";"317 11TH AVE SE,Minneapolis,MN";44.981;-93.241;1;3;"Marcy Holmes";"University";4
357;"Xerxes";"2018-02-24 00:00:00";"799 MAIN ST SE,Minneapolis,MN";44.981;-93.248;1;3;"Marcy Holmes";"University";4
358;"Xerxes";"2018-02-24 00:00:00";"300 18TH AVE SE,Minneapolis,MN";44.977;-93.231;2;2;"University of Minnesota";"University";4
359;"Xerxes";"2018-02-24 00:00:00";"1059 18TH AVE SE,Minneapolis,MN";44.99;-93.227;1;1;"Como";"University";4
360;"Xerxes";"2018-02-24 00:00:00";"1816 talmage Ave s e,Minneapolis,MN";44.99;-93.227;2;1;"Como";"University";4
361;"Xerxes";"2018-02-24 00:00:00";"317 11TH AVE SE,Minneapolis,MN";44.981;-93.241;1;3;"Marcy Holmes";"University";4
362;"Xerxes";"2018-02-24 00:00:00";"309 11TH AVE SE,Minneapolis,MN";44.981;-93.241;1;3;"Marcy Holmes";"University";4
363;"Xerxes";"2018-02-24 00:00:00";"324 12th ave se,Minneapolis,MN";44.981;-93.239;2;3;"Marcy Holmes";"University";4
364;"Xerxes";"2018-02-24 00:00:00";"328 12th ave sE,Minneapolis,MN";44.981;-93.239;2;3;"Marcy Holmes";"University";4
365;"Xerxes";"2018-02-24 00:00:00";"1112 6th st se ,Minneapolis,MN";44.984;-93.238;2;3;"Marcy Holmes";"University";4
366;"Xerxes";"2018-02-24 00:00:00";"1016 6th st se,Minneapolis,MN";44.984;-93.239;2;3;"Marcy Holmes";"University";4
367;"Xerxes";"2018-02-24 00:00:00";"518 5th st se,Minneapolis,MN";44.986;-93.247;2;3;"Marcy Holmes";"University";4
368;"Xerxes";"2018-02-24 00:00:00";"1202 6th st se,Minneapolis,MN";44.984;-93.237;2;3;"Marcy Holmes";"University";4
369;"Xerxes";"2018-02-24 00:00:00";"504 11TH AVE SE,Minneapolis,MN";44.983;-93.239;2;3;"Marcy Holmes";"University";4
370;"Xerxes";"2018-02-24 00:00:00";"131 27TH AVE SE,Minneapolis,MN";44.97;-93.221;2;2;"Prospect Park - East River Road";"University";4
371;"Xerxes";"2018-02-24 00:00:00";"606 12th ave se,Minneapolis,MN";44.984;-93.237;2;3;"Marcy Holmes";"University";4
372;"Xerxes";"2018-02-24 00:00:00";"716 11TH AVE SE,Minneapolis,MN";44.986;-93.237;2;3;"Marcy Holmes";"University";4
373;"Xerxes";"2018-02-24 00:00:00";"139 27TH AVE SE,Minneapolis,MN";44.97;-93.22;2;2;"Prospect Park - East River Road";"University";4
374;"Xerxes";"2018-02-24 00:00:00";"720 11th ave se,Minneapolis,MN";44.986;-93.237;2;3;"Marcy Holmes";"University";4
