"FID";"snow_emergency_name";"service_date";"address";"latitude";"longitude";"day_id";"ward";"neighborhood";"community";"tow_district"
199;"Howe";"2018-04-17 00:00:00";"335 ulysses st ne,Minneapolis,MN";44.992;-93.236;3;1;"Como";"University";2
200;"Howe";"2018-04-17 00:00:00";"715 13th ave se,Minneapolis,MN";44.985;-93.235;3;3;"Marcy Holmes";"University";4
201;"Howe";"2018-04-17 00:00:00";"1495 6th st se,Minneapolis,MN";44.982;-93.233;3;3;"Marcy Holmes";"University";4
202;"Howe";"2018-04-17 00:00:00";"1371 SPRUCE PLACE,Minneapolis,MN";44.97;-93.281;3;7;"Loring Park";"Central";3
203;"Howe";"2018-04-17 00:00:00";"1407 6th st se,Minneapolis,MN";44.982;-93.233;3;3;"Marcy Holmes";"University";4
204;"Howe";"2018-04-17 00:00:00";"707 12TH AVE SE,Minneapolis,MN";44.985;-93.236;3;3;"Marcy Holmes";"University";4
205;"Howe";"2018-04-17 00:00:00";"2401 JAMES AVE N,Minneapolis,MN";45.004;-93.302;3;5;"Jordan";"Near North";1
206;"Howe";"2018-04-17 00:00:00";"1205 7TH ST SE,Minneapolis,MN";44.985;-93.236;3;3;"Marcy Holmes";"University";4
207;"Howe";"2018-04-17 00:00:00";"1015 Knox Ave N,Minneapolis,MN";44.988;-93.302;3;5;"Near - North";"Near North";1
208;"Howe";"2018-04-17 00:00:00";"2445 pleasant av s,Minneapolis,MN";44.958;-93.283;3;10;"Whittier";"Powderhorn";3
209;"Howe";"2018-04-17 00:00:00";"2217 Girard ave s,Minneapolis,MN";44.96;-93.297;3;7;"East Isles";"Calhoun Isle";3
210;"Howe";"2018-04-17 00:00:00";"2217 grand ave s,Minneapolis,MN";44.96;-93.284;3;10;"Whittier";"Powderhorn";3
211;"Howe";"2018-04-17 00:00:00";"1371 SPRUCE PL,Minneapolis,MN";44.97;-93.281;3;7;"Loring Park";"Central";3
212;"Howe";"2018-04-17 00:00:00";"2005 grand av s,Minneapolis,MN";44.963;-93.284;3;10;"Whittier";"Powderhorn";3
213;"Howe";"2018-04-17 00:00:00";"2545 harriet ave,Minneapolis,MN";44.956;-93.285;3;10;"Whittier";"Powderhorn";3
214;"Howe";"2018-04-17 00:00:00";"919 Morgan ave n ,Minneapolis,MN";44.988;-93.305;3;5;"Near - North";"Near North";1
215;"Howe";"2018-04-17 00:00:00";"2532 harriet ave ,Minneapolis,MN";44.956;-93.286;3;10;"Whittier";"Powderhorn";3
216;"Howe";"2018-04-17 00:00:00";"701 13th ave se,Minneapolis,MN";44.984;-93.235;3;3;"Marcy Holmes";"University";4
217;"Howe";"2018-04-17 00:00:00";"3629 Elliott Ave s,Minneapolis,MN";44.937;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
218;"Howe";"2018-04-17 00:00:00";"713 13th ave se,Minneapolis,MN";44.985;-93.235;3;3;"Marcy Holmes";"University";4
219;"Howe";"2018-04-17 00:00:00";"2311 quincy st ne,Minneapolis,MN";45.011;-93.251;3;1;"Holland";"Northeast";2
220;"Howe";"2018-04-17 00:00:00";"709 13 th ave se,Minneapolis,MN";44.984;-93.235;3;3;"Marcy Holmes";"University";4
221;"Howe";"2018-04-17 00:00:00";"2943 dupont Ave n ,Minneapolis,MN";45.011;-93.293;3;5;"Hawthorne";"Near North";1
222;"Howe";"2018-04-17 00:00:00";"727 13th ave se,Minneapolis,MN";44.985;-93.234;3;3;"Marcy Holmes";"University";4
223;"Howe";"2018-04-17 00:00:00";"3749 Elliott Ave s,Minneapolis,MN";44.935;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
224;"Howe";"2018-04-17 00:00:00";"3441 Emerson ave s ,Minneapolis,MN";44.94;-93.294;3;10;"CARAG";"Calhoun Isle";5
225;"Howe";"2018-04-17 00:00:00";"2923 dupont Ave n ,Minneapolis,MN";45.01;-93.293;3;5;"Hawthorne";"Near North";1
226;"Howe";"2018-04-17 00:00:00";"1419 6th ave se,Minneapolis,MN";44.99;-93.243;3;3;"Marcy Holmes";"University";4
227;"Howe";"2018-04-17 00:00:00";"507 9 1/2 Ave Se,Minneapolis,MN";44.987;-93.257;3;3;"Nicollet Island - East Bank";"University";4
228;"Howe";"2018-04-17 00:00:00";"2305 quincy st ne,Minneapolis,MN";45.011;-93.251;3;1;"Holland";"Northeast";2
229;"Howe";"2018-04-17 00:00:00";"511 9 1/2 Ave Se,Minneapolis,MN";44.987;-93.257;3;3;"Nicollet Island - East Bank";"University";4
230;"Howe";"2018-04-17 00:00:00";"1827 russell ave n ,Minneapolis,MN";44.998;-93.311;3;5;"Willard - Hay";"Near North";1
231;"Howe";"2018-04-17 00:00:00";"815 12th ave se,Minneapolis,MN";44.986;-93.235;3;3;"Marcy Holmes";"University";4
232;"Howe";"2018-04-17 00:00:00";"2311 quincy st ne,Minneapolis,MN";45.011;-93.251;3;1;"Holland";"Northeast";2
233;"Howe";"2018-04-17 00:00:00";"3107 22nd Avenue South,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
234;"Howe";"2018-04-17 00:00:00";"1423 6th st se,Minneapolis,MN";44.982;-93.233;3;3;"Marcy Holmes";"University";4
235;"Howe";"2018-04-17 00:00:00";"1335 Queen Ave. N.,Minneapolis,MN";44.993;-93.31;3;5;"Willard - Hay";"Near North";1
236;"Howe";"2018-04-17 00:00:00";"2919 LOGAN AVE N,Minneapolis,MN";45.01;-93.303;3;5;"Jordan";"Near North";1
237;"Howe";"2018-04-17 00:00:00";"3117 22nd Ave S,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
238;"Howe";"2018-04-17 00:00:00";"3105 22nd Avenue South,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
239;"Howe";"2018-04-17 00:00:00";"3115 22nd ave,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
240;"Howe";"2018-04-17 00:00:00";"1409 6th st se,Minneapolis,MN";44.982;-93.233;3;3;"Marcy Holmes";"University";4
241;"Howe";"2018-04-17 00:00:00";"2409 grand ave s,Minneapolis,MN";44.959;-93.284;3;10;"Whittier";"Powderhorn";3
242;"Howe";"2018-04-17 00:00:00";"1411 6th st se,Minneapolis,MN";44.982;-93.233;3;3;"Marcy Holmes";"University";4
243;"Howe";"2018-04-17 00:00:00";"2127 grand ave s,Minneapolis,MN";44.961;-93.284;3;10;"Whittier";"Powderhorn";3
244;"Howe";"2018-04-17 00:00:00";"3407 Colfax ave s,Minneapolis,MN";44.94;-93.292;3;10;"CARAG";"Calhoun Isle";5
245;"Howe";"2018-04-17 00:00:00";"2401 harriet ave s,Minneapolis,MN";44.959;-93.285;3;10;"Whittier";"Powderhorn";3
246;"Howe";"2018-04-17 00:00:00";"3551 Colfax ave s,Minneapolis,MN";44.938;-93.292;3;10;"CARAG";"Calhoun Isle";5
247;"Howe";"2018-04-17 00:00:00";"839 Gertrude brown place,Minneapolis,MN";44.985;-93.291;3;5;"Sumner - Glenwood";"Near North";1
248;"Howe";"2018-04-17 00:00:00";"2117 harriet,Minneapolis,MN";44.961;-93.285;3;10;"Whittier";"Powderhorn";3
249;"Howe";"2018-04-17 00:00:00";"2717 delaware st se,Minneapolis,MN";44.971;-93.218;3;2;"Prospect Park - East River Road";"University";4
250;"Howe";"2018-04-17 00:00:00";"2707 Delaware St SE,Minneapolis,MN";44.971;-93.219;3;2;"Prospect Park - East River Road";"University";4
251;"Howe";"2018-04-17 00:00:00";"3453 EMERSON AV S,Minneapolis,MN";44.94;-93.294;3;10;"CARAG";"Calhoun Isle";5
252;"Howe";"2018-04-17 00:00:00";"2617 Pillsbury ave ,Minneapolis,MN";44.955;-93.281;3;10;"Whittier";"Powderhorn";3
253;"Howe";"2018-04-17 00:00:00";"937 17th ave se,Minneapolis,MN";44.986;-93.229;3;2;"Como";"University";4
254;"Howe";"2018-04-17 00:00:00";"1107 13th Ave Se,Minneapolis,MN";44.991;-93.234;3;2;"Como";"University";4
255;"Howe";"2018-04-17 00:00:00";"3129 22nd ave so,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
256;"Howe";"2018-04-17 00:00:00";"1025 15th Ave Se,Minneapolis,MN";44.989;-93.231;3;1;"Como";"University";4
257;"Howe";"2018-04-17 00:00:00";"2317 pleasant ave ,Minneapolis,MN";44.96;-93.283;3;10;"Whittier";"Powderhorn";3
258;"Howe";"2018-04-17 00:00:00";"3335 aldrich ave n ,Minneapolis,MN";45.016;-93.29;3;4;"McKinley";"Camden";1
259;"Howe";"2018-04-17 00:00:00";"3301 Bryant Ave n ,Minneapolis,MN";45.015;-93.291;3;4;"McKinley";"Camden";1
260;"Howe";"2018-04-17 00:00:00";"2301 pleasant ave ,Minneapolis,MN";44.96;-93.283;3;10;"Whittier";"Powderhorn";3
261;"Howe";"2018-04-17 00:00:00";"1705 TAYLOR ST NE,Minneapolis,MN";45.005;-93.243;3;1;"Northeast Park";"Northeast";2
262;"Howe";"2018-04-17 00:00:00";"951 18th ave se,Minneapolis,MN";44.986;-93.227;3;2;"Como";"University";4
263;"Howe";"2018-04-17 00:00:00";"1121 10th Ave N,Minneapolis,MN";44.988;-93.293;3;5;"Sumner - Glenwood";"Near North";1
264;"Howe";"2018-04-17 00:00:00";"1225 12th ave n ,Minneapolis,MN";44.991;-93.295;3;5;"Near - North";"Near North";1
265;"Howe";"2018-04-17 00:00:00";"1431 11th ave n,Minneapolis,MN";44.989;-93.299;3;5;"Near - North";"Near North";1
266;"Howe";"2018-04-17 00:00:00";"3217 24th Avenue South,Minneapolis,MN";44.944;-93.237;3;9;"Corcoran";"Powderhorn";6
267;"Howe";"2018-04-17 00:00:00";"931 17th ave se,Minneapolis,MN";44.986;-93.229;3;2;"Como";"University";4
268;"Howe";"2018-04-17 00:00:00";"2821 33rd Street East,Minneapolis,MN";44.943;-93.231;3;9;"Longfellow";"Longfellow";6
269;"Howe";"2018-04-17 00:00:00";"813 Thornton St SE,Minneapolis,MN";44.966;-93.219;3;2;"Prospect Park - East River Road";"University";4
270;"Howe";"2018-04-17 00:00:00";"979 17th ave se,Minneapolis,MN";44.987;-93.229;3;2;"Como";"University";4
271;"Howe";"2018-04-17 00:00:00";"2623 Delaware st se,Minneapolis,MN";44.972;-93.22;3;2;"Prospect Park - East River Road";"University";4
272;"Howe";"2018-04-17 00:00:00";"3033 29th ave,Minneapolis,MN";44.947;-93.23;3;2;"Longfellow";"Longfellow";6
273;"Howe";"2018-04-17 00:00:00";"803 Thornton St SE,Minneapolis,MN";44.966;-93.219;3;2;"Prospect Park - East River Road";"University";4
274;"Howe";"2018-04-17 00:00:00";"3251 29th ave,Minneapolis,MN";44.943;-93.23;3;2;"Longfellow";"Longfellow";6
275;"Howe";"2018-04-17 00:00:00";"2641 Pillsbury ave ,Minneapolis,MN";44.954;-93.281;3;10;"Whittier";"Powderhorn";3
276;"Howe";"2018-04-17 00:00:00";"2713 MORGAN AVE N,Minneapolis,MN";45.008;-93.305;3;5;"Jordan";"Near North";1
277;"Howe";"2018-04-17 00:00:00";"3225 bossen terr,Minneapolis,MN";44.901;-93.224;3;11;"Wenonah";"Nokomis";6
278;"Howe";"2018-04-17 00:00:00";"3405 Dupont ave s,Minneapolis,MN";44.941;-93.293;3;10;"CARAG";"Calhoun Isle";5
279;"Howe";"2018-04-17 00:00:00";"3441 Dupont ave s,Minneapolis,MN";44.94;-93.293;3;10;"CARAG";"Calhoun Isle";5
280;"Howe";"2018-04-17 00:00:00";"5729 33rd av s,Minneapolis,MN";44.899;-93.224;3;11;"Wenonah";"Nokomis";6
281;"Howe";"2018-04-17 00:00:00";"4115 Bryant Ave n ,Minneapolis,MN";45.03;-93.291;3;4;"Webber - Camden";"Camden";1
282;"Howe";"2018-04-17 00:00:00";"605 Erie st se ,Minneapolis,MN";44.97;-93.224;3;2;"Prospect Park - East River Road";"University";4
283;"Howe";"2018-04-17 00:00:00";"1827 oak park ave n ,Minneapolis,MN";44.988;-93.304;3;5;"Near - North";"Near North";1
284;"Howe";"2018-04-17 00:00:00";"3919 Bryant Ave n ,Minneapolis,MN";45.026;-93.291;3;4;"Webber - Camden";"Camden";1
285;"Howe";"2018-04-17 00:00:00";"613 Erie st se,Minneapolis,MN";44.97;-93.224;3;2;"Prospect Park - East River Road";"University";4
286;"Howe";"2018-04-17 00:00:00";"2525 Delaware st se,Minneapolis,MN";44.972;-93.221;3;2;"Prospect Park - East River Road";"University";4
287;"Howe";"2018-04-17 00:00:00";"1617 Thomas Pl,Minneapolis,MN";44.985;-93.302;3;5;"Near - North";"Near North";1
288;"Howe";"2018-04-17 00:00:00";"2231 oak park ave n ,Minneapolis,MN";44.988;-93.309;3;5;"Willard - Hay";"Near North";1
289;"Howe";"2018-04-17 00:00:00";"869 22nd ave se,Minneapolis,MN";44.986;-93.222;3;2;"Como";"University";4
290;"Howe";"2018-04-17 00:00:00";"3233 COLFAX AV S,Minneapolis,MN";44.944;-93.292;3;10;"CARAG";"Calhoun Isle";5
291;"Howe";"2018-04-17 00:00:00";"2633 Pillsbury Ave s,Minneapolis,MN";44.954;-93.281;3;10;"Whittier";"Powderhorn";3
292;"Howe";"2018-04-17 00:00:00";"1819 polk st ne,Minneapolis,MN";45.007;-93.245;3;1;"Windom Park";"Northeast";2
293;"Howe";"2018-04-17 00:00:00";"3211 COLFAX AV S,Minneapolis,MN";44.944;-93.292;3;10;"CARAG";"Calhoun Isle";5
294;"Howe";"2018-04-17 00:00:00";"2635 Pillsbury ave ,Minneapolis,MN";44.954;-93.281;3;10;"Whittier";"Powderhorn";3
295;"Howe";"2018-04-17 00:00:00";"2605 garfeild ave s ,Minneapolis,MN";44.955;-93.286;3;10;"Whittier";"Powderhorn";3
296;"Howe";"2018-04-17 00:00:00";"2817 GARFIELD AVE S,Minneapolis,MN";44.951;-93.287;3;10;"Whittier";"Powderhorn";3
297;"Howe";"2018-04-17 00:00:00";"819 Russell Ave N,Minneapolis,MN";44.987;-93.311;3;5;"Willard - Hay";"Near North";1
298;"Howe";"2018-04-17 00:00:00";"853 18th Ave Se,Minneapolis,MN";44.985;-93.228;3;2;"Como";"University";4
299;"Howe";"2018-04-17 00:00:00";"2515 LOGAN AVE N,Minneapolis,MN";45.006;-93.303;3;5;"Jordan";"Near North";1
300;"Howe";"2018-04-17 00:00:00";"925 20th Ave Se,Minneapolis,MN";44.987;-93.225;3;2;"Como";"University";4
301;"Howe";"2018-04-17 00:00:00";"4035 Colfax Ave n ,Minneapolis,MN";45.029;-93.292;3;4;"Webber - Camden";"Camden";1
302;"Howe";"2018-04-17 00:00:00";"847 25th ave se,Minneapolis,MN";44.985;-93.218;3;2;"Como";"University";4
303;"Howe";"2018-04-17 00:00:00";"3331 dupont Ave n ,Minneapolis,MN";45.016;-93.293;3;4;"Folwell";"Camden";1
304;"Howe";"2018-04-17 00:00:00";"955 17th ave se,Minneapolis,MN";44.986;-93.229;3;2;"Como";"University";4
305;"Howe";"2018-04-17 00:00:00";"907 Dartmouth st se,Minneapolis,MN";44.969;-93.225;3;2;"Prospect Park - East River Road";"University";4
306;"Howe";"2018-04-17 00:00:00";"929 Dartmouth Avenue ,Minneapolis,MN";44.968;-93.224;3;2;"Prospect Park - East River Road";"University";4
307;"Howe";"2018-04-17 00:00:00";"1713 queen ave n ,Minneapolis,MN";44.997;-93.31;3;5;"Willard - Hay";"Near North";1
308;"Howe";"2018-04-17 00:00:00";"905 Dartmouth st se ,Minneapolis,MN";44.969;-93.225;3;2;"Prospect Park - East River Road";"University";4
309;"Howe";"2018-04-17 00:00:00";"4107 37th. St e,Minneapolis,MN";44.936;-93.214;3;12;"Howe";"Longfellow";6
310;"Howe";"2018-04-17 00:00:00";"2515 colfax ave s,Minneapolis,MN";44.957;-93.292;3;10;"Lowry Hill East";"Calhoun Isle";3
311;"Howe";"2018-04-17 00:00:00";"3527 31st Street East,Minneapolis,MN";44.947;-93.221;3;2;"Longfellow";"Longfellow";6
312;"Howe";"2018-04-17 00:00:00";"1327 Yale ave se,Minneapolis,MN";44.966;-93.22;3;2;"Prospect Park - East River Road";"University";4
313;"Howe";"2018-04-17 00:00:00";"1235 Queen Ave N,Minneapolis,MN";44.991;-93.31;3;5;"Willard - Hay";"Near North";1
314;"Howe";"2018-04-17 00:00:00";"3415 Dupont ave s,Minneapolis,MN";44.941;-93.293;3;10;"CARAG";"Calhoun Isle";5
315;"Howe";"2018-04-17 00:00:00";"2403 Polk st ne,Minneapolis,MN";45.012;-93.245;3;1;"Windom Park";"Northeast";2
316;"Howe";"2018-04-17 00:00:00";"3301 41st st,Minneapolis,MN";44.929;-93.224;3;12;"Hiawatha";"Longfellow";6
317;"Howe";"2018-04-17 00:00:00";"4325 45th ave,Minneapolis,MN";44.924;-93.209;3;12;"Hiawatha";"Longfellow";6
318;"Howe";"2018-04-17 00:00:00";"2015 ALDRICH AVE S,Minneapolis,MN";44.962;-93.289;3;10;"Lowry Hill East";"Calhoun Isle";3
319;"Howe";"2018-04-17 00:00:00";"2017 ALDRICH AVE S,Minneapolis,MN";44.962;-93.289;3;10;"Lowry Hill East";"Calhoun Isle";3
320;"Howe";"2018-04-17 00:00:00";"513 Humboldt av n,Minneapolis,MN";44.983;-93.298;3;5;"Harrison";"Near North";3
321;"Howe";"2018-04-17 00:00:00";"1815 queen Ave n ,Minneapolis,MN";44.998;-93.31;3;5;"Willard - Hay";"Near North";1
322;"Howe";"2018-04-17 00:00:00";"1801 Queen Ave N,Minneapolis,MN";44.998;-93.31;3;5;"Willard - Hay";"Near North";1
323;"Howe";"2018-04-17 00:00:00";"817 21st ave n ,Minneapolis,MN";45.0;-93.29;3;5;"Hawthorne";"Near North";1
324;"Howe";"2018-04-17 00:00:00";"1811 Oliver ave n ,Minneapolis,MN";44.998;-93.307;3;5;"Willard - Hay";"Near North";1
325;"Howe";"2018-04-17 00:00:00";"1601 Talmage Ave Se,Minneapolis,MN";44.99;-93.229;3;1;"Como";"University";4
326;"Howe";"2018-04-17 00:00:00";"1099 15th Ave Se,Minneapolis,MN";44.991;-93.231;3;1;"Como";"University";4
327;"Howe";"2018-04-17 00:00:00";"913 Dartmouth Avenue ,Minneapolis,MN";44.968;-93.225;3;2;"Prospect Park - East River Road";"University";4
328;"Howe";"2018-04-17 00:00:00";"1321 Yale ave se,Minneapolis,MN";44.966;-93.22;3;2;"Prospect Park - East River Road";"University";4
329;"Howe";"2018-04-17 00:00:00";"3405 Elliott Ave s,Minneapolis,MN";44.941;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
330;"Howe";"2018-04-17 00:00:00";"3723 HARRIET AVE S,Minneapolis,MN";44.935;-93.285;3;8;"King Field";"Southwest";5
331;"Howe";"2018-04-17 00:00:00";"659 Ontario st se,Minneapolis,MN";44.969;-93.225;3;2;"Prospect Park - East River Road";"University";4
332;"Howe";"2018-04-17 00:00:00";"919 16th Ave N,Minneapolis,MN";44.995;-93.291;3;5;"Near - North";"Near North";1
333;"Howe";"2018-04-17 00:00:00";"921 Darthmouth Ave,Minneapolis,MN";44.968;-93.225;3;2;"Prospect Park - East River Road";"University";4
334;"Howe";"2018-04-17 00:00:00";"657 Ontario st se,Minneapolis,MN";44.969;-93.225;3;2;"Prospect Park - East River Road";"University";4
335;"Howe";"2018-04-17 00:00:00";"2019 ALDRICH AVE S,Minneapolis,MN";44.962;-93.289;3;10;"Lowry Hill East";"Calhoun Isle";3
336;"Howe";"2018-04-17 00:00:00";"5745 Bossen Terr,Minneapolis,MN";44.899;-93.226;3;11;"Wenonah";"Nokomis";6
337;"Howe";"2018-04-17 00:00:00";"2203 ALDRICH AVE S,Minneapolis,MN";44.961;-93.289;3;10;"Lowry Hill East";"Calhoun Isle";3
338;"Howe";"2018-04-17 00:00:00";"631 22nd ave n ,Minneapolis,MN";45.001;-93.287;3;5;"Hawthorne";"Near North";1
339;"Howe";"2018-04-17 00:00:00";"703 25th ave n ,Minneapolis,MN";45.005;-93.288;3;5;"Hawthorne";"Near North";1
340;"Howe";"2018-04-17 00:00:00";"641 Ontario st se,Minneapolis,MN";44.969;-93.225;3;2;"Prospect Park - East River Road";"University";4
341;"Howe";"2018-04-17 00:00:00";"1525 32ND ST E,Minneapolis,MN";44.945;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
342;"Howe";"2018-04-17 00:00:00";"1029 16th Ave N,Minneapolis,MN";44.995;-93.294;3;5;"Near - North";"Near North";1
343;"Howe";"2018-04-17 00:00:00";"3423 ELLIOT AVE S,Minneapolis,MN";44.941;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
344;"Howe";"2018-04-17 00:00:00";"5433 31ST AVE S,Minneapolis,MN";44.904;-93.227;3;11;"Wenonah";"Nokomis";6
345;"Howe";"2018-04-17 00:00:00";"5745 SANDER DRV,Minneapolis,MN";44.899;-93.225;3;11;"Wenonah";"Nokomis";6
346;"Howe";"2018-04-15 00:00:00";"2300 lyndale,Minneapolis,MN";44.96;-93.288;1;10;"Lowry Hill East";"Calhoun Isle";3
347;"Howe";"2018-04-15 00:00:00";"2400 Lyndale Ave N,Minneapolis,MN";45.004;-93.288;1;5;"Hawthorne";"Near North";1
348;"Howe";"2018-04-15 00:00:00";"2400 2499 Lyndale Ave n ,Minneapolis,MN";45.004;-93.288;1;5;"Hawthorne";"Near North";1
349;"Howe";"2018-04-15 00:00:00";"3045 Chicago Ave,Minneapolis,MN";44.947;-93.262;1;9;"Powderhorn Park";"Powderhorn";6
350;"Howe";"2018-04-15 00:00:00";"2900 LYNDALE AVE N ,Minneapolis,MN";45.01;-93.288;1;5;"Hawthorne";"Near North";1
351;"Howe";"2018-04-15 00:00:00";"2500 Lyndale Ave n ,Minneapolis,MN";45.005;-93.288;1;5;"Hawthorne";"Near North";1
352;"Howe";"2018-04-15 00:00:00";"3500-3599 LYNDALE AVE N,Minneapolis,MN";45.019;-93.288;1;4;"McKinley";"Camden";1
353;"Howe";"2018-04-15 00:00:00";"2300 BLOCK LYNDALE AVE N,Minneapolis,MN";45.003;-93.288;1;5;"Hawthorne";"Near North";1
354;"Howe";"2018-04-15 00:00:00";"3042 Johnson St NE,Minneapolis,MN";45.024;-93.237;1;1;"Audubon Park";"Northeast";2
355;"Howe";"2018-04-15 00:00:00";"4417 4th ave s,Minneapolis,MN";44.923;-93.27;1;8;"Regina";"Nokomis";5
356;"Howe";"2018-04-15 00:00:00";"3600 Lyndale Ave N,Minneapolis,MN";45.02;-93.288;1;4;"McKinley";"Camden";1
357;"Howe";"2018-04-15 00:00:00";"3500l lyndale ,Minneapolis,MN";44.939;-93.289;1;10;"CARAG";"Calhoun Isle";5
358;"Howe";"2018-04-15 00:00:00";"2331 Central Ave NE,Minneapolis,MN";45.012;-93.247;1;1;"Windom Park";"Northeast";2
359;"Howe";"2018-04-15 00:00:00";"100-199 15th st w,Minneapolis,MN";44.968;-93.279;1;7;"Loring Park";"Central";3
360;"Howe";"2018-04-15 00:00:00";"3600-3699 LYNDALE AVE N,Minneapolis,MN";45.02;-93.288;1;4;"McKinley";"Camden";1
361;"Howe";"2018-04-15 00:00:00";"3225 Johnson St NE,Minneapolis,MN";45.027;-93.237;1;1;"Waite Park";"Northeast";2
362;"Howe";"2018-04-15 00:00:00";"717 UNIVERSITY AVE SE,Minneapolis,MN";44.983;-93.245;1;3;"Marcy Holmes";"University";4
363;"Howe";"2018-04-15 00:00:00";"821 university s ,Minneapolis,MN";44.983;-93.244;1;3;"Marcy Holmes";"University";4
364;"Howe";"2018-04-15 00:00:00";"600-699 15th St e ,Minneapolis,MN";44.968;-93.268;1;6;"Elliot Park";"Central";3
365;"Howe";"2018-04-15 00:00:00";"525 university ave se,Minneapolis,MN";44.984;-93.248;1;3;"Marcy Holmes";"University";4
366;"Howe";"2018-04-15 00:00:00";"914 3rd st n,Minneapolis,MN";44.989;-93.281;1;3;"North Loop";"Central";1
367;"Howe";"2018-04-15 00:00:00";"4011 Bloomington ave ,Minneapolis,MN";44.93;-93.252;1;8;"Bancroft";"Powderhorn";6
368;"Howe";"2018-04-15 00:00:00";"3700 Lyndale Ave n ,Minneapolis,MN";45.022;-93.288;1;4;"McKinley";"Camden";1
369;"Howe";"2018-04-15 00:00:00";"3600-3699 lyndale ave n,Minneapolis,MN";45.02;-93.288;1;4;"McKinley";"Camden";1
370;"Howe";"2018-04-15 00:00:00";"3932 Bloomington Avenue South,Minneapolis,MN";44.931;-93.253;1;8;"Bancroft";"Powderhorn";6
371;"Howe";"2018-04-15 00:00:00";"715 univ ave se,Minneapolis,MN";44.974;-93.222;1;2;"Prospect Park - East River Road";"University";4
372;"Howe";"2018-04-15 00:00:00";"1837 Central Ave NE,Minneapolis,MN";45.007;-93.247;1;1;"Logan Park";"Northeast";2
373;"Howe";"2018-04-15 00:00:00";"3800 lyndale ,Minneapolis,MN";45.024;-93.288;1;4;"Webber - Camden";"Camden";1
374;"Howe";"2018-04-15 00:00:00";"1813 Central Ave NE,Minneapolis,MN";45.007;-93.247;1;1;"Windom Park";"Northeast";2
375;"Howe";"2018-04-15 00:00:00";"1815 Central Ave NE,Minneapolis,MN";45.007;-93.247;1;1;"Windom Park";"Northeast";2
376;"Howe";"2018-04-15 00:00:00";"1-99 15th St w,Minneapolis,MN";44.968;-93.278;1;7;"Loring Park";"Central";3
377;"Howe";"2018-04-15 00:00:00";"3812 4th Ave S,Minneapolis,MN";44.934;-93.271;1;8;"Bryant";"Powderhorn";5
378;"Howe";"2018-04-15 00:00:00";"623 5th st n,Minneapolis,MN";44.985;-93.28;1;5;"North Loop";"Central";1
379;"Howe";"2018-04-15 00:00:00";"2522 Central Ave NE,Minneapolis,MN";45.014;-93.248;1;1;"Holland";"Northeast";2
380;"Howe";"2018-04-15 00:00:00";"700-799. 15th st e,Minneapolis,MN";44.968;-93.265;1;7;"Elliot Park";"Central";3
381;"Howe";"2018-04-15 00:00:00";"4000 Lyndale Ave N,Minneapolis,MN";45.028;-93.288;1;4;"Webber - Camden";"Camden";1
382;"Howe";"2018-04-15 00:00:00";"4217 4th ave,Minneapolis,MN";44.926;-93.27;1;8;"Regina";"Nokomis";5
383;"Howe";"2018-04-15 00:00:00";"1804 5TH ST SE,Minneapolis,MN";44.979;-93.229;1;2;"University of Minnesota";"University";4
384;"Howe";"2018-04-15 00:00:00";"1-99 15st e,Minneapolis,MN";44.968;-93.277;1;7;"Loring Park";"Central";3
385;"Howe";"2018-04-15 00:00:00";"1722 5th st se ,Minneapolis,MN";44.979;-93.229;1;2;"University of Minnesota";"University";4
386;"Howe";"2018-04-15 00:00:00";"4100 LYNDALE AVE N,Minneapolis,MN";45.03;-93.288;1;4;"Webber - Camden";"Camden";1
387;"Howe";"2018-04-15 00:00:00";"313 16TH AVE SE,Minneapolis,MN";44.979;-93.234;1;2;"University of Minnesota";"University";4
388;"Howe";"2018-04-15 00:00:00";"2422 Central Ave NE,Minneapolis,MN";45.013;-93.248;1;1;"Holland";"Northeast";2
389;"Howe";"2018-04-15 00:00:00";"1810 5th st se,Minneapolis,MN";44.979;-93.229;1;2;"University of Minnesota";"University";4
390;"Howe";"2018-04-15 00:00:00";"3700 lyndale AVE N,Minneapolis,MN";45.022;-93.288;1;4;"McKinley";"Camden";1
391;"Howe";"2018-04-15 00:00:00";"3400 bloomington ave,Minneapolis,MN";44.941;-93.253;1;9;"Powderhorn Park";"Powderhorn";6
392;"Howe";"2018-04-15 00:00:00";"325 16TH AVE SE,Minneapolis,MN";44.979;-93.234;1;2;"University of Minnesota";"University";4
393;"Howe";"2018-04-15 00:00:00";"702 5TH ST N ,Minneapolis,MN";44.986;-93.281;1;5;"North Loop";"Central";1
