"FID";"snow_emergency_name";"citation";"service_date";"address";"latitude";"longitude";"day_id";"ordinance_id";"ordinance_desc";"ward";"neighborhood";"community";"tow_district"
3149;"Howe";271118392138;"2018-04-16 00:00:00";"1214 OLIVER AVE N";44.99;-93.307;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Near - North";"Near North";1
3150;"Howe";271118392444;"2018-04-17 00:00:00";"709 17TH ST E";44.966;-93.265;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Elliot Park";"Central";3
3151;"Howe";271118336906;"2018-04-16 00:00:00";"1604 33RD AVE N";45.015;-93.3;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Folwell";"Camden";1
3152;"Howe";271118397926;"2018-04-17 00:00:00";"3535 KNOX AVE N";45.02;-93.302;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3153;"Howe";271118392514;"2018-04-16 00:00:00";"2740 PLEASANT AVE";44.952;-93.283;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3154;"Howe";271118398540;"2018-04-17 00:00:00";"3751 DUPONT AVE N";45.024;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3155;"Howe";271118360341;"2018-04-16 00:00:00";"1508 51ST ST E";44.911;-93.254;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";11;"Hale";"Nokomis";6
3156;"Howe";271118397045;"2018-04-17 00:00:00";"843 25TH AVE SE";44.985;-93.218;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3157;"Howe";271118384259;"2018-04-16 00:00:00";"3750 HARRIET AVE S";44.934;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"King Field";"Southwest";5
3158;"Howe";271118397044;"2018-04-17 00:00:00";"845 25TH AVE SE";44.985;-93.218;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3159;"Howe";271118392435;"2018-04-16 00:00:00";"3046 HARRIET AVE S";44.947;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3160;"Howe";271118393821;"2018-04-17 00:00:00";"1015 KNOX AVE N";44.988;-93.302;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Near - North";"Near North";1
3161;"Howe";271118392434;"2018-04-16 00:00:00";"3044 HARRIET AVE S";44.947;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3162;"Howe";271118396224;"2018-04-17 00:00:00";"717 7TH ST SE";44.987;-93.242;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3163;"Howe";271118360611;"2018-04-16 00:00:00";"2804 DELAWARE ST SE";44.971;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3164;"Howe";271118363736;"2018-04-17 00:00:00";"1919 26TH AVE NE";45.015;-93.232;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";1;"Audubon Park";"Northeast";2
3165;"Howe";271118388978;"2018-04-17 00:00:00";"3541 5TH AVE S";44.938;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3166;"Howe";271118388144;"2018-04-16 00:00:00";"4330 51ST ST E";44.911;-93.211;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";12;"Minnehaha";"Nokomis";6
3167;"Howe";271118391108;"2018-04-17 00:00:00";"3545 PILLSBURY AVE";44.938;-93.281;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3168;"Howe";271118394051;"2018-04-17 00:00:00";"1407 5TH AVE S";44.968;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3169;"Howe";271118390521;"2018-04-16 00:00:00";"812 41ST ST W";44.929;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"East Harriet";"Southwest";5
3170;"Howe";271118392205;"2018-04-17 00:00:00";"117 34TH ST W";44.941;-93.281;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3171;"Howe";271118391887;"2018-04-17 00:00:00";"1401 5TH AVE S";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3172;"Howe";271118392196;"2018-04-17 00:00:00";"1225 33RD ST W";44.943;-93.296;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3173;"Howe";271118393720;"2018-04-17 00:00:00";"3055 18TH AVE S";44.947;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3174;"Howe";271118394133;"2018-04-17 00:00:00";"2315 STEVENS AVE S";44.96;-93.276;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3175;"Howe";271118394052;"2018-04-17 00:00:00";"1405 5TH AVE S";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3176;"Howe";271118394506;"2018-04-17 00:00:00";"705 SHERIDAN AVE N";44.985;-93.312;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Willard - Hay";"Near North";1
3177;"Howe";271118392291;"2018-04-17 00:00:00";"2725 OAKLAND AVE S";44.953;-93.266;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3178;"Howe";271118393536;"2018-04-17 00:00:00";"1919 STEVENS AVE S";44.963;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Steven's Square - Loring Heights";"Central";3
3179;"Howe";271118391888;"2018-04-17 00:00:00";"1403 5TH AVE S";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3180;"Howe";271118392292;"2018-04-17 00:00:00";"2719 OAKLAND AVE S";44.953;-93.266;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3181;"Howe";271118396156;"2018-04-17 00:00:00";"3521 DUPONT AVE S";44.939;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3182;"Howe";271118388979;"2018-04-17 00:00:00";"3523 5TH AVE S";44.939;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3183;"Howe";271118386256;"2018-04-17 00:00:00";"2103 2ND AVE S";44.961;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3184;"Howe";271118394053;"2018-04-17 00:00:00";"1405 5TH AVE S";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3185;"Howe";271118394688;"2018-04-17 00:00:00";"1227 6TH AVE SE";44.983;-93.236;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3186;"Howe";271118396423;"2018-04-17 00:00:00";"1719 BROOK AVE SE";44.987;-93.228;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3187;"Howe";271118327575;"2018-04-17 00:00:00";"615 7TH ST SE";44.988;-93.244;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3188;"Howe";271118396604;"2018-04-17 00:00:00";"2005 IRVING AVE N";45.0;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3189;"Howe";271118397262;"2018-04-17 00:00:00";"2927 BRYANT AVE N";45.01;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3190;"Howe";271118386257;"2018-04-17 00:00:00";"2027 2ND AVE S";44.962;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3191;"Howe";271118393678;"2018-04-17 00:00:00";"1049 27TH AVE SE";44.99;-93.215;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";1;"Como";"University";4
3192;"Howe";271118388980;"2018-04-17 00:00:00";"3449 5TH AVE S";44.939;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3193;"Howe";271118396157;"2018-04-17 00:00:00";"3455 DUPONT AVE S";44.94;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3194;"Howe";271118392197;"2018-04-17 00:00:00";"813 33RD ST W";44.943;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3195;"Howe";271118394528;"2018-04-17 00:00:00";"3105 18TH AVE S";44.946;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3196;"Howe";271118386258;"2018-04-17 00:00:00";"2025 2ND AVE S";44.962;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3197;"Howe";271118393537;"2018-04-17 00:00:00";"1927 STEVENS AVE S";44.963;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Steven's Square - Loring Heights";"Central";3
3198;"Howe";271118396424;"2018-04-17 00:00:00";"951 18TH AVE SE";44.986;-93.227;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3199;"Howe";271118327576;"2018-04-17 00:00:00";"615 7TH ST SE";44.989;-93.246;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3200;"Howe";271118396225;"2018-04-17 00:00:00";"421 7TH ST SE";44.989;-93.246;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3201;"Howe";271118396605;"2018-04-17 00:00:00";"2133 IRVING AVE N";45.001;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3202;"Howe";271118397264;"2018-04-17 00:00:00";"2935 BRYANT AVE N";45.011;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3203;"Howe";271118336942;"2018-04-17 00:00:00";"639 51ST AVE N";45.048;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Lind - Bohanon";"Camden";1
3204;"Howe";271118396158;"2018-04-17 00:00:00";"3453 DUPONT AVE S";44.94;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3205;"Howe";271118386259;"2018-04-17 00:00:00";"2013 2ND AVE S";44.962;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3206;"Howe";271118397265;"2018-04-17 00:00:00";"2931 BRYANT AVE N";45.011;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3207;"Howe";271118363729;"2018-04-17 00:00:00";"3443 HAYES ST NE";45.032;-93.235;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";1;"Waite Park";"Northeast";2
3208;"Howe";271118394507;"2018-04-17 00:00:00";"1237 SHERIDAN AVE N";44.991;-93.312;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Willard - Hay";"Near North";1
3209;"Howe";271118394135;"2018-04-17 00:00:00";"2303 STEVENS AVE S";44.961;-93.276;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3210;"Howe";271118386260;"2018-04-17 00:00:00";"2011 2ND AVE S";44.962;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3211;"Howe";271118391889;"2018-04-17 00:00:00";"529 14TH ST E";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3212;"Howe";271118396606;"2018-04-17 00:00:00";"2529 IRVING AVE N";45.006;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3213;"Howe";271118396159;"2018-04-17 00:00:00";"3441 DUPONT AVE S";44.94;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3214;"Howe";271118396160;"2018-04-17 00:00:00";"3439 DUPONT AVE S";44.94;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3215;"Howe";271118394529;"2018-04-17 00:00:00";"3303 18TH AVE S";44.943;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3216;"Howe";271118394136;"2018-04-17 00:00:00";"2213 STEVENS AVE S";44.961;-93.276;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3217;"Howe";271118394054;"2018-04-17 00:00:00";"513 14TH ST E";44.969;-93.268;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3218;"Howe";271118391610;"2018-04-17 00:00:00";"1015 6TH ST SE";44.984;-93.239;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3219;"Howe";271118327577;"2018-04-17 00:00:00";"409 7TH ST SE";44.989;-93.247;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3220;"Howe";271118363730;"2018-04-17 00:00:00";"3449 HAYES ST NE";45.032;-93.235;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";1;"Waite Park";"Northeast";2
3221;"Howe";271118388982;"2018-04-17 00:00:00";"3343 5TH AVE S";44.942;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3222;"Howe";271118394530;"2018-04-17 00:00:00";"3309 18TH AVE S";44.942;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3223;"Howe";271118391891;"2018-04-17 00:00:00";"525 14TH ST E";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3224;"Howe";271118391890;"2018-04-17 00:00:00";"527 14TH ST E";44.969;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3225;"Howe";271118393679;"2018-04-17 00:00:00";"807 WEEKS AVE SE";44.985;-93.214;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3226;"Howe";271118394508;"2018-04-17 00:00:00";"1341 SHERIDAN AVE N";44.993;-93.312;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Willard - Hay";"Near North";1
3227;"Howe";271118388983;"2018-04-17 00:00:00";"3323 5TH AVE S";44.942;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3228;"Howe";271118393538;"2018-04-17 00:00:00";"1917 2ND AVE S";44.963;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Steven's Square - Loring Heights";"Central";3
3229;"Howe";271118394055;"2018-04-17 00:00:00";"507 14TH ST E";44.969;-93.268;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3230;"Howe";271118394689;"2018-04-17 00:00:00";"925 6TH AVE SE";44.985;-93.24;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3231;"Howe";271118393036;"2018-04-17 00:00:00";"1605 GIRARD AVE N";44.995;-93.297;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Near - North";"Near North";1
3232;"Howe";271118390784;"2018-04-17 00:00:00";"403 ELLIOT AVE";44.941;-93.261;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3233;"Howe";271118394137;"2018-04-17 00:00:00";"2211 STEVENS AVE S";44.961;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3234;"Howe";271118391611;"2018-04-17 00:00:00";"925 6TH ST SE";44.985;-93.24;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3235;"Howe";271118396425;"2018-04-17 00:00:00";"947 18TH AVE SE";44.986;-93.227;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3236;"Howe";271118396226;"2018-04-17 00:00:00";"329 7TH ST SE";44.989;-93.248;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3237;"Howe";271118327578;"2018-04-17 00:00:00";"325 7TH ST SE";44.989;-93.248;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3238;"Howe";271118393898;"2018-04-17 00:00:00";"721 TYLER ST NE";44.998;-93.246;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Beltrami";"Northeast";2
3239;"Howe";271118394509;"2018-04-17 00:00:00";"1345 SHERIDAN AVE N";44.993;-93.312;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Willard - Hay";"Near North";1
3240;"Howe";271118382929;"2018-04-17 00:00:00";"3519 SNELLING AVE S";44.939;-93.229;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Howe";"Longfellow";6
3241;"Howe";271118396161;"2018-04-17 00:00:00";"3415 DUPONT AVE S";44.941;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3242;"Howe";271118390785;"2018-04-17 00:00:00";"3405 ELLIOT AVE";44.941;-93.261;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3243;"Howe";271118390786;"2018-04-17 00:00:00";"3407 ELLIOT AVE";44.941;-93.261;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3244;"Howe";271118390219;"2018-04-17 00:00:00";"2529 COLUMBUS AVE S";44.956;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3245;"Howe";271118394056;"2018-04-17 00:00:00";"607 14TH ST E";44.969;-93.267;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Elliot Park";"Central";3
3246;"Howe";271118396227;"2018-04-17 00:00:00";"327 7TH ST SE";44.989;-93.248;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3247;"Howe";271118397266;"2018-04-17 00:00:00";"3301 BRYANT AVE N";45.015;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"McKinley";"Camden";1
3248;"Howe";271118394531;"2018-04-17 00:00:00";"3531 18TH AVE S";44.939;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3249;"Howe";271118396162;"2018-04-17 00:00:00";"3413 DUPONT AVE S";44.941;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3250;"Howe";271118390787;"2018-04-17 00:00:00";"3409 ELLIOT AVE";44.941;-93.261;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3251;"Howe";271118392198;"2018-04-17 00:00:00";"119 33RD ST W";44.943;-93.28;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3252;"Howe";271118388984;"2018-04-17 00:00:00";"3131 5TH AVE S";44.946;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3253;"Howe";271118393037;"2018-04-17 00:00:00";"1621 GIRARD AVE N";44.996;-93.297;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Near - North";"Near North";1
3254;"Howe";271118396607;"2018-04-17 00:00:00";"3415 IRVING AVE N";45.017;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3255;"Howe";271118392199;"2018-04-17 00:00:00";"115 33RD ST W";44.943;-93.28;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3256;"Howe";271118388985;"2018-04-17 00:00:00";"3115 5TH AVE S";44.946;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3257;"Howe";271118384363;"2018-04-17 00:00:00";"3119 22ND AVE S";44.946;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Corcoran";"Powderhorn";6
3258;"Howe";271118391612;"2018-04-17 00:00:00";"545 9 1/2 AVE SE";44.985;-93.24;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3259;"Howe";271118394690;"2018-04-17 00:00:00";"605 9 1/2 AVE SE";44.985;-93.24;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3260;"Howe";271118397267;"2018-04-17 00:00:00";"3327 BRYANT AVE N";45.016;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"McKinley";"Camden";1
3261;"Howe";271118396608;"2018-04-17 00:00:00";"3423 IRVING AVE N";45.017;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3262;"Howe";271118382930;"2018-04-17 00:00:00";"3655 SNELLING AVE S";44.936;-93.227;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Howe";"Longfellow";6
3263;"Howe";271118394532;"2018-04-17 00:00:00";"3625 18TH AVE S";44.937;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3264;"Howe";271118396163;"2018-04-17 00:00:00";"3405 DUPONT AVE S";44.941;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3265;"Howe";271118394691;"2018-04-17 00:00:00";"609 9 1/2 AVE SE";44.985;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3266;"Howe";271118327579;"2018-04-17 00:00:00";"325 7TH ST SE";44.988;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3267;"Howe";271118394533;"2018-04-17 00:00:00";"3709 18TH AVE S";44.936;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3268;"Howe";271118396164;"2018-04-17 00:00:00";"3403 DUPONT AVE S";44.941;-93.293;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"CARAG";"Calhoun Isle";5
3269;"Howe";271118384364;"2018-04-17 00:00:00";"3117 22ND AVE S";44.946;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Corcoran";"Powderhorn";6
3270;"Howe";271118394138;"2018-04-17 00:00:00";"2207 STEVENS AVE S";44.961;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3271;"Howe";271118394692;"2018-04-17 00:00:00";"611 9 1/2 AVE SE";44.986;-93.24;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Marcy Holmes";"University";4
3272;"Howe";271118397268;"2018-04-17 00:00:00";"3419 BRYANT AVE N";45.018;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"McKinley";"Camden";1
3273;"Howe";271118396609;"2018-04-17 00:00:00";"3451 IRVING AVE N";45.018;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3274;"Howe";271118394534;"2018-04-17 00:00:00";"3713 18TH AVE S";44.935;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3275;"Howe";271118392200;"2018-04-17 00:00:00";"31 33RD ST W";44.943;-93.279;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3276;"Howe";271118384365;"2018-04-17 00:00:00";"3115 22ND AVE S";44.946;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Corcoran";"Powderhorn";6
3277;"Howe";271118388986;"2018-04-17 00:00:00";"3101 5TH AVE S";44.946;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3278;"Howe";271118393539;"2018-04-17 00:00:00";"1727 2ND AVE S";44.965;-93.274;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Steven's Square - Loring Heights";"Central";3
3279;"Howe";271118394510;"2018-04-17 00:00:00";"1643 SHERIDAN AVE N";44.996;-93.312;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Willard - Hay";"Near North";1
3280;"Howe";271118390210;"2018-04-17 00:00:00";"4005 ALDRICH AVE S";44.93;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"East Harriet";"Southwest";5
3281;"Howe";271118382931;"2018-04-17 00:00:00";"3729 SNELLING AVE S";44.935;-93.226;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Howe";"Longfellow";6
3282;"Howe";271118391524;"2018-04-17 00:00:00";"3423 ELLIOT AVE";44.941;-93.261;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3283;"Howe";271118384366;"2018-04-17 00:00:00";"3113 22ND AVE S";44.946;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Corcoran";"Powderhorn";6
3284;"Howe";271118396426;"2018-04-17 00:00:00";"1713 ROLLINS AVE SE";44.985;-93.228;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Como";"University";4
3285;"Howe";271118396610;"2018-04-17 00:00:00";"3547 IRVING AVE N";45.02;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Folwell";"Camden";1
3286;"Howe";271118390211;"2018-04-17 00:00:00";"3955 ALDRICH AVE S";44.931;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"East Harriet";"Southwest";5
3287;"Howe";271118394535;"2018-04-17 00:00:00";"3733 18TH AVE S";44.935;-93.249;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Powderhorn Park";"Powderhorn";6
3288;"Howe";271118392201;"2018-04-17 00:00:00";"13 33RD ST W";44.943;-93.279;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3289;"Howe";271118384367;"2018-04-17 00:00:00";"3107 22ND AVE S";44.946;-93.241;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Corcoran";"Powderhorn";6
3290;"Howe";271118388987;"2018-04-17 00:00:00";"3045 5TH AVE S";44.947;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Central";"Powderhorn";5
3291;"Howe";271118397269;"2018-04-17 00:00:00";"3919 BRYANT AVE N";45.026;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Webber - Camden";"Camden";1
3292;"Howe";271118397270;"2018-04-17 00:00:00";"3923 BRYANT AVE N";45.026;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Webber - Camden";"Camden";1
